"Brand_name","Drug_name_original","Drug_name","Sponsor","DrugId","Properties","Indication","Indication_EFO","DiseaseId","TA","Review_type","Year.x","Year.y","has_GE"
NA,"Tapinarof","Tapinarof","Dermavant","CHEMBL259571","Aryl hydrocarbon receptor agonist","Plaque psoriasis",NA,"EFO_0000676","Dermatology",NA,2022,2022,TRUE
NA,"Tebentafusp","Tebentafusp","Immunocore","CHEMBL4297990","gp100 peptide HLA _ CD3 bispecific T-cell engager","Uveal melanoma",NA,"EFO_1000616","Oncology",NA,2022,2022,FALSE
NA,"Teclistamab","Teclistamab","J&J","CHEMBL4594505","BCMA _ CD3 bispecific antibody","Multiple myeloma",NA,"EFO_0001378","Oncology",NA,2022,2022,TRUE
NA,"Teplizumab","Teplizumab","Provention Bio","CHEMBL1743078","CD3-targeted antibody","Delay onset of type 1 diabetes",NA,"MONDO_0005147","Autoimmune",NA,2022,2022,TRUE
NA,"Terlipressin","Terlipressin","Mallinckrodt","CHEMBL2135460","Vasopressin receptor agonist","Kidney function in hepatorenal syndrome",NA,"MONDO_0001382","Other",NA,2022,2022,FALSE
NA,"Tirzepatide","Tirzepatide","Eli Lilly","CHEMBL4297839","GIP receptor and GLP1 receptor agonist","Type 2 diabetes",NA,"MONDO_0005148","Autoimmune",NA,2022,2022,TRUE
NA,"Tremelimumab","Tremelimumab","AstraZeneca","CHEMBL2108658","CTLA4-targeted mAb","Hepatocellular carcinoma",NA,"EFO_0000182","Oncology",NA,2022,2022,TRUE
NA,"Ublituximab","Ublituximab","TG Therapeutics","CHEMBL2108354","CD20-targeted mAb","Relapsing forms of multiple sclerosis",NA,"EFO_0003929","Other",NA,2022,2022,FALSE
NA,"Vonoprazan; amoxicillin; clarithromycin","Vonoprazan","Phathom","CHEMBL2079130","Potassium-competitive acid blocker plus a penicillin class antibacterial plus a macrolide antimicrobial","Helicobacter pylori infection",NA,"EFO_1000961","Infectious",NA,2022,2022,FALSE
NA,"Vonoprazan; amoxicillin; clarithromycin","amoxicillin","Phathom","CHEMBL1082","Potassium-competitive acid blocker plus a penicillin class antibacterial plus a macrolide antimicrobial","Helicobacter pylori infection",NA,"EFO_1000961","Infectious",NA,2022,2022,FALSE
NA,"Vonoprazan; amoxicillin; clarithromycin","clarithromycin","Phathom","CHEMBL1741","Potassium-competitive acid blocker plus a penicillin class antibacterial plus a macrolide antimicrobial","Helicobacter pylori infection",NA,"EFO_1000961","Infectious",NA,2022,2022,FALSE
NA,"Vutrisiran","Vutrisiran","Alnylam","CHEMBL4594511","TTR-targeted siRNA","Polyneuropathy of hereditary TTR-mediated amyloidosis",NA,"EFO_0004129","Other",NA,2022,2022,TRUE
NA,"Xenon Xe 129 hyperpolarized","Xenon Xe 129 hyperpolarized","Polarean","CHEMBL4594411","Hyperpolarized contrast agent","MRI-evaluation of lung ventilation",NA,NA,"Imaging",NA,2022,NA,NA
