Brand_name,Drug_name_original,Drug_name,Sponsor,DrugId,Properties,Indication,Indication_EFO,DiseaseId,TA,Review_type,Year,targetIds,has_GE,Why no GE?,Related_indication_MoA,Related_DiseaseId_targetIds
Skytrofa,Lonapegsomatropin,Lonapegsomatropin,Ascendis Pharma,CHEMBL4298185,PEGylated human growth hormone,Growth failure due to GHD,Growth delay,HP_0001510,Other,"S, O",2021,ENSG00000112964,TRUE,,,
Exkivity,Mobocertinib,Mobocertinib,Takeda,CHEMBL4650319,EGFR kinase inhibitor,EGFR exon 20-mutated NSCLC,non-small cell lung carcinoma,EFO_0003060,Oncology,"P, O, B, A",2021,ENSG00000146648,TRUE,,,
Tivdak,Tisotumab vedotin,Tisotumab vedotin,Seagen/Genmab,CHEMBL4297841,Tissue-factor-directed ADC,Cervical cancer,cervical cancer,MONDO_0002974,Oncology,"P, A",2021,ENSG00000167552; ENSG00000258947; ENSG00000137267; ENSG00000188229; ENSG00000176014; ENSG00000261456; ENSG00000123416; ENSG00000198033; ENSG00000196230; ENSG00000167553; ENSG00000152086; ENSG00000117525; ENSG00000104833; ENSG00000137285; ENSG00000101162; ENSG00000127824,TRUE,,,
Qulipta,Atogepant,Atogepant,AbbVie,CHEMBL3991065,CGRP receptor antagonist,Episodic migraine,migraine disorder,MONDO_0005277,Other,S,2021,ENSG00000064989,TRUE,,,
Livmarli,Maralixibat,Maralixibat,Mirum,CHEMBL363392,IBAT inhibitor,Pruritus in Alagille syndrome,Alagille syndrome,MONDO_0007318,Other,"P, O, B",2021,ENSG00000125255,TRUE,,,
Tavneos,Avacopan,Avacopan,ChemoCentryx,CHEMBL3989871,Complement 5a receptor antagonist,ANCA-associated vasculitis,Anti-neutrophil cytoplasmic antibody-associated vasculitis,MONDO_0015492,Cardiovascular,"S, O",2021,ENSG00000197405,FALSE,Unknown (rare disease),,
Scemblix,Asciminib,Asciminib,Novartis,CHEMBL4208229,ABL/BCR-ABL1  kinase inhibitor,Ph+ CML,Blast Phase Chronic Myelogenous Leukemia; BCR-ABL1 Positive,EFO_1000131,Oncology,"P, O, B, A",2021,ENSG00000097007,TRUE,,,
Besremi,Ropeginterferon alfa-2b,Ropeginterferon alfa-2b,Pharmaessentia,CHEMBL4297819,PEGylated interferon alpha-2b,Polycythaemia vera,polycythemia vera,EFO_0002429,Oncology,"S, O",2021,ENSG00000142166; ENSG00000159110,TRUE,,,
Voxzogo,Vosoritide,Vosoritide,Biomarin,CHEMBL3707276,CNP analogue,Achondroplasia,achondroplasia,MONDO_0007037,Other,"P, O, A",2021,ENSG00000159899,TRUE,,,
Livtencity,Maribavir,Maribavir,Takeda,CHEMBL515408,CMV pUL97 kinase inhibitor,Post-transplant CMV infection,NA,NA,Infectious,"P, O, B",2021,,NA,,,
Cytalux,Pafolacianine,Pafolacianine,On Target Labs,CHEMBL4297412,Fluorescent FR imaging agent,Ovarian cancer imaging,NA,NA,Imaging,"P, O",2021,,NA,,,
Vyvgart,Efgartigimod alfa,Efgartigimod alfa,Argenx,CHEMBL4297551,FcRn-binding Fc fragment,Myasthenia gravis,Myasthenia gravis,EFO_0004991,Other,"S, O",2021,ENSG00000104870,FALSE,Unknown (rare disease),,
Tezspire,Tezepelumab,Tezepelumab,Astrazeneca/Amgen,CHEMBL3707229,TSLP-targeted mAb,Severe asthma,asthma,MONDO_0004979,Respiratory,P,2021,ENSG00000145777,TRUE,,,
Leqvio,Inclisiran,Inclisiran,Novartis/Alnylam,CHEMBL3990033,PCSK9-targeted siRNA,HeFH or ASCVD,coronary atherosclerosis,MONDO_0021661,Cardiovascular,S,2021,ENSG00000169174,TRUE,,,
Adbry,Tralokinumab,Tralokinumab,LEO Pharma,CHEMBL1743081,IL-13-targeted mAb,Atopic dermatitis,atopic eczema,EFO_0000274,Dermatology,S,2021,ENSG00000169194,TRUE,,,
Cibinqo,Abrocitinib,Abrocitinib,Pfizer,CHEMBL3655081,JAK inhibitor,Atopic dermatitis,"atopic eczema, Eczema",EFO_0000274; HP_0000964,Dermatology,"P, B",2022,ENSG00000162434; ENSG00000166888,TRUE,,,
Krazati,Adagrasib,Adagrasib,Mirati,CHEMBL4594350,KRAS-G12C inhibitor,KRASG12C-mutated NSCLC,non-small cell lung carcinoma,EFO_0003060,Oncology,"S, O, B, A",2022,ENSG00000133703,TRUE,,,
NexoBrid,Anacaulase,Anacaulase,Mediwound,NA,Proteolytic enzymes from pineapple plants,Eschar removal after thermal burns,NA,NA,Other,"S, O",2022,,NA,,,
Quviviq,Daridorexant,Daridorexant,Idorsia,CHEMBL4297590,Orexin receptor antagonist,Insomnia,insomnia,EFO_0004698,Other,S,2022,ENSG00000137252; ENSG00000121764,TRUE,,,
Daxxify,DaxibotulinumtoxinA,DaxibotulinumtoxinA,Revance,CHEMBL3707359,Botulinum toxin,Glabellar lines,Facial wrinkling,HP_0009762,Other,S,2022,ENSG00000132639,FALSE,Unknown,,
Sotyktu,Deucravacitinib,Deucravacitinib,Bristol Myers Squibb,CHEMBL4435170,TYK2 inhibitor,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,Dermatology,S,2022,ENSG00000105397,TRUE,,,
Rolvedon,Eflapegrastim,Eflapegrastim,Spectrum,CHEMBL3833384,Leukocyte growth factor,"Incidence of infection in non-myeloid malignancies, with myelosuppressive drugs",infection,EFO_0000544,Infectious,S,2022,ENSG00000119535,TRUE,,,
Vabysmo,Faricimab,Faricimab,Roche/Genentech,CHEMBL4297750,VEGF _ ANG2 bispecific antibody,nAMD and DME,age-related macular degeneration,EFO_0001365,Ophthalmology,S,2022,ENSG00000112715; ENSG00000091879,TRUE,,,
Lytgobi,Futibatinib,Futibatinib,Taiho Oncology,CHEMBL3701238,FGFR kinase inhibitor,FGFR2-aberrant intrahepatic cholangiocarcinoma,intrahepatic cholangiocarcinoma,EFO_1001961,Oncology,"P, O, B, A",2022,ENSG00000068078; ENSG00000077782; ENSG00000160867; ENSG00000066468,TRUE,,,
Elucirem,Gadopiclenol,Gadopiclenol,Guerbet,CHEMBL4297634,Gadolinium-based contrast agent,Lesions with abnormal vascularity,NA,NA,Imaging,P,2022,,NA,,,
Ztalmy,Ganaxolone,Ganaxolone,Marinus,CHEMBL1568698,GABAA receptor positive allosteric modulator,Seizures associated with CDD,Epileptic encephalopathy,HP_0200134,Other,"P, O",2022,ENSG00000094755; ENSG00000163288; ENSG00000102287; ENSG00000166206; ENSG00000145863; ENSG00000022355; ENSG00000113327; ENSG00000187730; ENSG00000011677; ENSG00000268089; ENSG00000145864; ENSG00000151834; ENSG00000186297; ENSG00000182256; ENSG00000109158; ENSG00000163285,TRUE,,,
Sunlenca,Lenacapavir,Lenacapavir,Gilead,CHEMBL4594438,HIV-1 capsid inhibitor,HIV-1 infection,HIV-1 infection,EFO_0000180,Infectious,"P, B",2022,,NA,,,
Pluvicto,Lutetium Lu-177 vipivotide tetraxetan,Lutetium Lu-177 vipivotide tetraxetan,Novartis,CHEMBL4594406,PSMA-binding radioligand therapeutic agent,PSMA-positive prostate cancer,prostate carcinoma,EFO_0001663,Oncology,"P, B",2022,ENSG00000142515,TRUE,,,
Camzyos,Mavacamten,Mavacamten,Bristol Myers Squibb,CHEMBL4297517,Cardiac myosin inhibitor,Classes of obstructive HCM (Hypertrophic Obstructive Cardiomyopathy),hypertrophic cardiomyopathy,EFO_0000538,Cardiovascular,"S, O, B",2022,ENSG00000092054,TRUE,,,
Elahere,Mirvetuximab soravtansine,Mirvetuximab soravtansine,ImmunoGen,CHEMBL3545132,FR_-targeted antibody-drug conjugate,Ovarian cancer,ovarian carcinoma,EFO_0001075,Oncology,"P, O, A",2022,ENSG00000127824; ENSG00000152086; ENSG00000110195; ENSG00000261456; ENSG00000101162; ENSG00000188229; ENSG00000104833; ENSG00000258947; ENSG00000123416; ENSG00000198033; ENSG00000167553; ENSG00000137285; ENSG00000167552; ENSG00000176014; ENSG00000137267; ENSG00000196230,TRUE,,,
Pyrukynd,Mitapivat,Mitapivat,Agios,CHEMBL4299940,Pyruvate kinase activator,Haemolytic anaemia due to PK deficiency,hemolytic anemia,EFO_0005558,Other,"P, O",2022,ENSG00000143627,TRUE,,,
Lunsumio,Mosunetuzumab,Mosunetuzumab,Roche/Genentech,CHEMBL4297788,CD20 _ CD3 bispecific antibody,Follicular lymphoma,follicular lymphoma,MONDO_0018906,Oncology,"P, O, B, A",2022,ENSG00000167286; ENSG00000156738; ENSG00000198851; ENSG00000160654,TRUE,,,
Xenpozyme,Olipudase alfa,Olipudase alfa,Sanofi/Genzyme,CHEMBL3707358,Acid sphingomyelinase ERT,Acid sphingomyelinase deficiency,acid sphingomyelinase deficiency,MONDO_0100464,Other,"P, O, B",2022,ENSG00000166311,TRUE,,,
Rezlidhia,Olutasidenib,Olutasidenib,Rigel/Forma,CHEMBL4297610,IDH1 inhibitor,IDH1-mutated AML,acute myeloid leukemia,EFO_0000222,Oncology,"S, O",2022,ENSG00000138413,TRUE,,,
Omlonti,Omidenepag isopropyl,Omidenepag isopropyl,Santen,CHEMBL4297666,Prostaglandin E2 receptor agonist,Intraocular pressure in open-angle glaucoma or ocular hypertension,"ocular hypertension, open-angle glaucoma",EFO_1001069; EFO_0004190,Ophthalmology,S,2022,ENSG00000125384,FALSE,Cohort problem,,
Vivjoa,Oteseconazole,Oteseconazole,Mycovia,CHEMBL3311228,Azole antifungal,Vulvovaginal candidiasis,vulvovaginal candidiasis,EFO_0007543,Infectious,P,2022,,NA,,,
Vonjo,Pacritinib,Pacritinib,CTI Biopharma,CHEMBL2035187,JAK2 inhibitor,Myelofibrosis,myelofibrosis,MONDO_0044903,Oncology,"P, O, A",2022,ENSG00000096968; ENSG00000122025,TRUE,,,
Opdualag,Relatlimab; nivolumab,Relatlimab,Bristol Myers Squibb,CHEMBL3990044,LAG3-targeted mAb plus PD1-targeted mAb,Melanoma,melanoma,EFO_0000756,Oncology,"P, O",2022,ENSG00000089692,TRUE,,,
Opdualag,Relatlimab; nivolumab,nivolumab,Bristol Myers Squibb,CHEMBL2108738,LAG3-targeted mAb plus PD1-targeted mAb,Melanoma,melanoma,EFO_0000756,Oncology,"P, O",2022,ENSG00000188389,TRUE,,,
Relyvrio,Sodium phenylbutyrate; taurursodiol,Sodium phenylbutyrate,Amylyx,CHEMBL1746,Mechanism unknown,Amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,MONDO_0004976,Other,"P, O",2022,,NA,,,
Relyvrio,Sodium phenylbutyrate; taurursodiol,taurursodiol,Amylyx,CHEMBL272427,Mechanism unknown,Amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,MONDO_0004976,Other,"P, O",2022,,NA,,,
Spevigo,Spesolimab,Spesolimab,Boehringer Ingelheim,CHEMBL4297911,IL-36R-targeted mAb,Generalized pustular psoriasis flares,"psoriasis 14, pustular",MONDO_0013626,Dermatology,"P, O, B",2022,ENSG00000115598; ENSG00000196083; ENSG00000136695,TRUE,,,
Enjaymo,Sutimlimab,Sutimlimab,Bioverativ,CHEMBL4297832,C1s-targeted mAb,RBC transfusion due to haemolysis in CAD (cold agglutinin disease),"Anemia, Hemolytic, Autoimmune",EFO_1001264,Autoimmune,"P, O, B",2022,ENSG00000182326,FALSE,Indication absent on platform; Cohort problem,,
Vtama,Tapinarof,Tapinarof,Dermavant,CHEMBL259571,Aryl hydrocarbon receptor agonist,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,Dermatology,S,2022,ENSG00000106546,FALSE,,,
Kimmtrak,Tebentafusp,Tebentafusp,Immunocore,CHEMBL4297990,gp100 peptide HLA _ CD3 bispecific T-cell engager,Uveal melanoma,Uveal Melanoma,EFO_1000616,Oncology,"P, O, B",2022,ENSG00000185664,FALSE,Unknown (rare disease),,
Tecvayli,Teclistamab,Teclistamab,J&J,CHEMBL4594505,BCMA _ CD3 bispecific antibody,Multiple myeloma,multiple myeloma,EFO_0001378,Oncology,"P, O, B, A",2022,ENSG00000160654; ENSG00000198851; ENSG00000048462; ENSG00000167286,TRUE,,,
Tzield,Teplizumab,Teplizumab,Provention Bio,CHEMBL1743078,CD3-targeted antibody,Delay onset of type 1 diabetes,type 1 diabetes mellitus,MONDO_0005147,Autoimmune,"P, B",2022,ENSG00000198851; ENSG00000081237; ENSG00000198821,TRUE,,,
Terlivaz,Terlipressin,Terlipressin,Mallinckrodt,CHEMBL2135460,Vasopressin receptor agonist,Kidney function in hepatorenal syndrome,Hepatorenal syndrome,MONDO_0001382,Other,"P, O",2022,ENSG00000166148,FALSE,Indication absent on platform,,
Mounjaro,Tirzepatide,Tirzepatide,Eli Lilly,CHEMBL4297839,GIP receptor and GLP1 receptor agonist,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,Autoimmune,S,2022,ENSG00000112164; ENSG00000010310,TRUE,,,
Imjudo,Tremelimumab,Tremelimumab,AstraZeneca,CHEMBL2108658,CTLA4-targeted mAb,Hepatocellular carcinoma,hepatocellular carcinoma,EFO_0000182,Oncology,"S, O",2022,ENSG00000163599,TRUE,,,
Briumvi,Ublituximab,Ublituximab,TG Therapeutics,CHEMBL2108354,CD20-targeted mAb,Relapsing forms of multiple sclerosis,relapsing-remitting multiple sclerosis,EFO_0003929,Other,S,2022,ENSG00000156738,FALSE,Unknown,,
Voquezna Triple Pak,Vonoprazan; amoxicillin; clarithromycin,Vonoprazan,Phathom,CHEMBL2079130,Potassium-competitive acid blocker plus a penicillin class antibacterial plus a macrolide antimicrobial,Helicobacter pylori infection,Helicobacter pylori infectious disease,EFO_1000961,Infectious,P,2022,ENSG00000186009; ENSG00000105675,FALSE,,,
Voquezna Triple Pak,Vonoprazan; amoxicillin; clarithromycin,amoxicillin,Phathom,CHEMBL1082,Potassium-competitive acid blocker plus a penicillin class antibacterial plus a macrolide antimicrobial,Helicobacter pylori infection,Helicobacter pylori infectious disease,EFO_1000961,Infectious,P,2022,,FALSE,,,
Voquezna Triple Pak,Vonoprazan; amoxicillin; clarithromycin,clarithromycin,Phathom,CHEMBL1741,Potassium-competitive acid blocker plus a penicillin class antibacterial plus a macrolide antimicrobial,Helicobacter pylori infection,Helicobacter pylori infectious disease,EFO_1000961,Infectious,P,2022,,FALSE,,,
Amvuttra,Vutrisiran,Vutrisiran,Alnylam,CHEMBL4594511,TTR-targeted siRNA,Polyneuropathy of hereditary TTR-mediated amyloidosis,familial amyloid neuropathy,EFO_0004129,Other,"S, O",2022,ENSG00000118271,TRUE,,,
Xenoview,Xenon Xe 129 hyperpolarized,Xenon Xe 129 hyperpolarized,Polarean,CHEMBL4594411,Hyperpolarized contrast agent,MRI-evaluation of lung ventilation,NA,NA,Imaging,S,2022,,NA,,,
