Brand_name,Drug_name_original,Drug_name,DrugId,targetIds,Sponsor,Properties,TA,TA_check,Indication,Indication_EFO,DiseaseId,Review_type,Year,has_GE,comment,Disease_class
Margenza,Margetuximab,MARGETUXIMAB,CHEMBL2364649,ENSG00000141736,MacroGenics,HER2-directed mAb,Oncology,Oncology,HER2-positive breast cancer,HER2 Positive Breast Carcinoma,EFO_1000294,"S, F",2020,TRUE,,Severe
Mavyret,Glecaprevir; pibrentasvir,GLECAPREVIR; PIBRENTASVIR,CHEMBL3545363; CHEMBL3545123,NA; NA,AbbVie,NS3/4A protease inhibitor plus a NS5A inhibitor,Other,No human target,HCV,hepatitis C virus infection,EFO_0003047,"P, B, F",2017,NA,,Severe
Mayzent,Siponimod,SIPONIMOD,CHEMBL2336071,ENSG00000170989,Novartis,S1P receptor modulator,Other,Other indication,Relapsing forms of multiple sclerosis,relapsing-remitting multiple sclerosis,EFO_0003929,S,2019,FALSE,,Severe
Mekinist,Trametinib,TRAMETINIB,CHEMBL2103875,"ENSG00000169032, ENSG00000126934",GSK,MEK1 and MEK2 kinase inhibitor,Oncology,Oncology,Unresectable or metastatic melanoma with BRAF(V600E) mutation as detected by an FDA-approved test,metastatic melanoma,EFO_0002617,"S, O, F",2013,TRUE,,Severe
Mektovi,Binimetinib,BINIMETINIB,CHEMBL3187723,"ENSG00000169032, ENSG00000126934",Array BioPharma,MEK inhibitor,Oncology,Oncology,BRAF-mutated melanoma,melanoma,EFO_0000756,"S, O",2018,TRUE,,Severe
Mepsevii,Vestronidase alfa,VESTRONIDASE ALFA,CHEMBL3707382,ENSG00000169919,Ultragenyx,Recombinant human lysosomal ‚âà√≠‚Äö√¢¬ß-glucuronidase,Other,Other indication,Mucopolysaccharidosis VII,mucopolysaccharidosis type 7,MONDO_0009662,"P, O, F",2017,TRUE,,Severe
Monjuvi,Tafasitamab,TAFASITAMAB,CHEMBL4298047,ENSG00000177455,MorphoSys,CD19-directed mAb,Oncology,Oncology,DLBCL,diffuse large b-cell lymphoma,EFO_0000403,"P, O, B, A, F",2020,TRUE,,Severe
Motegrity,Prucalopride,PRUCALOPRIDE,CHEMBL117287,ENSG00000164270,Shire/Takeda,5-HT4-receptor agonist,Other,Other indication,Chronic idiopathic constipation,constipation disorder,MONDO_0002203,S,2018,FALSE,Symptomatic,Non severe
Mounjaro,Tirzepatide,Tirzepatide,CHEMBL4297839,"ENSG00000010310, ENSG00000112164",Eli Lilly,GIP receptor and GLP1 receptor agonist,Other,Other indication,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,S,2022,TRUE,,Non Severe
Movantik,Naloxegol,NALOXEGOL,CHEMBL2219418,ENSG00000112038,AstraZeneca,Opioid-receptor antagonist,Other,Other indication,Opioid-induced constipation,Constipation,HP_0002019,S,2014,FALSE,Symptomatic,Non severe
Moxidectin,Moxidectin,MOXIDECTIN,CHEMBL2104415,NA,Medicines Development for Global Health,Antihelmintic GABA receptor and glutamate channel modulator,Other,No human target,River blindness,ocular onchocerciasis,EFO_0007398,"P, O",2018,NA,,Not concordant
Mulpleta,Lusutrombopag,LUSUTROMBOPAG,CHEMBL2107831,ENSG00000117400,Shionogi,Thrombopoietin receptor agonist,Other,Other indication,Thrombocytopenia,thrombocytopenia,HP_0001873,"P, F",2018,TRUE,,Not concordant
Myalept,Metreleptin,METRELEPTIN,CHEMBL2107857,ENSG00000116678,Amylin,Leptin analogue,Other,Other indication,Leptin deficiency in patients with congenital or acquired generalized lipodystrophy,congenital generalized lipodystrophy,EFO_1000681,"P, O, F",2014,TRUE,,Severe
Natpara,Parathyroid hormone,PARATHYROID HORMONE,CHEMBL2108078,ENSG00000160801,NPS Pharma,Hormonal injection,Other,Other indication,Hypocalcaemia in patients with hypoparathyroidism,hypoparathyroidism; Hypocalcemia,EFO_0009451; HP_0002901,"S, O",2015,TRUE,,Not concordant
Nerlynx,Neratinib,NERATINIB,CHEMBL180022,"ENSG00000178568, ENSG00000146648, ENSG00000141736",Puma Biotechnology,"EGFR, HER2 and HER4 irreversible kinase inhibitor",Oncology,Oncology,HER2-overexpressed breast cancer,HER2 Positive Breast Carcinoma,EFO_1000294,S,2017,TRUE,,Severe
Nesina,Alogliptin,ALOGLIPTIN,CHEMBL376359,ENSG00000197635,Takeda,DPP4 inhibitor,Other,Other indication,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,S,2013,TRUE,,Non Severe
Netspot,Gallium Ga-68 dotatate,GALLIUM GA-68 DOTATATE,CHEMBL4297340,ENSG00000180616,Advanced Accelerator Applications,Radioactive diagnostic,Other,Other indication,Neuroendocrine tumours,neuroendocrine neoplasm,EFO_1001901,"P, O",2016,TRUE,,Severe
Neuraceq,Florbetaben-F18,FLORBETABEN-F18,CHEMBL566752,ENSG00000142192,Piramal Imaging,Radioactive diagnostic agent,Other,Other indication,Imaging of the brain to estimate density of neuritic amyloid-beta plaques,neuritic plaque measurement; Alzheimer disease,EFO_0006798; MONDO_0004975,S,2014,TRUE,Imaging,Severe
Nexletol,Bempedoic acid,BEMPEDOIC ACID,CHEMBL3545313,ENSG00000131473,Esperion Therapeutics,ACL inhibitor,Other,Other indication,HeFH or atherosclerotic cardiovascular disease,atherosclerosis; familial hypercholesterolemia,EFO_0003914; EFO_0004911,S,2020,FALSE,,Severe
NexoBrid,Anacaulase,Anacaulase,NA,NA,Mediwound,Proteolytic enzymes from pineapple plants,Other,No human target,Eschar removal after thermal burns,NA,NA,"S, O",2022,NA,,NA
Nextstellis,Drospirenone; estetrol,Drospirenone; estetrol,CHEMBL1509; CHEMBL1230314,"ENSG00000151623, ENSG00000082175; ENSG00000091831, ENSG00000140009",Mayne Pharma,Spironolactone and oestrogen analogues,Other,Other indication,To prevent pregnancy,reproductive behaviour measurement,EFO_0007862,S,2021,TRUE,,Non severe
Nexviazyme,Avalglucosidase alfa,Avalglucosidase alfa,CHEMBL4594320,ENSG00000171298,Sanofi,Recombinant alpha-glucosidase,Other,Other indication,Pompe disease,glycogen storage disease II,MONDO_0009290,"P, O, B, F",2021,TRUE,,Severe
Ninlaro,Ixazomib,IXAZOMIB,CHEMBL2141296,"ENSG00000165916, ENSG00000240065, ENSG00000159377, ENSG00000108671, ENSG00000100804, ENSG00000161057, ENSG00000154611, ENSG00000159352, ENSG00000100902, ENSG00000013275, ENSG00000173692, ENSG00000101182, ENSG00000103035, ENSG00000129084, ENSG00000142507, ENSG00000222028, ENSG00000197170, ENSG00000175166, ENSG00000205220, ENSG00000100764, ENSG00000277791, ENSG00000136930, ENSG00000099341, ENSG00000163636, ENSG00000185627, ENSG00000127922, ENSG00000115233, ENSG00000087191, ENSG00000108344, ENSG00000204264, ENSG00000100519, ENSG00000100567, ENSG00000143106, ENSG00000126067, ENSG00000130706, ENSG00000106588, ENSG00000008018, ENSG00000041357",Takeda,Oral proteasome inhibitor,Oncology,Oncology,Multiple myeloma,multiple myeloma,EFO_0001378,"P, O",2015,TRUE,,Severe
Northera,Droxidopa,DROXIDOPA,CHEMBL2103827,"ENSG00000169252, ENSG00000170214, ENSG00000043591, ENSG00000120907, ENSG00000274286, ENSG00000184160, ENSG00000188778, ENSG00000150594, ENSG00000171873",Lundbeck,Synthetic amino-acid precursor of noradrenaline; MOA unknown,Other,Other indication,Light-headedness in patients with neurogenic orthostatic hypotension,primary orthostatic hypotension,MONDO_0015914,"P, O, A, F",2014,TRUE,,Non severe
Nourianz,Istradefylline,ISTRADEFYLLINE,CHEMBL431770,ENSG00000128271,Kyowa Kirin,Adenosine receptor antagonist,Other,Other indication,Parkinson disease episodes,Parkinson disease,MONDO_0005180,S,2019,TRUE,,Severe
Nubeqa,Darolutamide,DAROLUTAMIDE,CHEMBL4297185,ENSG00000169083,Bayer,Androgen receptor inhibitor,Oncology,Oncology,Prostate cancer,prostate cancer,MONDO_0008315,"P, F",2019,TRUE,,Severe
Nucala,Mepolizumab,MEPOLIZUMAB,CHEMBL2108429,ENSG00000113525,GlaxoSmithKline,IL-5 antagonist,Other,Other indication,Severe asthma,Status Asthmaticus,EFO_0008590,"S, F",2015,TRUE,,Severe
Nulibry,Fosdenopterin,Fosdenopterin,CHEMBL2338675,ENSG00000164172,BridgeBio,cPMP,Other,Other indication,MoCD type A,sulfite oxidase deficiency due to molybdenum cofactor deficiency,MONDO_0020480,"P, O, B",2021,TRUE,,Severe
Nuplazid,Pimavanserin,PIMAVANSERIN,CHEMBL2111101,ENSG00000102468,Acadia Pharmaceuticals,Atypical antipsychotic,Other,Other indication,Hallucinations and delusions associated with Parkinson disease psychosis,Parkinson disease; psychosis,MONDO_0005180; EFO_0005407,"P, B",2016,TRUE,,Severe
Nurtec ODT,Rimegepant,RIMEGEPANT,CHEMBL2178422,ENSG00000064989,Biohaven,CGRP receptor antagonist,Other,Other indication,Migraine,migraine disorder,MONDO_0005277,S,2020,TRUE,,Non Severe
Nuzyra,Omadacycline,OMADACYCLINE,CHEMBL1689772,NA,Paratek Pharmaceuticals,Tetracycline antibiotic,Other,No human target,CABP and ABSSSI,bacterial pneumonia; skin disease caused by bacterial infection,EFO_1001272; MONDO_0024295,"P, F",2018,NA,,Severe
Ocaliva,Obeticholic acid,OBETICHOLIC ACID,CHEMBL566315,ENSG00000012504,Intercept,FXR agonist,Other,Other indication,Primary biliary cholangitis,primary biliary cirrhosis,EFO_1001486,"P, O, A, F",2016,TRUE,,Severe
Ocrevus,Ocrelizumab,OCRELIZUMAB,CHEMBL2108041,ENSG00000156738,Roche/Genentech,CD20-directed cytolytic antibody,Other,Other indication,Relapsing or primary progressive forms of multiple sclerosis,chronic progressive multiple sclerosis,EFO_0003840,"P, B, F",2017,FALSE,,Severe
Odomzo,Sonidegib,SONIDEGIB,CHEMBL2105737,ENSG00000128602,Novartis,Smoothened inhibitor,Oncology,Oncology,Basal cell carcinoma,basal cell carcinoma,EFO_0004193,S,2015,TRUE,,Non Severe
Ofev,Nintedanib,NINTEDANIB,CHEMBL502835,"ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000066468, ENSG00000077782, ENSG00000160867, ENSG00000134853, ENSG00000113721, ENSG00000068078",Boehringer Ingelheim,"Kinase inhibitor against PDGFRs, FGFRs, VEGFRs and FLT3",Other,Other indication,IPF (idiopathic pulmonary fibrosis),idiopathic pulmonary fibrosis,EFO_0000768,"P, O, B, F",2014,TRUE,,Severe
Olinvyk,Oliceridine,OLICERIDINE,CHEMBL2443262,ENSG00000112038,Trevena,Opioid receptor agonist,Other,Other indication,Acute pain,pain,EFO_0003843,"S, F",2020,FALSE,Symptomatic,Non Severe
Olumiant,Baricitinib,BARICITINIB,CHEMBL2105759,"ENSG00000096968, ENSG00000162434",Incyte/Eli Lilly,JAK inhibitor,Other,Other indication,Rheumatoid arthritis,rheumatoid arthritis,EFO_0000685,S,2018,TRUE,,Severe
Olysio,Simeprevir,SIMEPREVIR,CHEMBL501849,NA,Janssen,HCV NS3/4A protease inhibitor,Other,No human target,"Chronic HCV infection, as a component of a combination antiviral treatment regimen",hepatitis C virus infection,EFO_0003047,"P, F",2013,NA,,Severe
Omegaven,Fish oil triglycerides,FISH OIL TRIGLYCERIDES,CHEMBL4297535,NA,Fresenius,Mixture of fatty acids,Other,No human target,Parenteral nutrition-associated cholestasis,cholestasis,MONDO_0001751,"P, O, F",2018,NA,,Severe
Omlonti,Omidenepag isopropyl,Omidenepag isopropyl,CHEMBL4297666,ENSG00000125384,Santen,Prostaglandin E2 receptor agonist,Other,Other indication,Intraocular pressure in open-angle glaucoma or ocular hypertension,"ocular hypertension, open-angle glaucoma",EFO_1001069; EFO_0004190,S,2022,FALSE,Symptomatic,Severe
Ongentys,Opicapone,OPICAPONE,CHEMBL1089318,ENSG00000093010,Neurocrine,COMT inhibitor,Other,Other indication,Parkinson disease,parkinson disease,MONDO_0005180,S,2020,TRUE,,Severe
Onpattro,Patisiran,PATISIRAN,CHEMBL3989987,ENSG00000118271,Alnylam Pharmaceuticals,TTR-directed small interfering RNA,Other,Other indication,Hereditary TTR-mediated amyloidosis,hereditary ATTR amyloidosis,MONDO_0017132,"P, O, B, F",2018,TRUE,,Severe
Opdivo,Nivolumab,NIVOLUMAB,CHEMBL2108738,ENSG00000188389,Bristol-Myers Squibb,PD1 inhibitor,Oncology,Oncology,Unresectable or metastatic melanoma,metastatic melanoma,EFO_0002617,"P, O, B, A, F",2014,FALSE,,Severe
Opdualag,Relatlimab; nivolumab,Relatlimab; nivolumab,CHEMBL3990044; CHEMBL2108738,ENSG00000089692; ENSG00000188389,Bristol Myers Squibb,LAG3-targeted mAb plus PD1-targeted mAb,Oncology,Oncology,Melanoma,melanoma,EFO_0000756,"P, O, F",2022,TRUE,,Severe
Opsumit,Macitentan,MACITENTAN,CHEMBL2103873,"ENSG00000136160, ENSG00000151617",Actelion,Endothelin receptor antagonist,Other,Other indication,Pulmonary arterial hypertension,pulmonary arterial hypertension,EFO_0001361,"S, O",2013,TRUE,,Severe
Orbactiv,Oritavancin,ORITAVANCIN,CHEMBL1688530,NA,The Medicines Company,Semi-synthetic lipoglycopeptide,Other,No human target,ABSSSI (Acute Bacterial Skin and Skin Structure Infections),staphylococcal skin infections,EFO_1001849,P,2014,NA,,Non Severe
Orgovyx,Relugolix,RELUGOLIX,CHEMBL1800159,ENSG00000109163,Myovant Sciences,GnRH receptor antagonist,Oncology,Oncology,Prostate cancer,prostate cancer,MONDO_0008315,P,2020,TRUE,,Severe
Orilissa,Elagolix sodium,ELAGOLIX SODIUM,CHEMBL502182,ENSG00000109163,AbbVie,GnRH receptor antagonist,Other,Other indication,Pain associated with endometriosis,adenomyosis; pain,MONDO_0010888; EFO_0003843,P,2018,TRUE,,Non Severe
Orkambi,Ivacaftor; lumacaftor,IVACAFTOR; LUMACAFTOR,CHEMBL2010601; CHEMBL2103870,ENSG00000001626; ENSG00000001626,Vertex,CFTR potentiator plus CFTR corrector,Other,Other indication,Cystic fibrosis in patients with homozygous DF508 CFTR mutation,cystic fibrosis,MONDO_0009061,"P, O, B, F",2015,TRUE,,Severe
Orladeyo,Berotralstatc,BEROTRALSTAT,CHEMBL4594271,ENSG00000164344,BioCryst,Plasma kallikrein inhibitor,Other,#N/A,Hereditary angioedema,hereditary angioedema,MONDO_0019623,"S, O, F",2020,FALSE,,Severe
Osphena,Ospemifene,OSPEMIFENE,CHEMBL2105395,"ENSG00000140009, ENSG00000091831",Shionogi,Oestrogen receptor modulator,Other,Other indication,Moderate to severe dyspareunia due to menopause,Dyspareunia; menopause,HP_0030016; EFO_0003922,S,2013,TRUE,,Non Severe
Otezla,Apremilast,APREMILAST,CHEMBL514800,"ENSG00000184588, ENSG00000065989, ENSG00000105650, ENSG00000113448",Celgene,Phosphodiesterase 4 inhibitor,Other,Other indication,Psoriatic arthritis and plaque psoriasis,psoriatic arthritis; psoriasis vulgaris,EFO_0003778; EFO_1001494,S,2014,TRUE,,Severe
Oxbryta,Voxelotor,VOXELOTOR,CHEMBL4101807,"ENSG00000206172, ENSG00000244734, ENSG00000188536",Global Blood Therapeutics,Haemoglobin S polymerization inhibitor,Other,Other indication,SCD (sickle cell disease),sickle cell anemia,MONDO_0011382,"P, O, B, A, F",2019,TRUE,,Severe
Oxervate,Cenegermin,CENEGERMIN,CHEMBL4297852,"ENSG00000140538, ENSG00000148053, ENSG00000198400",Domp‚Äö√†√∂¬¨¬©,Recombinant NGF,Other,Other indication,Neurotrophic keratitis,keratitis,EFO_0009449,"P, O, B, F",2018,TRUE,,Non Severe
Oxlumo,Lumasiran,LUMASIRAN,CHEMBL4297779,ENSG00000101323,Alnylam,HAO1-directed siRNA,Other,Other indication,Hyperoxaluria type 1,primary hyperoxaluria type 1,MONDO_0009823,"P, O, B",2020,FALSE,,Severe
Ozempic,Semaglutide,SEMAGLUTIDE,CHEMBL2108724,ENSG00000112164,Novo Nordisk,GLP1 receptor agonist,Other,Other indication,Type 2 diabetes mellitus,type 2 diabetes mellitus,MONDO_0005148,S,2017,TRUE,,Non Severe
PSMA-11 Ga-68,PSMA-11 Ga-68,PSMA-11 GA-68,CHEMBL4297335,ENSG00000142515,UCLA,Radioactive diagnostic,Other,Other indication,"Imaging, prostate cancer",prostate carcinoma,EFO_0001663,S,2020,TRUE,Imaging,Severe
Padcev,Enfortumab vedotin,ENFORTUMAB VEDOTIN,CHEMBL3301589,"ENSG00000143217, ENSG00000101162, ENSG00000167552, ENSG00000261456, ENSG00000127824, ENSG00000123416, ENSG00000258947, ENSG00000198033, ENSG00000188229, ENSG00000152086, ENSG00000137267, ENSG00000104833, ENSG00000167553, ENSG00000137285, ENSG00000196230, ENSG00000176014",Astellas,Nectin-4-directed ADC,Oncology,Oncology,Urothelial cancers,urothelial neoplasm,MONDO_0024337,"P, B, A",2019,TRUE,,Severe
Palynziq,Pegvaliase,PEGVALIASE,CHEMBL4297802,NA,BioMarin Pharmaceutical,PAL replacement therapy,Other,No human target,Phenylketonuria,phenylketonuria,MONDO_0009861,"P, O, F",2018,NA,,Severe
Parsabiv,Etelcalcetide,VELCALCETIDE,CHEMBL3545184,ENSG00000036828,Amgen/Kai Pharmaceuticals,Calcium-sensing receptor agonist,Other,Other indication,Secondary hyperparathyroidism in patients with chronic kidney disease on haemodialysis,hyperparathyroidism,EFO_0008506,S,2017,TRUE,,Non Severe
Pemazyre,Pemigatinib,PEMIGATINIB,CHEMBL4297522,"ENSG00000066468, ENSG00000068078, ENSG00000077782",Incyte,FGFR1-3 kinase inhibitor,Oncology,Oncology,Cholangiocarcinoma,cholangiocarcinoma,EFO_0005221,"P, O, B, A",2020,TRUE,,Severe
Pepaxto,Melphalan flufenamide,Melphalan flufenamide,CHEMBL4303060,NA,Oncopeptides,Peptide-conjugated alkylating drug,Oncology,,Multiple myeloma,multiple myeloma,EFO_0001378,"P, O, A",2021,NA,,Severe
Pifeltro,Doravirine,DORAVIRINE,CHEMBL2364608,NA,Merck & Co.,NNRTI,Other,No human target,HIV,hiv infection,EFO_0000764,S,2018,NA,,Severe
Piqray,Alpelisib,ALPELISIB,CHEMBL2396661,ENSG00000121879,Novartis,PI3K inhibitor,Oncology,Oncology,Breast cancer,breast cancer,MONDO_0007254,P,2019,TRUE,,Severe
Pizensy,Lactitol,LACTITOL,CHEMBL1661,NA,Braintree Labs,Osmotic laxative,Other,No human target,Chronic idiopathic constipation,Chronic constipation,HP_0012450,S,2020,NA,,Non severe
Plegridy,Peginterferon beta-1A,PEGINTERFERON BETA-1A,CHEMBL2108677,"ENSG00000159110, ENSG00000142166",Biogen Idec,Long-acting interferon-beta1A,Other,Other indication,Relapsing multiple sclerosis,relapsing-remitting multiple sclerosis,EFO_0003929,S,2014,FALSE,,Severe
Pluvicto,Lutetium Lu-177 vipivotide tetraxetan,Lutetium Lu-177 vipivotide tetraxetan,CHEMBL4594406,ENSG00000142515,Novartis,PSMA-binding radioligand therapeutic agent,Oncology,Oncology,PSMA-positive prostate cancer,prostate carcinoma,EFO_0001663,"P, B",2022,TRUE,,Severe
Polivy,Polatuzumab vedotin,POLATUZUMAB VEDOTIN,CHEMBL3301582,"ENSG00000198033, ENSG00000167552, ENSG00000261456, ENSG00000176014, ENSG00000258947, ENSG00000123416, ENSG00000101162, ENSG00000188229, ENSG00000152086, ENSG00000007312, ENSG00000137285, ENSG00000167553, ENSG00000196230, ENSG00000137267, ENSG00000127824, ENSG00000104833",Roche,CD79b-directed ADC,Oncology,Oncology,Diffuse large B-cell lymphoma,diffuse large b-cell lymphoma,EFO_0000403,"P, O, B, A",2019,TRUE,,Severe
Pomalyst,Pomalidomide,POMALIDOMIDE,CHEMBL43452,"ENSG00000167986, ENSG00000139842, ENSG00000113851, ENSG00000100387",Celgene,Immunomodulatory antineoplastic agent,Oncology,Oncology,Multiple myeloma,multiple myeloma,EFO_0001378,"S, O, F",2013,TRUE,,Severe
Ponvory,Ponesimod,Ponesimod,CHEMBL1096146,ENSG00000170989,J&J,S1P receptor modulator,Other,Other indication,Relapsing multiple sclerosis,multiple sclerosis,MONDO_0005301,S,2021,TRUE,,Severe
Portrazza,Necitumumab,NECITUMUMAB,CHEMBL1743047,ENSG00000146648,Eli Lilly,EGFR antagonist,Oncology,Oncology,NSCLC,non-small cell lung carcinoma,EFO_0003060,"S, O, F",2015,TRUE,,Severe
Poteligeo,Mogamulizumab,MOGAMULIZUMAB,CHEMBL1743041,ENSG00000183813,Kyowa Hakko Kirin,CCR4 antibody,Oncology,Oncology,mycosis fungoides or Sezary syndrome,mycosis fungoides,EFO_1001051,"P, O, B",2018,TRUE,,Severe
Praluent,Alirocumab,ALIROCUMAB,CHEMBL2109540,ENSG00000169174,Sanofi,PCSK9 inhibitor,Other,Other indication,LDL lowering,LDL cholesterol change measurement,EFO_0007804,P,2015,TRUE,,Non Severe
Praxbind,Idarucizumab,IDARUCIZUMAB,CHEMBL3544996,NA,Boehringer Ingelheim,Dabigatran-binding mAb fragment,Other,No human target,Reversal of anticoagulant effects of dabigatran,response to anticoagulant,GO_0061476,"P, O, B, A",2015,NA,,Non Severe
Pretomanid,Pretomanid,PRETOMANID,CHEMBL227875,NA,Pfizer/Mylan,Antimycobacterial,Other,No human target,Tuberculosis,tuberculosis,MONDO_0018076,"P, O, F",2019,NA,,Severe
Prevymis,Letermovir,LETERMOVIR,CHEMBL1241951,NA,Merck & Co.,CMV DNA terminase complex inhibitor,Other,No human target,Prophylaxis of CMV (cytomegalovirus),cytomegalovirus infection,EFO_0001062,"P, O, B, F",2017,NA,,Severe
Pylarify,Piflufolastat F-18,Piflufolastat F-18,CHEMBL4297334,ENSG00000086205,Progenics,Radiolabelled PSMA imaging agent,Other,Other indication,Prostate cancer imaging,prostate carcinoma,EFO_0001663,P,2021,FALSE,Imaging,Severe
Pyrukynd,Mitapivat,Mitapivat,CHEMBL4299940,ENSG00000143627,Agios,Pyruvate kinase activator,Other,Other indication,Haemolytic anaemia due to PK deficiency,hemolytic anemia,EFO_0005558,"P, O, F",2022,TRUE,,Severe
Qelbree,Viloxazine,Viloxazine,CHEMBL306700,ENSG00000103546,Supernus,SNRI,Other,Other indication,ADHD,attention deficit hyperactivity disorder,EFO_0003888,S,2021,FALSE,,Non Severe
Qinlock,Ripretinib,RIPRETINIB,CHEMBL4216467,"ENSG00000157404, ENSG00000134853",Deciphera,KIT and PDGFRA kinase inhibitor,Oncology,Oncology,GIST,gastrointestinal stromal tumor,MONDO_0011719,"P, O, B, F",2020,TRUE,,Severe
Qulipta,Atogepant,Atogepant,CHEMBL3991065,ENSG00000064989,AbbVie,CGRP receptor antagonist,Other,Other indication,Episodic migraine,migraine disorder,MONDO_0005277,S,2021,TRUE,,Non Severe
Quviviq,Daridorexant,Daridorexant,CHEMBL4297590,"ENSG00000137252, ENSG00000121764",Idorsia,Orexin receptor antagonist,Other,Other indication,Insomnia,insomnia,EFO_0004698,S,2022,TRUE,,Non Severe
Radicava,Edaravone,EDARAVONE,CHEMBL290916,NA,Mitsubishi Tanabe,Unknown (radical scavenger),Other,No human target,ALS (amyotrophic lateral sclerosis),amyotrophic lateral sclerosis,MONDO_0004976,"S, O",2017,NA,,Severe
Rapivab,Peramivir,PERAMIVIR; PERAMIVIR,CHEMBL3989402; CHEMBL139367,NA; NA,BioCryst,Neuraminidase inhibitor,Other,No human target,Influenza infection,influenza,EFO_0007328,"S, F",2014,NA,,Non Severe
Reblozyl,Luspatercept,LUSPATERCEPT,CHEMBL3039545,"ENSG00000105329, ENSG00000092969, ENSG00000119699",Celgene/BMS,Erythroid maturation agent,Other,Other indication,Anaemia in beta-thalassaemia,beta thalassemia; anemia,MONDO_0019402; MONDO_0002280,"P, O, F",2019,TRUE,,Severe
Recarbrio,Cilastatin; imipenem; relebactam,CILASTATIN; IMIPENEM; RELEBACTAM,CHEMBL766; CHEMBL148; CHEMBL3301605,ENSG00000015413; NA; NA,Merck & Co.,"A renal dehydropeptidase inhibitor, a penem antibacterial and a beta-lactamase inhibitor",Other,No human target,Complicated urinary tract and complicated intra-abdominal infections,urinary tract infection,EFO_0003103,"P, F",2019,NA,,Non Severe
Relyvrio,Sodium phenylbutyrate; taurursodiol,Sodium phenylbutyrate; taurursodiol,CHEMBL1746; CHEMBL272427,NA; NA,Amylyx,Mechanism unknown,Other,No human target,Amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,MONDO_0004976,"P, O",2022,NA,,Severe
Repatha,Evolocumab,EVOLOCUMAB,CHEMBL2364655,ENSG00000169174,Amgen,PCSK9 inhibitor,Other,Other indication,LDL lowering,LDL cholesterol change measurement,EFO_0007804,"S, O",2015,TRUE,,Non Severe
Retevmo,Selpercatinib,SELPERCATINIB,CHEMBL4559134,"ENSG00000108091, ENSG00000165731, ENSG00000170759",Eli Lilly/Loxo Oncology,RET kinase inhibitor,Oncology,Oncology,RET fusion-positive NSCLC and thyroid cancer,non-small cell lung carcinoma; thyroid cancer,EFO_0003060; MONDO_0002108,"P, O, B, A",2020,TRUE,,Severe
Revcovi,Elapegademase,ELAPEGADEMASE,CHEMBL3990026,ENSG00000196839,Leadiant Biosciences,Recombinant adenosine deaminase,Other,Other indication,ADA-SCID,"severe combined immunodeficiency, autosomal recessive, t cell-negative, b cell-negative, nk cell-negative, due to adenosine deaminase deficiency",MONDO_0007064,"P, O, F",2018,TRUE,,Severe
Rexulti,Brexpiprazole,BREXPIPRAZOLE,CHEMBL2105760,"ENSG00000149295, ENSG00000178394, ENSG00000102468",Otsuka,Atypical antipsychotic,Other,Other indication,MDD and schizophrenia,major depressive disorder; schizophrenia,MONDO_0002009; MONDO_0005090,S,2015,TRUE,,Severe
Reyvow,Lasmiditan,LASMIDITAN,CHEMBL3039520,ENSG00000179097,Eli Lilly,Serotonin (5-HT) 1F receptor agonist,Other,Other indication,Migraine with or without aura,migraine disorder,MONDO_0005277,S,2019,FALSE,Symptomatic,Non Severe
Rezlidhia,Olutasidenib,Olutasidenib,CHEMBL4297610,ENSG00000138413,Rigel/Forma,IDH1 inhibitor,Oncology,Oncology,IDH1-mutated AML,acute myeloid leukemia,EFO_0000222,"S, O",2022,TRUE,,Severe
Rezurock,Belumosudil,Belumosudil,CHEMBL2005186,"ENSG00000134318, ENSG00000067900",Kadmon,ROCK2 kinase inhibitor,Other,Other indication,Chronic GVHD,graft versus host disease,MONDO_0013730,"P, O, B",2021,FALSE,,Severe
Rhopressa,Netarsudil,NETARSUDIL,CHEMBL4594250,"ENSG00000134318, ENSG00000067900",Aerie Pharmaceuticals,RHO kinase inhibitor,Other,Other indication,Open-angle glaucoma or ocular hypertension,open-angle glaucoma; ocular hypertension,EFO_0004190; EFO_1001069,P,2017,FALSE,,Severe
Rinvoq,Upadacitinib,UPADACITINIB,CHEMBL3622821,"ENSG00000162434, ENSG00000096968, ENSG00000105397, ENSG00000105639",AbbVie,JAK inhibitor,Other,Other indication,Rheumatoid arthritis,rheumatoid arthritis,EFO_0000685,S,2019,TRUE,,Severe
Rolvedon,Eflapegrastim,Eflapegrastim,CHEMBL3833384,ENSG00000119535,Spectrum,Leukocyte growth factor,Other,Other indication,"Incidence of infection in non-myeloid malignancies, with myelosuppressive drugs",infection,EFO_0000544,S,2022,TRUE,,Severe
Rozlytrek,Entrectinib,ENTRECTINIB,CHEMBL1983268,"ENSG00000148053, ENSG00000198400, ENSG00000140538, ENSG00000047936, ENSG00000171094",Roche,"TRKA, TRKB, TRKC, ROS1 and ALK inhibitor",Oncology,Oncology,NTRK fusion-positive solid tumours and ROS1-positive NSCLC,non-small cell lung carcinoma,EFO_0003060,"P, O, B, A",2019,TRUE,,Severe
