"Brand_name","Drug_name_original","Drug_name","DrugId","targetId","targetId_type","Sponsor","Properties","TA","Indication","Indication_cur","diseaseId","diseaseId_type","Disease_class","Year.x","Review_type","has_GE","Year.y","Interactor","Related","Interactor_Related"
"Kynamro","Mipomersen","MIPOMERSEN","CHEMBL2219536","ENSG00000084674","Original","Genzyme","Oligonucleotide inhibitor of apolipoprotein B100 synthesis","Other indication","Homozygous familial hypercholesterolaemia","homozygous familial hypercholesterolemia","MONDO_0018328","Original","Serious",2013,"S, O",TRUE,2013,FALSE,FALSE,FALSE
"Lampit","Nifurtimox","NIFURTIMOX","CHEMBL290960",NA,"Original","Bayer","Nitrofuran antiprotozoal","No human target","Chagas disease","chagas disease","MONDO_0001444","Original","Serious",2020,"P, O, A",NA,NA,NA,NA,NA
"Lartruvo","Olaratumab","OLARATUMAB","CHEMBL1743049","ENSG00000134853","Original","Eli Lilly","PDGFRalpha-blocking antibody","Oncology","Soft tissue sarcoma","soft tissue sarcoma","EFO_1001968","Original","Serious",2016,"P, O, B, A, F",TRUE,2016,FALSE,FALSE,FALSE
"Lenvima","Lenvatinib","LENVATINIB","CHEMBL1289601","ENSG00000037280, ENSG00000128052, ENSG00000102755","Original","Eisai","VEGFR inhibitor","Oncology","Thyroid cancer","thyroid cancer","MONDO_0002108","Original","Serious",2015,"P, O",TRUE,2015,FALSE,FALSE,FALSE
"Leqvio","Inclisiran","Inclisiran","CHEMBL3990033","ENSG00000169174","Original","Novartis/Alnylam","PCSK9-targeted siRNA","Other indication","HeFH or ASCVD","coronary atherosclerosis","MONDO_0021661","Original","Serious",2021,"S",TRUE,2021,FALSE,FALSE,FALSE
"Libtayo","Cemiplimab","CEMIPLIMAB","CHEMBL4297723","ENSG00000188389","Original","Regeneron/Sanofi","PD1 antibody","Oncology","CSCC, BCC(*), NSCLC(*)","cutaneous squamous cell carcinoma; basal cell carcinoma; non-small cell lung carcinoma","EFO_1001927; EFO_0004193; EFO_0003060","Original","Serious",2018,"P, B",TRUE,2018,TRUE,FALSE,FALSE
"Livmarli","Maralixibat","Maralixibat","CHEMBL363392","ENSG00000125255","Original","Mirum","IBAT inhibitor","Other indication","Pruritus in Alagille syndrome","Alagille syndrome","MONDO_0007318","Original","Serious",2021,"P, O, B",TRUE,2021,FALSE,TRUE,FALSE
"Livtencity","Maribavir","Maribavir","CHEMBL515408",NA,"Original","Takeda","CMV pUL97 kinase inhibitor","No human target","Post-transplant CMV infection",NA,NA,"Original",NA,2021,"P, O, B",NA,NA,NA,NA,NA
"Lokelma","Sodium zirconium cyclosilicate","SODIUM ZIRCONIUM CYCLOSILICATE","CHEMBL3301592",NA,"Original","AstraZeneca","Potassium binder","No human target","Hyperkalaemia","hyperkalemia","HP_0002153","Original","Not concordant",2018,"S",NA,NA,NA,NA,NA
"Lonsurf","Tipiracil; trifluridine","TIPIRACIL; TRIFLURIDINE","CHEMBL235668; CHEMBL1129","ENSG00000025708; ENSG00000176890","Original","Taiho","Thymidine phosphorylase inhibitor plus a nucleoside metabolic inhibitor","Oncology","Colorectal cancer","colorectal cancer","EFO_0005842","Original","Serious",2015,"S, F",TRUE,2015,FALSE,FALSE,FALSE
"Lorbrena","Lorlatinib","LORLATINIB","CHEMBL3286830","ENSG00000171094, ENSG00000143924","Original","Pfizer","ALK and ROS1 inhibitor","Oncology","ALK-positive NSCLC","non-small cell lung carcinoma","EFO_0003060","Original","Serious",2018,"P, O, B, A",TRUE,2018,FALSE,FALSE,FALSE
"Lucemyra","Lofexidine","LOFEXIDINE","CHEMBL17860","ENSG00000150594, ENSG00000274286, ENSG00000184160","Original","US WorldMeds","beta2-adrenoceptor agonist","Other indication","Opioid withdrawal","opioid dependence","EFO_0005611","Original","Not serious",2018,"P, F",FALSE,2018,FALSE,FALSE,FALSE
"Lumakras","Sotorasib","Sotorasib","CHEMBL4535757","ENSG00000133703","Original","Amgen","KRAS-G12C inhibitor","Oncology","KRASG12C-mutated NSCLC","non-small cell lung carcinoma","EFO_0003060","Original","Serious",2021,"P, O, B, A, F",TRUE,2021,FALSE,FALSE,FALSE
"Lumason","Sulfur hexafluoride lipid-type A microspheres","SULFUR HEXAFLUORIDE LIPID-TYPE A MICROSPHERES",NA,NA,"Original","Bracco","Ultrasound contrast agent","No human target","Cardiovascular imaging",NA,NA,"Original",NA,2014,"S",NA,NA,NA,NA,NA
"Lumoxiti","Moxetumomab pasudotox","MOXETUMOMAB PASUDOTOX","CHEMBL1743043","ENSG00000167658, ENSG00000012124","Original","AstraZeneca","CD22-directed antibody‚Äö√Ñ√∂‚àö√ë‚àö¬®drug conjugate","Oncology","Hairy cell leukaemia","hairy cell leukemia","EFO_1000956","Original","Serious",2018,"P, O, F",TRUE,2018,TRUE,FALSE,FALSE
"Lunsumio","Mosunetuzumab","Mosunetuzumab","CHEMBL4297788","ENSG00000167286, ENSG00000156738, ENSG00000198851, ENSG00000160654","Original","Roche/Genentech","CD20 _ CD3 bispecific antibody","Oncology","Follicular lymphoma","follicular lymphoma","MONDO_0018906","Original","Serious",2022,"P, O, B, A",TRUE,2022,FALSE,TRUE,FALSE
"Lupkynis","Voclosporin","Voclosporin","CHEMBL2218919","ENSG00000138814","Original","Aurinia","Calcineurin inhibitor","Other indication","Lupus nephritis","lupus nephritis","EFO_0005761","Original","Serious",2021,"P, F",TRUE,2021,FALSE,TRUE,FALSE
"Lutathera","Lutetium Lu 177 dotatate","LUTETIUM LU 177 DOTATATE","CHEMBL3989924","ENSG00000139874, ENSG00000162009, ENSG00000278195, ENSG00000132671, ENSG00000180616","Original","Advanced Accelerator Applications/Novartis","Somatostatin receptor-targeted radiopharmaceutical","Oncology","GEP-NETs","digestive system neuroendocrine neoplasm","MONDO_0024503","Original","Serious",2018,"P, O, F",TRUE,2018,TRUE,FALSE,FALSE
"Luzu","Luliconazole","LULICONAZOLE","CHEMBL2105689",NA,"Original","Medicis","Azole antifungal","No human target","Interdigital tinea pedis, tinea cruris and tinea corporis caused by Trichophyton rubrum and Epidermophyton floccosum","tinea","EFO_0007510","Original","Not serious",2013,"S",NA,NA,NA,NA,NA
"Lybalvi","Olanzapine; samidorphan","samidorphan; Olanzapine","CHEMBL426084; CHEMBL715","ENSG00000112038, ENSG00000116329, ENSG00000082556; ENSG00000102468, ENSG00000147246, ENSG00000151577, ENSG00000069696, ENSG00000149295","Original","Alkermes","Atypical antipsychotic and opioid antagonist","Other indication","Schizophrenia and bipolar I disorder","Schizophrenia; bipolar I disorder","MONDO_0005090; EFO_0009963","Original","Serious",2021,"S",TRUE,2021,FALSE,FALSE,FALSE
"Lymphoseek kit","Technetium TC 99m tilmanocept","TECHNETIUM TC 99M TILMANOCEPT","CHEMBL2108726","ENSG00000260314","Original","Navidea","Radioactive diagnostic agent","Other indication","Lymphatic mapping in patients with breast cancer or melanoma","breast cancer; melanoma","MONDO_0007254; EFO_0000756","Original","Serious",2013,"S",FALSE,2013,FALSE,FALSE,FALSE
"Lynparza","Olaparib","OLAPARIB","CHEMBL521686","ENSG00000143799, ENSG00000041880, ENSG00000129484","Original","AstraZeneca","PARP inhibitor","Oncology","Advanced BRCA-mutated ovarian cancer","ovarian cancer","MONDO_0008170","Original","Serious",2014,"P, O, A, F",TRUE,2014,FALSE,FALSE,FALSE
"Lytgobi","Futibatinib","Futibatinib","CHEMBL3701238","ENSG00000068078, ENSG00000077782, ENSG00000160867, ENSG00000066468","Original","Taiho Oncology","FGFR kinase inhibitor","Oncology","FGFR2-aberrant intrahepatic cholangiocarcinoma","intrahepatic cholangiocarcinoma","EFO_1001961","Original","Serious",2022,"P, O, B, A, F",TRUE,2022,FALSE,TRUE,FALSE
"Macrilen","Macimorelin","MACIMORELIN","CHEMBL278623","ENSG00000121853","Original","Aeterna Zentaris","Growth hormone secretagogue receptor agonist","Other indication","Diagnosis of adult growth hormone deficiency","short stature due to GHSR deficiency","MONDO_0014403","Original","Not serious",2017,"S, O",TRUE,2017,FALSE,FALSE,FALSE
"Margenza","Margetuximab","MARGETUXIMAB","CHEMBL2364649","ENSG00000141736","Original","MacroGenics","HER2-directed mAb","Oncology","HER2-positive breast cancer","HER2 Positive Breast Carcinoma","EFO_1000294","Original","Serious",2020,"S, F",TRUE,2020,FALSE,FALSE,FALSE
"Mavyret","Glecaprevir; pibrentasvir","GLECAPREVIR; PIBRENTASVIR","CHEMBL3545363; CHEMBL3545123","NA; NA","Original","AbbVie","NS3/4A protease inhibitor plus a NS5A inhibitor","No human target","HCV","hepatitis C virus infection","EFO_0003047","Original","Serious",2017,"P, B, F",NA,NA,NA,NA,NA
"Mayzent","Siponimod","SIPONIMOD","CHEMBL2336071","ENSG00000170989","Original","Novartis","S1P receptor modulator","Other indication","Relapsing forms of multiple sclerosis","relapsing-remitting multiple sclerosis","EFO_0003929","Original","Serious",2019,"S",FALSE,2019,FALSE,FALSE,FALSE
"Mekinist","Trametinib","TRAMETINIB","CHEMBL2103875","ENSG00000169032, ENSG00000126934","Original","GSK","MEK1 and MEK2 kinase inhibitor","Oncology","Unresectable or metastatic melanoma with BRAF(V600E) mutation as detected by an FDA-approved test","metastatic melanoma","EFO_0002617","Original","Serious",2013,"S, O, F",TRUE,2013,FALSE,TRUE,FALSE
"Mektovi","Binimetinib","BINIMETINIB","CHEMBL3187723","ENSG00000169032, ENSG00000126934","Original","Array BioPharma","MEK inhibitor","Oncology","BRAF-mutated melanoma","melanoma","EFO_0000756","Original","Serious",2018,"S, O",TRUE,2018,FALSE,FALSE,FALSE
"Mepsevii","Vestronidase alfa","VESTRONIDASE ALFA","CHEMBL3707382","ENSG00000169919","Original","Ultragenyx","Recombinant human lysosomal ‚âà√≠‚Äö√¢¬ß-glucuronidase","Other indication","Mucopolysaccharidosis VII","mucopolysaccharidosis type 7","MONDO_0009662","Original","Serious",2017,"P, O, F",TRUE,2017,FALSE,FALSE,FALSE
"Monjuvi","Tafasitamab","TAFASITAMAB","CHEMBL4298047","ENSG00000177455","Original","MorphoSys","CD19-directed mAb","Oncology","DLBCL","diffuse large b-cell lymphoma","EFO_0000403","Original","Serious",2020,"P, O, B, A, F",TRUE,2020,FALSE,TRUE,FALSE
"Motegrity","Prucalopride","PRUCALOPRIDE","CHEMBL117287","ENSG00000164270","Original","Shire/Takeda","5-HT4-receptor agonist","Other indication","Chronic idiopathic constipation","constipation disorder","MONDO_0002203","Original","Not serious",2018,"S",FALSE,2018,FALSE,FALSE,FALSE
"Mounjaro","Tirzepatide","Tirzepatide","CHEMBL4297839","ENSG00000010310, ENSG00000112164","Original","Eli Lilly","GIP receptor and GLP1 receptor agonist","Other indication","Type 2 diabetes","type 2 diabetes mellitus","MONDO_0005148","Original","Not concordant",2022,"S",TRUE,2022,FALSE,FALSE,FALSE
"Movantik","Naloxegol","NALOXEGOL","CHEMBL2219418","ENSG00000112038","Original","AstraZeneca","Opioid-receptor antagonist","Other indication","Opioid-induced constipation","Constipation","HP_0002019","Original","Not serious",2014,"S",FALSE,2014,FALSE,FALSE,FALSE
"Moxidectin","Moxidectin","MOXIDECTIN","CHEMBL2104415",NA,"Original","Medicines Development for Global Health","Antihelmintic GABA receptor and glutamate channel modulator","No human target","River blindness","ocular onchocerciasis","EFO_0007398","Original","Not concordant",2018,"P, O",NA,NA,NA,NA,NA
"Mulpleta","Lusutrombopag","LUSUTROMBOPAG","CHEMBL2107831","ENSG00000117400","Original","Shionogi","Thrombopoietin receptor agonist","Other indication","Thrombocytopenia","thrombocytopenia","HP_0001873","Original","Not concordant",2018,"P, F",TRUE,2018,FALSE,FALSE,FALSE
"Myalept","Metreleptin","METRELEPTIN","CHEMBL2107857","ENSG00000116678","Original","Amylin","Leptin analogue","Other indication","Leptin deficiency in patients with congenital or acquired generalized lipodystrophy","congenital generalized lipodystrophy","EFO_1000681","Original","Serious",2014,"P, O, F",TRUE,2014,FALSE,FALSE,FALSE
"Natpara","Parathyroid hormone","PARATHYROID HORMONE","CHEMBL2108078","ENSG00000160801","Original","NPS Pharma","Hormonal injection","Other indication","Hypocalcaemia in patients with hypoparathyroidism","hypoparathyroidism; Hypocalcemia","EFO_0009451; HP_0002901","Original","Not concordant",2015,"S, O",TRUE,2015,FALSE,FALSE,FALSE
"Nerlynx","Neratinib","NERATINIB","CHEMBL180022","ENSG00000178568, ENSG00000146648, ENSG00000141736","Original","Puma Biotechnology","EGFR, HER2 and HER4 irreversible kinase inhibitor","Oncology","HER2-overexpressed breast cancer","HER2 Positive Breast Carcinoma","EFO_1000294","Original","Serious",2017,"S",TRUE,2017,FALSE,FALSE,FALSE
"Nesina","Alogliptin","ALOGLIPTIN","CHEMBL376359","ENSG00000197635","Original","Takeda","DPP4 inhibitor","Other indication","Type 2 diabetes","type 2 diabetes mellitus","MONDO_0005148","Original","Not concordant",2013,"S",TRUE,2013,FALSE,FALSE,FALSE
"Netspot","Gallium Ga-68 dotatate","GALLIUM GA-68 DOTATATE","CHEMBL4297340","ENSG00000180616","Original","Advanced Accelerator Applications","Radioactive diagnostic","Other indication","Neuroendocrine tumours","neuroendocrine neoplasm","EFO_1001901","Original","Serious",2016,"P, O",TRUE,2016,TRUE,FALSE,FALSE
"Neuraceq","Florbetaben-F18","FLORBETABEN-F18","CHEMBL566752","ENSG00000142192","Original","Piramal Imaging","Radioactive diagnostic agent","Other indication","Imaging of the brain to estimate density of neuritic amyloid-beta plaques","neuritic plaque measurement; Alzheimer disease","EFO_0006798; MONDO_0004975","Original","Serious",2014,"S",TRUE,2014,FALSE,FALSE,FALSE
"Nexletol","Bempedoic acid","BEMPEDOIC ACID","CHEMBL3545313","ENSG00000131473","Original","Esperion Therapeutics","ACL inhibitor","Other indication","HeFH or atherosclerotic cardiovascular disease","atherosclerosis; familial hypercholesterolemia","EFO_0003914; EFO_0004911","Original","Serious",2020,"S",FALSE,2020,FALSE,FALSE,FALSE
"NexoBrid","Anacaulase","Anacaulase",NA,NA,"Original","Mediwound","Proteolytic enzymes from pineapple plants","No human target","Eschar removal after thermal burns",NA,NA,"Original",NA,2022,"S, O",NA,NA,NA,NA,NA
"Nextstellis","Drospirenone; estetrol","Drospirenone; estetrol","CHEMBL1509; CHEMBL1230314","ENSG00000151623, ENSG00000082175; ENSG00000091831, ENSG00000140009","Original","Mayne Pharma","Spironolactone and oestrogen analogues","Other indication","To prevent pregnancy","reproductive behaviour measurement","EFO_0007862","Original","Not serious",2021,"S",TRUE,2021,FALSE,FALSE,FALSE
"Nexviazyme","Avalglucosidase alfa","Avalglucosidase alfa","CHEMBL4594320","ENSG00000171298","Original","Sanofi","Recombinant alpha-glucosidase","Other indication","Pompe disease","glycogen storage disease II","MONDO_0009290","Original","Serious",2021,"P, O, B, F",TRUE,2021,FALSE,FALSE,FALSE
"Ninlaro","Ixazomib","IXAZOMIB","CHEMBL2141296","ENSG00000165916, ENSG00000240065, ENSG00000159377, ENSG00000108671, ENSG00000100804, ENSG00000161057, ENSG00000154611, ENSG00000159352, ENSG00000100902, ENSG00000013275, ENSG00000173692, ENSG00000101182, ENSG00000103035, ENSG00000129084, ENSG00000142507, ENSG00000222028, ENSG00000197170, ENSG00000175166, ENSG00000205220, ENSG00000100764, ENSG00000277791, ENSG00000136930, ENSG00000099341, ENSG00000163636, ENSG00000185627, ENSG00000127922, ENSG00000115233, ENSG00000087191, ENSG00000108344, ENSG00000204264, ENSG00000100519, ENSG00000100567, ENSG00000143106, ENSG00000126067, ENSG00000130706, ENSG00000106588, ENSG00000008018, ENSG00000041357","Original","Takeda","Oral proteasome inhibitor","Oncology","Multiple myeloma","multiple myeloma","EFO_0001378","Original","Serious",2015,"P, O",TRUE,2015,FALSE,FALSE,FALSE
"Northera","Droxidopa","DROXIDOPA","CHEMBL2103827","ENSG00000169252, ENSG00000170214, ENSG00000043591, ENSG00000120907, ENSG00000274286, ENSG00000184160, ENSG00000188778, ENSG00000150594, ENSG00000171873","Original","Lundbeck","Synthetic amino-acid precursor of noradrenaline; MOA unknown","Other indication","Light-headedness in patients with neurogenic orthostatic hypotension","primary orthostatic hypotension","MONDO_0015914","Original","Not serious",2014,"P, O, A, F",TRUE,2014,TRUE,FALSE,FALSE
"Nourianz","Istradefylline","ISTRADEFYLLINE","CHEMBL431770","ENSG00000128271","Original","Kyowa Kirin","Adenosine receptor antagonist","Other indication","Parkinson disease episodes","Parkinson disease","MONDO_0005180","Original","Serious",2019,"S",TRUE,2019,TRUE,FALSE,FALSE
"Nubeqa","Darolutamide","DAROLUTAMIDE","CHEMBL4297185","ENSG00000169083","Original","Bayer","Androgen receptor inhibitor","Oncology","Prostate cancer","prostate cancer","MONDO_0008315","Original","Serious",2019,"P, F",TRUE,2019,FALSE,FALSE,FALSE
"Nucala","Mepolizumab","MEPOLIZUMAB","CHEMBL2108429","ENSG00000113525","Original","GlaxoSmithKline","IL-5 antagonist","Other indication","Serious asthma","Status Asthmaticus","EFO_0008590","Original","Serious",2015,"S, F",TRUE,2015,FALSE,TRUE,FALSE
"Nulibry","Fosdenopterin","Fosdenopterin","CHEMBL2338675","ENSG00000164172","Original","BridgeBio","cPMP","Other indication","MoCD type A","sulfite oxidase deficiency due to molybdenum cofactor deficiency","MONDO_0020480","Original","Serious",2021,"P, O, B",TRUE,2021,FALSE,FALSE,FALSE
"Nuplazid","Pimavanserin","PIMAVANSERIN","CHEMBL2111101","ENSG00000102468","Original","Acadia Pharmaceuticals","Atypical antipsychotic","Other indication","Hallucinations and delusions associated with Parkinson disease psychosis","Parkinson disease; psychosis","MONDO_0005180; EFO_0005407","Original","Serious",2016,"P, B",TRUE,2016,FALSE,FALSE,FALSE
"Nurtec ODT","Rimegepant","RIMEGEPANT","CHEMBL2178422","ENSG00000064989","Original","Biohaven","CGRP receptor antagonist","Other indication","Migraine","migraine disorder","MONDO_0005277","Original","Not serious",2020,"S",TRUE,2020,TRUE,FALSE,FALSE
"Nuzyra","Omadacycline","OMADACYCLINE","CHEMBL1689772",NA,"Original","Paratek Pharmaceuticals","Tetracycline antibiotic","No human target","CABP and ABSSSI","bacterial pneumonia; skin disease caused by bacterial infection","EFO_1001272; MONDO_0024295","Original","Serious",2018,"P, F",NA,NA,NA,NA,NA
"Ocaliva","Obeticholic acid","OBETICHOLIC ACID","CHEMBL566315","ENSG00000012504","Original","Intercept","FXR agonist","Other indication","Primary biliary cholangitis","primary biliary cirrhosis","EFO_1001486","Original","Serious",2016,"P, O, A, F",TRUE,2016,FALSE,TRUE,FALSE
"Ocrevus","Ocrelizumab","OCRELIZUMAB","CHEMBL2108041","ENSG00000156738","Original","Roche/Genentech","CD20-directed cytolytic antibody","Other indication","Relapsing or primary progressive forms of multiple sclerosis","chronic progressive multiple sclerosis","EFO_0003840","Original","Serious",2017,"P, B, F",FALSE,2017,FALSE,FALSE,FALSE
"Odomzo","Sonidegib","SONIDEGIB","CHEMBL2105737","ENSG00000128602","Original","Novartis","Smoothened inhibitor","Oncology","Basal cell carcinoma","basal cell carcinoma","EFO_0004193","Original","Not serious",2015,"S",TRUE,2015,FALSE,FALSE,FALSE
"Ofev","Nintedanib","NINTEDANIB","CHEMBL502835","ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000066468, ENSG00000077782, ENSG00000160867, ENSG00000134853, ENSG00000113721, ENSG00000068078","Original","Boehringer Ingelheim","Kinase inhibitor against PDGFRs, FGFRs, VEGFRs and FLT3","Other indication","IPF (idiopathic pulmonary fibrosis)","idiopathic pulmonary fibrosis","EFO_0000768","Original","Serious",2014,"P, O, B, F",TRUE,2014,TRUE,FALSE,FALSE
"Olinvyk","Oliceridine","OLICERIDINE","CHEMBL2443262","ENSG00000112038","Original","Trevena","Opioid receptor agonist","Other indication","Acute pain","pain","EFO_0003843","Original","Not serious",2020,"S, F",FALSE,2020,FALSE,FALSE,FALSE
"Olumiant","Baricitinib","BARICITINIB","CHEMBL2105759","ENSG00000096968, ENSG00000162434","Original","Incyte/Eli Lilly","JAK inhibitor","Other indication","Rheumatoid arthritis","rheumatoid arthritis","EFO_0000685","Original","Serious",2018,"S",TRUE,2018,FALSE,FALSE,FALSE
"Olysio","Simeprevir","SIMEPREVIR","CHEMBL501849",NA,"Original","Janssen","HCV NS3/4A protease inhibitor","No human target","Chronic HCV infection, as a component of a combination antiviral treatment regimen","hepatitis C virus infection","EFO_0003047","Original","Serious",2013,"P, F",NA,NA,NA,NA,NA
"Omegaven","Fish oil triglycerides","FISH OIL TRIGLYCERIDES","CHEMBL4297535",NA,"Original","Fresenius","Mixture of fatty acids","No human target","Parenteral nutrition-associated cholestasis","cholestasis","MONDO_0001751","Original","Serious",2018,"P, O, F",NA,NA,NA,NA,NA
"Omlonti","Omidenepag isopropyl","Omidenepag isopropyl","CHEMBL4297666","ENSG00000125384","Original","Santen","Prostaglandin E2 receptor agonist","Other indication","Intraocular pressure in open-angle glaucoma or ocular hypertension","ocular hypertension, open-angle glaucoma","EFO_1001069; EFO_0004190","Original","Serious",2022,"S",FALSE,2022,FALSE,FALSE,FALSE
"Ongentys","Opicapone","OPICAPONE","CHEMBL1089318","ENSG00000093010","Original","Neurocrine","COMT inhibitor","Other indication","Parkinson disease","parkinson disease","MONDO_0005180","Original","Serious",2020,"S",TRUE,2020,FALSE,FALSE,FALSE
"Onpattro","Patisiran","PATISIRAN","CHEMBL3989987","ENSG00000118271","Original","Alnylam Pharmaceuticals","TTR-directed small interfering RNA","Other indication","Hereditary TTR-mediated amyloidosis","hereditary ATTR amyloidosis","MONDO_0017132","Original","Serious",2018,"P, O, B, F",TRUE,2018,FALSE,FALSE,FALSE
"Opdivo","Nivolumab","NIVOLUMAB","CHEMBL2108738","ENSG00000188389","Original","Bristol-Myers Squibb","PD1 inhibitor","Oncology","Unresectable or metastatic melanoma","metastatic melanoma","EFO_0002617","Original","Serious",2014,"P, O, B, A, F",FALSE,2014,FALSE,FALSE,FALSE
"Opdualag","Relatlimab; nivolumab","Relatlimab; nivolumab","CHEMBL3990044; CHEMBL2108738","ENSG00000089692; ENSG00000188389","Original","Bristol Myers Squibb","LAG3-targeted mAb plus PD1-targeted mAb","Oncology","Melanoma","melanoma","EFO_0000756","Original","Serious",2022,"P, O, F",TRUE,2022,TRUE,TRUE,FALSE
"Opsumit","Macitentan","MACITENTAN","CHEMBL2103873","ENSG00000136160, ENSG00000151617","Original","Actelion","Endothelin receptor antagonist","Other indication","Pulmonary arterial hypertension","pulmonary arterial hypertension","EFO_0001361","Original","Serious",2013,"S, O",TRUE,2013,FALSE,TRUE,FALSE
"Orbactiv","Oritavancin","ORITAVANCIN","CHEMBL1688530",NA,"Original","The Medicines Company","Semi-synthetic lipoglycopeptide","No human target","ABSSSI (Acute Bacterial Skin and Skin Structure Infections)","staphylococcal skin infections","EFO_1001849","Original","Not serious",2014,"P",NA,NA,NA,NA,NA
"Orgovyx","Relugolix","RELUGOLIX","CHEMBL1800159","ENSG00000109163","Original","Myovant Sciences","GnRH receptor antagonist","Oncology","Prostate cancer","prostate cancer","MONDO_0008315","Original","Serious",2020,"P",TRUE,2020,FALSE,FALSE,FALSE
"Orilissa","Elagolix sodium","ELAGOLIX SODIUM","CHEMBL502182","ENSG00000109163","Original","AbbVie","GnRH receptor antagonist","Other indication","Pain associated with endometriosis","adenomyosis; pain","MONDO_0010888; EFO_0003843","Original","Not serious",2018,"P",TRUE,2018,FALSE,FALSE,FALSE
"Orkambi","Ivacaftor; lumacaftor","IVACAFTOR; LUMACAFTOR","CHEMBL2010601; CHEMBL2103870","ENSG00000001626; ENSG00000001626","Original","Vertex","CFTR potentiator plus CFTR corrector","Other indication","Cystic fibrosis in patients with homozygous DF508 CFTR mutation","cystic fibrosis","MONDO_0009061","Original","Serious",2015,"P, O, B, F",TRUE,2015,FALSE,FALSE,FALSE
"Orladeyo","Berotralstatc","BEROTRALSTAT","CHEMBL4594271","ENSG00000164344","Original","BioCryst","Plasma kallikrein inhibitor","#N/A","Hereditary angioedema","hereditary angioedema","MONDO_0019623","Original","Serious",2020,"S, O, F",FALSE,NA,NA,NA,NA
"Osphena","Ospemifene","OSPEMIFENE","CHEMBL2105395","ENSG00000140009, ENSG00000091831","Original","Shionogi","Oestrogen receptor modulator","Other indication","Moderate to Serious dyspareunia due to menopause","Dyspareunia; menopause","HP_0030016; EFO_0003922","Original","Not serious",2013,"S",TRUE,2013,TRUE,FALSE,FALSE
"Otezla","Apremilast","APREMILAST","CHEMBL514800","ENSG00000184588, ENSG00000065989, ENSG00000105650, ENSG00000113448","Original","Celgene","Phosphodiesterase 4 inhibitor","Other indication","Psoriatic arthritis and plaque psoriasis","psoriatic arthritis; psoriasis vulgaris","EFO_0003778; EFO_1001494","Original","Serious",2014,"S",TRUE,2014,FALSE,TRUE,FALSE
"Oxbryta","Voxelotor","VOXELOTOR","CHEMBL4101807","ENSG00000206172, ENSG00000244734, ENSG00000188536","Original","Global Blood Therapeutics","Haemoglobin S polymerization inhibitor","Other indication","SCD (sickle cell disease)","sickle cell anemia","MONDO_0011382","Original","Serious",2019,"P, O, B, A, F",TRUE,2019,FALSE,FALSE,FALSE
"Oxervate","Cenegermin","CENEGERMIN","CHEMBL4297852","ENSG00000140538, ENSG00000148053, ENSG00000198400","Original","Domp‚Äö√†√∂¬¨¬©","Recombinant NGF","Other indication","Neurotrophic keratitis","keratitis","EFO_0009449","Original","Not serious",2018,"P, O, B, F",TRUE,2018,TRUE,FALSE,FALSE
"Oxlumo","Lumasiran","LUMASIRAN","CHEMBL4297779","ENSG00000101323","Original","Alnylam","HAO1-directed siRNA","Other indication","Hyperoxaluria type 1","primary hyperoxaluria type 1","MONDO_0009823","Original","Serious",2020,"P, O, B",FALSE,2020,FALSE,FALSE,FALSE
"Ozempic","Semaglutide","SEMAGLUTIDE","CHEMBL2108724","ENSG00000112164","Original","Novo Nordisk","GLP1 receptor agonist","Other indication","Type 2 diabetes mellitus","type 2 diabetes mellitus","MONDO_0005148","Original","Not concordant",2017,"S",TRUE,2017,FALSE,FALSE,FALSE
"PSMA-11 Ga-68","PSMA-11 Ga-68","PSMA-11 GA-68","CHEMBL4297335","ENSG00000142515","Original","UCLA","Radioactive diagnostic","Other indication","Imaging, prostate cancer","prostate carcinoma","EFO_0001663","Original","Serious",2020,"S",TRUE,2020,FALSE,FALSE,FALSE
"Padcev","Enfortumab vedotin","ENFORTUMAB VEDOTIN","CHEMBL3301589","ENSG00000143217, ENSG00000101162, ENSG00000167552, ENSG00000261456, ENSG00000127824, ENSG00000123416, ENSG00000258947, ENSG00000198033, ENSG00000188229, ENSG00000152086, ENSG00000137267, ENSG00000104833, ENSG00000167553, ENSG00000137285, ENSG00000196230, ENSG00000176014","Original","Astellas","Nectin-4-directed ADC","Oncology","Urothelial cancers","urothelial neoplasm","MONDO_0024337","Original","Serious",2019,"P, B, A",TRUE,2019,TRUE,FALSE,FALSE
"Palynziq","Pegvaliase","PEGVALIASE","CHEMBL4297802",NA,"Original","BioMarin Pharmaceutical","PAL replacement therapy","No human target","Phenylketonuria","phenylketonuria","MONDO_0009861","Original","Serious",2018,"P, O, F",NA,NA,NA,NA,NA
"Parsabiv","Etelcalcetide","VELCALCETIDE","CHEMBL3545184","ENSG00000036828","Original","Amgen/Kai Pharmaceuticals","Calcium-sensing receptor agonist","Other indication","Secondary hyperparathyroidism in patients with chronic kidney disease on haemodialysis","hyperparathyroidism","EFO_0008506","Original","Not serious",2017,"S",TRUE,2017,FALSE,FALSE,FALSE
