"Brand_name","Drug_name_original","Sponsor","Properties","TA","Indication","Indication_EFO","DiseaseId","Year","has_GE","has_GE_ds","Drug_name","DrugId","targetIds"
"Nesina","Alogliptin","Takeda","DPP4 inhibitor","Other","Type 2 diabetes","type 2 diabetes mellitus","MONDO_0005148",2013,TRUE,TRUE,"ALOGLIPTIN","CHEMBL376359","ENSG00000197635"
"Netspot","Gallium Ga-68 dotatate","Advanced Accelerator Applications","Radioactive diagnostic","Other","Neuroendocrine tumours","neuroendocrine neoplasm","EFO_1001901",2016,TRUE,FALSE,"GALLIUM GA-68 DOTATATE","CHEMBL4297340","ENSG00000180616"
"Neuraceq","Florbetaben-F18","Piramal Imaging","Radioactive diagnostic agent","Other","Imaging of the brain to estimate density of neuritic amyloid-beta plaques","neuritic plaque measurement; Alzheimer disease","EFO_0006798; MONDO_0004975",2014,TRUE,TRUE,"FLORBETABEN-F18","CHEMBL566752","ENSG00000142192"
"Nexletol","Bempedoic acid","Esperion Therapeutics","ACL inhibitor","Other","HeFH or atherosclerotic cardiovascular disease","atherosclerosis; familial hypercholesterolemia","EFO_0003914; EFO_0004911",2020,FALSE,FALSE,"BEMPEDOIC ACID","CHEMBL3545313","ENSG00000131473"
"NexoBrid","Anacaulase","Mediwound","Proteolytic enzymes from pineapple plants","Other","Eschar removal after thermal burns",NA,NA,2022,NA,NA,"Anacaulase","NA","NA"
"Nextstellis","Drospirenone; estetrol","Mayne Pharma","Spironolactone and oestrogen analogues","Other","To prevent pregnancy","reproductive behaviour measurement","EFO_0007862",2021,TRUE,TRUE,"Drospirenone; estetrol","CHEMBL1509; CHEMBL1230314","ENSG00000151623, ENSG00000082175; ENSG00000091831, ENSG00000140009"
"Nexviazyme","Avalglucosidase alfa","Sanofi","Recombinant alpha-glucosidase","Other","Pompe disease","glycogen storage disease II","MONDO_0009290",2021,TRUE,TRUE,"Avalglucosidase alfa","CHEMBL4594320","ENSG00000171298"
"Ninlaro","Ixazomib","Takeda","Oral proteasome inhibitor","Oncology","Multiple myeloma","multiple myeloma","EFO_0001378",2015,TRUE,TRUE,"IXAZOMIB","CHEMBL2141296","ENSG00000165916, ENSG00000240065, ENSG00000159377, ENSG00000108671, ENSG00000100804, ENSG00000161057, ENSG00000154611, ENSG00000159352, ENSG00000100902, ENSG00000013275, ENSG00000173692, ENSG00000101182, ENSG00000103035, ENSG00000129084, ENSG00000142507, ENSG00000222028, ENSG00000197170, ENSG00000175166, ENSG00000205220, ENSG00000100764, ENSG00000277791, ENSG00000136930, ENSG00000099341, ENSG00000163636, ENSG00000185627, ENSG00000127922, ENSG00000115233, ENSG00000087191, ENSG00000108344, ENSG00000204264, ENSG00000100519, ENSG00000100567, ENSG00000143106, ENSG00000126067, ENSG00000130706, ENSG00000106588, ENSG00000008018, ENSG00000041357"
"Northera","Droxidopa","Lundbeck","Synthetic amino-acid precursor of noradrenaline; MOA unknown","Other","Light-headedness in patients with neurogenic orthostatic hypotension","primary orthostatic hypotension","MONDO_0015914",2014,TRUE,TRUE,"DROXIDOPA","CHEMBL2103827","ENSG00000169252, ENSG00000170214, ENSG00000043591, ENSG00000120907, ENSG00000274286, ENSG00000184160, ENSG00000188778, ENSG00000150594, ENSG00000171873"
"Nourianz","Istradefylline","Kyowa Kirin","Adenosine receptor antagonist","Other","Parkinson disease episodes","Parkinson disease","MONDO_0005180",2019,TRUE,TRUE,"ISTRADEFYLLINE","CHEMBL431770","ENSG00000128271"
"Nubeqa","Darolutamide","Bayer","Androgen receptor inhibitor","Oncology","Prostate cancer","prostate cancer","MONDO_0008315",2019,TRUE,TRUE,"DAROLUTAMIDE","CHEMBL4297185","ENSG00000169083"
"Nucala","Mepolizumab","GlaxoSmithKline","IL-5 antagonist","Other","Severe asthma","Status Asthmaticus","EFO_0008590",2015,TRUE,TRUE,"MEPOLIZUMAB","CHEMBL2108429","ENSG00000113525"
"Nulibry","Fosdenopterin","BridgeBio","cPMP","Other","MoCD type A","sulfite oxidase deficiency due to molybdenum cofactor deficiency","MONDO_0020480",2021,TRUE,TRUE,"Fosdenopterin","CHEMBL2338675","ENSG00000164172"
"Nuplazid","Pimavanserin","Acadia Pharmaceuticals","Atypical antipsychotic","Other","Hallucinations and delusions associated with Parkinson disease psychosis","Parkinson disease; psychosis","MONDO_0005180; EFO_0005407",2016,TRUE,TRUE,"PIMAVANSERIN","CHEMBL2111101","ENSG00000102468"
"Nurtec ODT","Rimegepant","Biohaven","CGRP receptor antagonist","Other","Migraine","migraine disorder","MONDO_0005277",2020,TRUE,TRUE,"RIMEGEPANT","CHEMBL2178422","ENSG00000064989"
"Nuzyra","Omadacycline","Paratek Pharmaceuticals","Tetracycline antibiotic","Other","CABP and ABSSSI","bacterial pneumonia; skin disease caused by bacterial infection","EFO_1001272; MONDO_0024295",2018,NA,NA,"OMADACYCLINE","CHEMBL1689772","NA"
"Ocaliva","Obeticholic acid","Intercept","FXR agonist","Other","Primary biliary cholangitis","primary biliary cirrhosis","EFO_1001486",2016,TRUE,TRUE,"OBETICHOLIC ACID","CHEMBL566315","ENSG00000012504"
"Ocrevus","Ocrelizumab","Roche/Genentech","CD20-directed cytolytic antibody","Other","Relapsing or primary progressive forms of multiple sclerosis","chronic progressive multiple sclerosis","EFO_0003840",2017,FALSE,FALSE,"OCRELIZUMAB","CHEMBL2108041","ENSG00000156738"
"Odomzo","Sonidegib","Novartis","Smoothened inhibitor","Oncology","Basal cell carcinoma","basal cell carcinoma","EFO_0004193",2015,TRUE,TRUE,"SONIDEGIB","CHEMBL2105737","ENSG00000128602"
"Ofev","Nintedanib","Boehringer Ingelheim","Kinase inhibitor against PDGFRs, FGFRs, VEGFRs and FLT3","Other","IPF (idiopathic pulmonary fibrosis)","idiopathic pulmonary fibrosis","EFO_0000768",2014,TRUE,TRUE,"NINTEDANIB","CHEMBL502835","ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000066468, ENSG00000077782, ENSG00000160867, ENSG00000134853, ENSG00000113721, ENSG00000068078"
"Olinvyk","Oliceridine","Trevena","Opioid receptor agonist","Other","Acute pain","pain","EFO_0003843",2020,FALSE,FALSE,"OLICERIDINE","CHEMBL2443262","ENSG00000112038"
"Olumiant","Baricitinib","Incyte/Eli Lilly","JAK inhibitor","Other","Rheumatoid arthritis","rheumatoid arthritis","EFO_0000685",2018,TRUE,TRUE,"BARICITINIB","CHEMBL2105759","ENSG00000096968, ENSG00000162434"
"Olysio","Simeprevir","Janssen","HCV NS3/4A protease inhibitor","Other","Chronic HCV infection, as a component of a combination antiviral treatment regimen","hepatitis C virus infection","EFO_0003047",2013,NA,NA,"SIMEPREVIR","CHEMBL501849","NA"
"Omegaven","Fish oil triglycerides","Fresenius","Mixture of fatty acids","Other","Parenteral nutrition-associated cholestasis","cholestasis","MONDO_0001751",2018,NA,NA,"FISH OIL TRIGLYCERIDES","CHEMBL4297535","NA"
"Omlonti","Omidenepag isopropyl","Santen","Prostaglandin E2 receptor agonist","Other","Intraocular pressure in open-angle glaucoma or ocular hypertension","ocular hypertension, open-angle glaucoma","EFO_1001069; EFO_0004190",2022,FALSE,FALSE,"Omidenepag isopropyl","CHEMBL4297666","ENSG00000125384"
"Ongentys","Opicapone","Neurocrine","COMT inhibitor","Other","Parkinson disease","parkinson disease","MONDO_0005180",2020,TRUE,TRUE,"OPICAPONE","CHEMBL1089318","ENSG00000093010"
"Onpattro","Patisiran","Alnylam Pharmaceuticals","TTR-directed small interfering RNA","Other","Hereditary TTR-mediated amyloidosis","hereditary ATTR amyloidosis","MONDO_0017132",2018,TRUE,TRUE,"PATISIRAN","CHEMBL3989987","ENSG00000118271"
"Opdivo","Nivolumab","Bristol-Myers Squibb","PD1 inhibitor","Oncology","Unresectable or metastatic melanoma","metastatic melanoma","EFO_0002617",2014,FALSE,FALSE,"NIVOLUMAB","CHEMBL2108738","ENSG00000188389"
"Opdualag","Relatlimab; nivolumab","Bristol Myers Squibb","LAG3-targeted mAb plus PD1-targeted mAb","Oncology","Melanoma","melanoma","EFO_0000756",2022,TRUE,TRUE,"Relatlimab; nivolumab","CHEMBL3990044; CHEMBL2108738","ENSG00000089692; ENSG00000188389"
"Opsumit","Macitentan","Actelion","Endothelin receptor antagonist","Other","Pulmonary arterial hypertension","pulmonary arterial hypertension","EFO_0001361",2013,TRUE,TRUE,"MACITENTAN","CHEMBL2103873","ENSG00000136160, ENSG00000151617"
"Orbactiv","Oritavancin","The Medicines Company","Semi-synthetic lipoglycopeptide","Other","ABSSSI (Acute Bacterial Skin and Skin Structure Infections)","staphylococcal skin infections","EFO_1001849",2014,NA,NA,"ORITAVANCIN","CHEMBL1688530","NA"
"Orgovyx","Relugolix","Myovant Sciences","GnRH receptor antagonist","Oncology","Prostate cancer","prostate cancer","MONDO_0008315",2020,TRUE,TRUE,"RELUGOLIX","CHEMBL1800159","ENSG00000109163"
"Orilissa","Elagolix sodium","AbbVie","GnRH receptor antagonist","Other","Pain associated with endometriosis","adenomyosis; pain","MONDO_0010888; EFO_0003843",2018,TRUE,TRUE,"ELAGOLIX SODIUM","CHEMBL502182","ENSG00000109163"
"Orkambi","Ivacaftor; lumacaftor","Vertex","CFTR potentiator plus CFTR corrector","Other","Cystic fibrosis in patients with homozygous DF508 CFTR mutation","cystic fibrosis","MONDO_0009061",2015,TRUE,TRUE,"IVACAFTOR; LUMACAFTOR","CHEMBL2010601; CHEMBL2103870","ENSG00000001626; ENSG00000001626"
"Orladeyo","Berotralstat","BioCryst","Plasma kallikrein inhibitor","Other","Hereditary angioedema",NA,"MONDO_0019623",2020,FALSE,FALSE,"BEROTRALSTAT","CHEMBL4594271","ENSG00000164344"
"Osphena","Ospemifene","Shionogi","Oestrogen receptor modulator","Other","Moderate to severe dyspareunia due to menopause","Dyspareunia; menopause","HP_0030016; EFO_0003922",2013,TRUE,TRUE,"OSPEMIFENE","CHEMBL2105395","ENSG00000140009, ENSG00000091831"
"Otezla","Apremilast","Celgene","Phosphodiesterase 4 inhibitor","Other","Psoriatic arthritis and plaque psoriasis","psoriatic arthritis; psoriasis vulgaris","EFO_0003778; EFO_1001494",2014,TRUE,TRUE,"APREMILAST","CHEMBL514800","ENSG00000184588, ENSG00000065989, ENSG00000105650, ENSG00000113448"
"Oxbryta","Voxelotor","Global Blood Therapeutics","Haemoglobin S polymerization inhibitor","Other","SCD (sickle cell disease)","sickle cell anemia","MONDO_0011382",2019,TRUE,TRUE,"VOXELOTOR","CHEMBL4101807","ENSG00000206172, ENSG00000244734, ENSG00000188536"
"Oxervate","Cenegermin","Domp‚àö¬©","Recombinant NGF","Other","Neurotrophic keratitis","keratitis","EFO_0009449",2018,TRUE,TRUE,"CENEGERMIN","CHEMBL4297852","ENSG00000140538, ENSG00000148053, ENSG00000198400"
"Oxlumo","Lumasiran","Alnylam","HAO1-directed siRNA","Other","Hyperoxaluria type 1","primary hyperoxaluria type 1","MONDO_0009823",2020,FALSE,FALSE,"LUMASIRAN","CHEMBL4297779","ENSG00000101323"
"Ozempic","Semaglutide","Novo Nordisk","GLP1 receptor agonist","Other","Type 2 diabetes mellitus","type 2 diabetes mellitus","MONDO_0005148",2017,TRUE,TRUE,"SEMAGLUTIDE","CHEMBL2108724","ENSG00000112164"
"PSMA-11 Ga-68","PSMA-11 Ga-68","UCLA","Radioactive diagnostic","Other","Imaging, prostate cancer","prostate carcinoma","EFO_0001663",2020,TRUE,TRUE,"PSMA-11 GA-68","CHEMBL4297335","ENSG00000142515"
"Padcev","Enfortumab vedotin","Astellas","Nectin-4-directed ADC","Oncology","Urothelial cancers","urothelial neoplasm","MONDO_0024337",2019,TRUE,TRUE,"ENFORTUMAB VEDOTIN","CHEMBL3301589","ENSG00000143217, ENSG00000101162, ENSG00000167552, ENSG00000261456, ENSG00000127824, ENSG00000123416, ENSG00000258947, ENSG00000198033, ENSG00000188229, ENSG00000152086, ENSG00000137267, ENSG00000104833, ENSG00000167553, ENSG00000137285, ENSG00000196230, ENSG00000176014"
"Palynziq","Pegvaliase","BioMarin Pharmaceutical","PAL replacement therapy","Other","Phenylketonuria","phenylketonuria","MONDO_0009861",2018,NA,NA,"PEGVALIASE","CHEMBL4297802","NA"
"Parsabiv","Etelcalcetide","Amgen/Kai Pharmaceuticals","Calcium-sensing receptor agonist","Other","Secondary hyperparathyroidism in patients with chronic kidney disease on haemodialysis","hyperparathyroidism","EFO_0008506",2017,TRUE,TRUE,"VELCALCETIDE","CHEMBL3545184","ENSG00000036828"
"Pemazyre","Pemigatinib","Incyte","FGFR1-3 kinase inhibitor","Oncology","Cholangiocarcinoma","cholangiocarcinoma","EFO_0005221",2020,TRUE,TRUE,"PEMIGATINIB","CHEMBL4297522","ENSG00000066468, ENSG00000068078, ENSG00000077782"
"Pepaxto","Melphalan flufenamide","Oncopeptides","Peptide-conjugated alkylating drug","Oncology","Multiple myeloma","multiple myeloma","EFO_0001378",2021,NA,NA,"Melphalan flufenamide","CHEMBL4303060","NA"
"Pifeltro","Doravirine","Merck & Co.","NNRTI","Other","HIV","hiv infection","EFO_0000764",2018,NA,NA,"DORAVIRINE","CHEMBL2364608","NA"
"Piqray","Alpelisib","Novartis","PI3K inhibitor","Oncology","Breast cancer","breast cancer","MONDO_0007254",2019,TRUE,TRUE,"ALPELISIB","CHEMBL2396661","ENSG00000121879"
"Pizensy","Lactitol","Braintree Labs","Osmotic laxative","Other","Chronic idiopathic constipation","Chronic constipation","HP_0012450",2020,NA,NA,"LACTITOL","CHEMBL1661","NA"
"Plegridy","Peginterferon beta-1A","Biogen Idec","Long-acting interferon-beta1A","Other","Relapsing multiple sclerosis","relapsing-remitting multiple sclerosis","EFO_0003929",2014,FALSE,FALSE,"PEGINTERFERON BETA-1A","CHEMBL2108677","ENSG00000159110, ENSG00000142166"
"Pluvicto","Lutetium Lu-177 vipivotide tetraxetan","Novartis","PSMA-binding radioligand therapeutic agent","Oncology","PSMA-positive prostate cancer","prostate carcinoma","EFO_0001663",2022,TRUE,TRUE,"Lutetium Lu-177 vipivotide tetraxetan","CHEMBL4594406","ENSG00000142515"
"Polivy","Polatuzumab vedotin","Roche","CD79b-directed ADC","Oncology","Diffuse large B-cell lymphoma","diffuse large b-cell lymphoma","EFO_0000403",2019,TRUE,TRUE,"POLATUZUMAB VEDOTIN","CHEMBL3301582","ENSG00000198033, ENSG00000167552, ENSG00000261456, ENSG00000176014, ENSG00000258947, ENSG00000123416, ENSG00000101162, ENSG00000188229, ENSG00000152086, ENSG00000007312, ENSG00000137285, ENSG00000167553, ENSG00000196230, ENSG00000137267, ENSG00000127824, ENSG00000104833"
"Pomalyst","Pomalidomide","Celgene","Immunomodulatory antineoplastic agent","Oncology","Multiple myeloma","multiple myeloma","EFO_0001378",2013,TRUE,TRUE,"POMALIDOMIDE","CHEMBL43452","ENSG00000167986, ENSG00000139842, ENSG00000113851, ENSG00000100387"
"Ponvory","Ponesimod","J&J","S1P receptor modulator","Other","Relapsing multiple sclerosis","multiple sclerosis","MONDO_0005301",2021,TRUE,TRUE,"Ponesimod","CHEMBL1096146","ENSG00000170989"
"Portrazza","Necitumumab","Eli Lilly","EGFR antagonist","Oncology","NSCLC","non-small cell lung carcinoma","EFO_0003060",2015,TRUE,TRUE,"NECITUMUMAB","CHEMBL1743047","ENSG00000146648"
"Poteligeo","Mogamulizumab","Kyowa Hakko Kirin","CCR4 antibody","Oncology","mycosis fungoides or Sezary syndrome","mycosis fungoides","EFO_1001051",2018,TRUE,TRUE,"MOGAMULIZUMAB","CHEMBL1743041","ENSG00000183813"
"Praluent","Alirocumab","Sanofi","PCSK9 inhibitor","Other","LDL lowering","LDL cholesterol change measurement","EFO_0007804",2015,TRUE,TRUE,"ALIROCUMAB","CHEMBL2109540","ENSG00000169174"
"Praxbind","Idarucizumab","Boehringer Ingelheim","Dabigatran-binding mAb fragment","Other","Reversal of anticoagulant effects of dabigatran","response to anticoagulant","GO_0061476",2015,NA,NA,"IDARUCIZUMAB","CHEMBL3544996","NA"
"Pretomanid","Pretomanid","Pfizer/Mylan","Antimycobacterial","Other","Tuberculosis","tuberculosis","MONDO_0018076",2019,NA,NA,"PRETOMANID","CHEMBL227875","NA"
"Prevymis","Letermovir","Merck & Co.","CMV DNA terminase complex inhibitor","Other","Prophylaxis of CMV (cytomegalovirus)","cytomegalovirus infection","EFO_0001062",2017,NA,NA,"LETERMOVIR","CHEMBL1241951","NA"
"Pylarify","Piflufolastat F-18","Progenics","Radiolabelled PSMA imaging agent","Other","Prostate cancer imaging","prostate carcinoma","EFO_0001663",2021,FALSE,FALSE,"Piflufolastat F-18","CHEMBL4297334","ENSG00000086205"
"Pyrukynd","Mitapivat","Agios","Pyruvate kinase activator","Other","Haemolytic anaemia due to PK deficiency","hemolytic anemia","EFO_0005558",2022,TRUE,TRUE,"Mitapivat","CHEMBL4299940","ENSG00000143627"
"Qelbree","Viloxazine","Supernus","SNRI","Other","ADHD","attention deficit hyperactivity disorder","EFO_0003888",2021,FALSE,FALSE,"Viloxazine","CHEMBL306700","ENSG00000103546"
"Qinlock","Ripretinib","Deciphera","KIT and PDGFRA kinase inhibitor","Oncology","GIST","gastrointestinal stromal tumor","MONDO_0011719",2020,TRUE,TRUE,"RIPRETINIB","CHEMBL4216467","ENSG00000157404, ENSG00000134853"
"Qulipta","Atogepant","AbbVie","CGRP receptor antagonist","Other","Episodic migraine","migraine disorder","MONDO_0005277",2021,TRUE,TRUE,"Atogepant","CHEMBL3991065","ENSG00000064989"
"Quviviq","Daridorexant","Idorsia","Orexin receptor antagonist","Other","Insomnia","insomnia","EFO_0004698",2022,TRUE,TRUE,"Daridorexant","CHEMBL4297590","ENSG00000137252, ENSG00000121764"
"Radicava","Edaravone","Mitsubishi Tanabe","Unknown (radical scavenger)","Other","ALS (amyotrophic lateral sclerosis)","amyotrophic lateral sclerosis","MONDO_0004976",2017,NA,NA,"EDARAVONE","CHEMBL290916","NA"
"Rapivab","Peramivir","BioCryst","Neuraminidase inhibitor","Other","Influenza infection","influenza","EFO_0007328",2014,NA,NA,"PERAMIVIR; PERAMIVIR","CHEMBL3989402; CHEMBL139367","NA; NA"
"Reblozyl","Luspatercept","Celgene/BMS","Erythroid maturation agent","Other","Anaemia in beta-thalassaemia","beta thalassemia; anemia","MONDO_0019402; MONDO_0002280",2019,TRUE,TRUE,"LUSPATERCEPT","CHEMBL3039545","ENSG00000105329, ENSG00000092969, ENSG00000119699"
"Recarbrio","Cilastatin; imipenem; relebactam","Merck & Co.","A renal dehydropeptidase inhibitor, a penem antibacterial and a beta-lactamase inhibitor","Other","Complicated urinary tract and complicated intra-abdominal infections","urinary tract infection","EFO_0003103",2019,NA,FALSE,"CILASTATIN; IMIPENEM; RELEBACTAM","CHEMBL766; CHEMBL148; CHEMBL3301605","ENSG00000015413; NA; NA"
"Relyvrio","Sodium phenylbutyrate; taurursodiol","Amylyx","Mechanism unknown","Other","Amyotrophic lateral sclerosis","amyotrophic lateral sclerosis","MONDO_0004976",2022,NA,NA,"Sodium phenylbutyrate; taurursodiol","CHEMBL1746; CHEMBL272427","NA; NA"
"Repatha","Evolocumab","Amgen","PCSK9 inhibitor","Other","LDL lowering","LDL cholesterol change measurement","EFO_0007804",2015,TRUE,TRUE,"EVOLOCUMAB","CHEMBL2364655","ENSG00000169174"
"Retevmo","Selpercatinib","Eli Lilly/Loxo Oncology","RET kinase inhibitor","Oncology","RET fusion-positive NSCLC and thyroid cancer","non-small cell lung carcinoma; thyroid cancer","EFO_0003060; MONDO_0002108",2020,TRUE,TRUE,"SELPERCATINIB","CHEMBL4559134","ENSG00000108091, ENSG00000165731, ENSG00000170759"
"Revcovi","Elapegademase","Leadiant Biosciences","Recombinant adenosine deaminase","Other","ADA-SCID","severe combined immunodeficiency, autosomal recessive, t cell-negative, b cell-negative, nk cell-negative, due to adenosine deaminase deficiency","MONDO_0007064",2018,TRUE,TRUE,"ELAPEGADEMASE","CHEMBL3990026","ENSG00000196839"
"Rexulti","Brexpiprazole","Otsuka","Atypical antipsychotic","Other","MDD and schizophrenia","major depressive disorder; schizophrenia","MONDO_0002009; MONDO_0005090",2015,TRUE,TRUE,"BREXPIPRAZOLE","CHEMBL2105760","ENSG00000149295, ENSG00000178394, ENSG00000102468"
"Reyvow","Lasmiditan","Eli Lilly","Serotonin (5-HT) 1F receptor agonist","Other","Migraine with or without aura","migraine disorder","MONDO_0005277",2019,FALSE,FALSE,"LASMIDITAN","CHEMBL3039520","ENSG00000179097"
"Rezlidhia","Olutasidenib","Rigel/Forma","IDH1 inhibitor","Oncology","IDH1-mutated AML","acute myeloid leukemia","EFO_0000222",2022,TRUE,TRUE,"Olutasidenib","CHEMBL4297610","ENSG00000138413"
"Rezurock","Belumosudil","Kadmon","ROCK2 kinase inhibitor","Other","Chronic GVHD","graft versus host disease","MONDO_0013730",2021,FALSE,FALSE,"Belumosudil","CHEMBL2005186","ENSG00000134318, ENSG00000067900"
"Rhopressa","Netarsudil","Aerie Pharmaceuticals","RHO kinase inhibitor","Other","Open-angle glaucoma or ocular hypertension","open-angle glaucoma; ocular hypertension","EFO_0004190; EFO_1001069",2017,FALSE,FALSE,"NETARSUDIL","CHEMBL4594250","ENSG00000134318, ENSG00000067900"
"Rinvoq","Upadacitinib","AbbVie","JAK inhibitor","Other","Rheumatoid arthritis","rheumatoid arthritis","EFO_0000685",2019,TRUE,TRUE,"UPADACITINIB","CHEMBL3622821","ENSG00000162434, ENSG00000096968, ENSG00000105397, ENSG00000105639"
"Rolvedon","Eflapegrastim","Spectrum","Leukocyte growth factor","Other","Incidence of infection in non-myeloid malignancies, with myelosuppressive drugs","infection","EFO_0000544",2022,TRUE,TRUE,"Eflapegrastim","CHEMBL3833384","ENSG00000119535"
"Rozlytrek","Entrectinib","Roche","TRKA, TRKB, TRKC, ROS1 and ALK inhibitor","Oncology","NTRK fusion-positive solid tumours and ROS1-positive NSCLC","non-small cell lung carcinoma","EFO_0003060",2019,TRUE,TRUE,"ENTRECTINIB","CHEMBL1983268","ENSG00000148053, ENSG00000198400, ENSG00000140538, ENSG00000047936, ENSG00000171094"
"Rubraca","Rucaparib","Clovis Oncology","PARP inhibitor","Oncology","BRCA-positive ovarian cancer","ovarian cancer","MONDO_0008170",2016,TRUE,TRUE,"RUCAPARIB","CHEMBL1173055","ENSG00000041880, ENSG00000129484, ENSG00000143799"
"Rukobia","Fostemsavir","ViiV Healthcare","Attachment inhibitor","Other","HIV","hiv infection","EFO_0000764",2020,NA,NA,"FOSTEMSAVIR","CHEMBL3301594","NA"
"Rybrevant","Amivantamab","J&J","EGFRxMETR bispecific antibody","Oncology","EGFR exon 20-mutated NSCLC","non-small cell lung carcinoma","EFO_0003060",2021,TRUE,TRUE,"Amivantamab","CHEMBL4297774","ENSG00000105976, ENSG00000146648"
"Rydapt","Midostaurin","Novartis","FLT3 inhibitor","Oncology","FLT3-positive AML","acute myeloid leukemia, FLT3 internal tandem duplication","MONDO_0100415",2017,TRUE,TRUE,"MIDOSTAURIN","CHEMBL608533","ENSG00000163932, ENSG00000115825, ENSG00000166501, ENSG00000171132, ENSG00000163558, ENSG00000184304, ENSG00000065675, ENSG00000126583, ENSG00000027075, ENSG00000067606, ENSG00000154229, ENSG00000128052, ENSG00000122025, ENSG00000157404, ENSG00000134853, ENSG00000113721"
"Rylaze","Asparaginase erwinia chrysanthemi","Jazz","Recombinant asparagine-specific enzyme","Oncology","ALL and LBL, in patients allergic to E. coli-derived products","acute lymphoblastic leukemia; lymphoblastic lymphoma","EFO_0000220; MONDO_0000873",2021,NA,NA,"Asparaginase erwinia chrysanthemi","CHEMBL1863514","NA"
"Saphnelo","Anifrolumab","AstraZeneca","IFNAR-targeted mAb","Other","SLE","systemic lupus erythematosus","MONDO_0007915",2021,TRUE,TRUE,"Anifrolumab","CHEMBL2364653","ENSG00000142166"
"Sarclisa","Isatuximab","Sanofi","CD38-directed mAb","Oncology","Multiple myeloma","multiple myeloma","EFO_0001378",2020,TRUE,TRUE,"ISATUXIMAB","CHEMBL3545131","ENSG00000004468"
"Savaysa","Edoxaban","Daiichi Sankyo","Factor Xa inhibitor","Other","Risk of stroke and systemic embolism in NVAF, and deep vein thrombosis","atrial fibrillation; deep vein thrombosis","EFO_0000275; EFO_0003907",2015,TRUE,TRUE,"EDOXABAN","CHEMBL1269025","ENSG00000126218"
"Scemblix","Asciminib","Novartis","ABL/BCR-ABL1  kinase inhibitor","Oncology","Ph+ CML","Blast Phase Chronic Myelogenous Leukemia; BCR-ABL1 Positive","EFO_1000131",2021,TRUE,TRUE,"Asciminib","CHEMBL4208229","ENSG00000097007"
"Scenesse","Afamelanotide","Clinuvel","Melanocortin 1 receptor agonist","Other","Erythropoietic protoporphyria","erythropoietic protoporphyria","MONDO_0001676",2019,TRUE,TRUE,"AFAMELANOTIDE","CHEMBL441738","ENSG00000258839"
"Seysara","Sarecycline","Allergan","Tetracycline antibiotic","Other","Severe acne vulgaris","acne","EFO_0003894",2018,NA,NA,"SARECYCLINE","CHEMBL2364632","NA"
"Siliq","Brodalumab","Valeant Pharmaceuticals","IL-17RA antagonist","Other","Plaque psoriasis","psoriasis vulgaris","EFO_1001494",2017,TRUE,TRUE,"BRODALUMAB","CHEMBL1742996","ENSG00000177663"
"Sivextro","Tedizolid","Cubist","Oxazolidinone-class antibacterial","Other","ABSSSI (Acute Bacterial Skin and Skin Structure Infections)","staphylococcal skin infections","EFO_1001849",2014,NA,NA,"TEDIZOLID","CHEMBL1257051","NA"
"Skyrizi","Risankizumab","AbbVie","IL-23 antagonist","Other","Plaque psoriasis","psoriasis vulgaris","EFO_1001494",2019,TRUE,TRUE,"RISANKIZUMAB","CHEMBL3990029","ENSG00000110944, ENSG00000113302"
"Skytrofa","Lonapegsomatropin","Ascendis Pharma","PEGylated human growth hormone","Other","Growth failure due to GHD","Growth delay","HP_0001510",2021,TRUE,TRUE,"Lonapegsomatropin","CHEMBL4298185","ENSG00000112964"
"Sogroya","Somapacitan","Novo Nordisk","Growth hormone analogue","Other","Growth hormone deficiency","short stature due to partial GHR deficiency","MONDO_0011420",2020,TRUE,TRUE,"SOMAPACITAN","CHEMBL3707290","ENSG00000112964"
"Solosec","Secnidazole","Lupin","Nitroimidazole antimicrobial","Other","Bacterial vaginosis","bacterial vaginosis","EFO_0003932",2017,NA,NA,"SECNIDAZOLE","CHEMBL498847","NA"
"Sotyktu","Deucravacitinib","Bristol Myers Squibb","TYK2 inhibitor","Other","Plaque psoriasis","psoriasis vulgaris","EFO_1001494",2022,TRUE,TRUE,"Deucravacitinib","CHEMBL4435170","ENSG00000105397"
"Sovaldi","Sofosbuvir","Gilead","HCV nucleotide analogue NS5B polymerase inhibitor","Other","Chronic HCV infection, as a component of a combination antiviral treatment regimen","hepatitis C virus infection","EFO_0003047",2013,NA,NA,"SOFOSBUVIR","CHEMBL1259059","NA"
"Spevigo","Spesolimab","Boehringer Ingelheim","IL-36R-targeted mAb","Other","Generalized pustular psoriasis flares","psoriasis 14, pustular","MONDO_0013626",2022,FALSE,FALSE,"Spesolimab","CHEMBL4297911","ENSG00000115598, ENSG00000196083"
"Spinraza","Nusinersen","Biogen/Ionis Pharmaceuticals","ASO designed to target SMN2 pre-mRNA","Other","Spinal muscular atrophy","spinal muscular atrophy","EFO_0008525",2016,TRUE,TRUE,"NUSINERSEN","CHEMBL3301572","ENSG00000205571"
"Steglatro","Ertugliflozin","Merck & Co./Pfizer","SGLT2 inhibitor","Other","Type 2 diabetes mellitus","type 2 diabetes mellitus","MONDO_0005148",2017,TRUE,TRUE,"ERTUGLIFLOZIN","CHEMBL1770248","ENSG00000140675"
