"brandDrugName","originalDrugName","drugName","drugId","sponsor","properties","therapeuticArea","indication","diseaseName","diseaseIds","diseaseClass","reviewType","yearApproval","OriginalDrugId","targetIds","interactorIds","relatedIds"
"Akynzeo","Netupitant, palonosetron","NETUPITANT,PALONOSETRON","CHEMBL1189679,CHEMBL206253","Helsinn","An NK1-receptor antagonist plus a 5-HT3-receptor antagonist","Other indication","Chemotherapy-related nausea","Chemotherapy-induced nausea and vomiting","EFO_0006911","Not serious","S","2014","CHEMBL206253,CHEMBL1189679","ENSG00000166736,ENSG00000115353","ENSG00000178084,ENSG00000186038,ENSG00000186090,ENSG00000149305,ENSG00000198937,ENSG00000105677","NA"
"Akynzeo IV","Palonosetron, fosnetupitant","PALONOSETRON,FOSNETUPITANT","CHEMBL1189679,CHEMBL3989917","Helsinn Group","5-HT3-receptor antagonist and NK1-receptor antagonist","Other indication","Chemotherapy-induced emesis","Chemotherapy-induced nausea and vomiting","EFO_0006911","Not serious","S","2018","CHEMBL1189679,CHEMBL3989917","ENSG00000166736,ENSG00000115353","ENSG00000178084,ENSG00000186038,ENSG00000186090,ENSG00000149305,ENSG00000198937,ENSG00000105677","NA"
"Alecensa","Alectinib","ALECTINIB","CHEMBL1738797","Roche","ALK inhibitor","Oncology","NSCLC","non-small cell lung carcinoma","EFO_0003060","Serious","P,O,B,A","2015","CHEMBL1738797","ENSG00000165731,ENSG00000171094,ENSG00000143924","ENSG00000110395,ENSG00000127329,ENSG00000189292,ENSG00000096384,ENSG00000146648,ENSG00000171094,ENSG00000149177,ENSG00000164305,ENSG00000264343,ENSG00000106278,ENSG00000137076,ENSG00000151414,ENSG00000160867,ENSG00000165731,ENSG00000180447,ENSG00000107882,ENSG00000149806,ENSG00000154237,ENSG00000196711,ENSG00000269335,ENSG00000124181,ENSG00000144724,ENSG00000168610,ENSG00000067225","NA"
"Aliqopa","Copanlisib dihydrochloride","COPANLISIB","CHEMBL3218576","Bayer","PI3Kalpha/‚âà√≠¬¨‚Ä¢ inhibitor","Oncology","Follicular lymphoma","follicular lymphoma","MONDO_0018906","Serious","P,O,A,F","2017","CHEMBL3218576","ENSG00000121879,ENSG00000171608","ENSG00000177885,ENSG00000117461,ENSG00000065361,ENSG00000066427,ENSG00000105647,ENSG00000170345,ENSG00000124788,ENSG00000169047,ENSG00000197386,ENSG00000100368,ENSG00000145675,ENSG00000121879,ENSG00000170145","EFO_0000183"
"Alunbrig","Brigatinib","BRIGATINIB","CHEMBL3545311","Ariad Pharmaceuticals/Takeda","ALK inhibitor","Oncology","ALK-positive NSCLC","non-small cell lung carcinoma","EFO_0003060","Serious","P,O,B,A","2017","CHEMBL3545311","ENSG00000146648,ENSG00000171094","ENSG00000008735,ENSG00000012061,ENSG00000043462,ENSG00000061273,ENSG00000067606,ENSG00000069345,ENSG00000081237,ENSG00000090520,ENSG00000100170,ENSG00000100591,ENSG00000104341,ENSG00000104756,ENSG00000104904,ENSG00000106211,ENSG00000107317,ENSG00000110395,ENSG00000110651,ENSG00000113070,ENSG00000115085,ENSG00000115415,ENSG00000120053,ENSG00000124942,ENSG00000126561,ENSG00000127329,ENSG00000130340,ENSG00000131016,ENSG00000134308,ENSG00000136573,ENSG00000138363,ENSG00000142669,ENSG00000143322,ENSG00000143933,ENSG00000151491,ENSG00000160014,ENSG00000162704,ENSG00000163235,ENSG00000182636,ENSG00000182718,ENSG00000183918,ENSG00000189292,ENSG00000198909,ENSG00000000938,ENSG00000006125,ENSG00000058262,ENSG00000064999,ENSG00000091831,ENSG00000096384,ENSG00000100614,ENSG00000103876,ENSG00000107643,ENSG00000111816,ENSG00000115145,ENSG00000115540,ENSG00000116254,ENSG00000117152,ENSG00000117461,ENSG00000124207,ENSG00000133124,ENSG00000135506,ENSG00000135823,ENSG00000136205,ENSG00000137267,ENSG00000140575,ENSG00000141198,ENSG00000146648,ENSG00000154556,ENSG00000157500,ENSG00000158092,ENSG00000160255,ENSG00000166313,ENSG00000168036,ENSG00000171094,ENSG00000171132,ENSG00000174791,ENSG00000182473,ENSG00000186868,ENSG00000196961,ENSG00000197943,ENSG00000204388,ENSG00000213658,ENSG00000214193,ENSG00000004478,ENSG00000008056,ENSG00000044115,ENSG00000044574,ENSG00000071537,ENSG00000080031,ENSG00000096060,ENSG00000096968,ENSG00000100324,ENSG00000102606,ENSG00000105245,ENSG00000105976,ENSG00000113013,ENSG00000113580,ENSG00000114805,ENSG00000118363,ENSG00000121653,ENSG00000125731,ENSG00000126088,ENSG00000126581,ENSG00000132669,ENSG00000133961,ENSG00000135046,ENSG00000137463,ENSG00000142208,ENSG00000145016,ENSG00000145335,ENSG00000147010,ENSG00000148053,ENSG00000148082,ENSG00000149177,ENSG00000154277,ENSG00000154710,ENSG00000159352,ENSG00000161203,ENSG00000169375,ENSG00000170312,ENSG00000182511,ENSG00000184557,ENSG00000185046,ENSG00000185483,ENSG00000185634,ENSG00000186834,ENSG00000197122,ENSG00000198561,ENSG00000206052,ENSG00000014641,ENSG00000042753,ENSG00000071051,ENSG00000075415,ENSG00000101182,ENSG00000102189,ENSG00000103653,ENSG00000109321,ENSG00000109684,ENSG00000109971,ENSG00000110011,ENSG00000111252,ENSG00000111679,ENSG00000113263,ENSG00000115325,ENSG00000127191,ENSG00000129946,ENSG00000141480,ENSG00000141655,ENSG00000142949,ENSG00000144749,ENSG00000149428,ENSG00000168003,ENSG00000169047,ENSG00000170248,ENSG00000170293,ENSG00000172757,ENSG00000178568,ENSG00000183020,ENSG00000184524,ENSG00000196154,ENSG00000198668,ENSG00000015479,ENSG00000027869,ENSG00000046653,ENSG00000057294,ENSG00000067992,ENSG00000072135,ENSG00000077232,ENSG00000092820,ENSG00000097007,ENSG00000101336,ENSG00000103266,ENSG00000105974,ENSG00000106278,ENSG00000106299,ENSG00000107295,ENSG00000110711,ENSG00000111640,ENSG00000114737,ENSG00000124882,ENSG00000127824,ENSG00000134242,ENSG00000134853,ENSG00000135052,ENSG00000137076,ENSG00000137486,ENSG00000140600,ENSG00000141736,ENSG00000142627,ENSG00000143294,ENSG00000149925,ENSG00000155926,ENSG00000165025,ENSG00000165731,ENSG00000167601,ENSG00000169045,ENSG00000169398,ENSG00000174808,ENSG00000198853,ENSG00000204389,ENSG00000033327,ENSG00000034713,ENSG00000065361,ENSG00000067182,ENSG00000087586,ENSG00000099942,ENSG00000100280,ENSG00000101082,ENSG00000101213,ENSG00000101558,ENSG00000105971,ENSG00000106070,ENSG00000109458,ENSG00000117450,ENSG00000120694,ENSG00000131746,ENSG00000132155,ENSG00000150403,ENSG00000151834,ENSG00000153707,ENSG00000154237,ENSG00000159176,ENSG00000163697,ENSG00000164615,ENSG00000165527,ENSG00000167552,ENSG00000170606,ENSG00000177885,ENSG00000179295,ENSG00000184575,ENSG00000185499,ENSG00000185896,ENSG00000188191,ENSG00000189043,ENSG00000196711,ENSG00000198799,ENSG00000254087,ENSG00000269335,ENSG00000011132,ENSG00000011485,ENSG00000050748,ENSG00000094631,ENSG00000095370,ENSG00000101134,ENSG00000102309,ENSG00000104814,ENSG00000105401,ENSG00000105613,ENSG00000116285,ENSG00000123384,ENSG00000124181,ENSG00000125170,ENSG00000127947,ENSG00000130402,ENSG00000131558,ENSG00000132970,ENSG00000138798,ENSG00000140009,ENSG00000141968,ENSG00000142192,ENSG00000144554,ENSG00000144724,ENSG00000145675,ENSG00000145715,ENSG00000149269,ENSG00000159228,ENSG00000162591,ENSG00000166598,ENSG00000168610,ENSG00000170581,ENSG00000173801,ENSG00000174437,ENSG00000175203,ENSG00000175866,ENSG00000178078,ENSG00000178188,ENSG00000184144,ENSG00000185359,ENSG00000197102,ENSG00000198399,ENSG00000204305,ENSG00000240972,ENSG00000253729,ENSG00000067225,ENSG00000069869,ENSG00000080824,ENSG00000085063,ENSG00000085733,ENSG00000088930,ENSG00000092758,ENSG00000100351,ENSG00000100485,ENSG00000102010,ENSG00000105647,ENSG00000105701,ENSG00000107263,ENSG00000111669,ENSG00000113108,ENSG00000115904,ENSG00000123908,ENSG00000130558,ENSG00000130706,ENSG00000131171,ENSG00000132639,ENSG00000132670,ENSG00000136810,ENSG00000137193,ENSG00000137462,ENSG00000138698,ENSG00000139625,ENSG00000146674,ENSG00000148180,ENSG00000154127,ENSG00000154229,ENSG00000157168,ENSG00000158402,ENSG00000160691,ENSG00000164924,ENSG00000166913,ENSG00000167193,ENSG00000168439,ENSG00000169139,ENSG00000170677,ENSG00000173020,ENSG00000175793,ENSG00000176105,ENSG00000177666,ENSG00000182585,ENSG00000196396,ENSG00000250722,ENSG00000254772,ENSG00000039068,ENSG00000105649,ENSG00000133056,ENSG00000136235","NA"
"Amondys 45","Casimersen","Casimersen","CHEMBL4297566","Sarepta","Exon 45-skipping ASO","Other indication","DMD","Duchenne muscular dystrophy","MONDO_0010679","Serious","P,O,A,F","2021","CHEMBL4297566","ENSG00000198947","ENSG00000152240,ENSG00000171345,ENSG00000101400,ENSG00000168807,ENSG00000171873,ENSG00000119326,ENSG00000138101,ENSG00000173402,ENSG00000187555,ENSG00000101076,ENSG00000171621,ENSG00000134769,ENSG00000172164,ENSG00000100151","NA"
"Amvuttra","Vutrisiran","Vutrisiran","CHEMBL4594511","Alnylam","TTR-targeted siRNA","Other indication","Polyneuropathy of hereditary TTR-mediated amyloidosis","familial amyloid neuropathy","EFO_0004129","Serious","S,O,F","2022","CHEMBL4594511","ENSG00000118271","ENSG00000116039,ENSG00000130294,ENSG00000138207,ENSG00000143379,ENSG00000145675,ENSG00000147724,ENSG00000168936,ENSG00000169136,ENSG00000197409,ENSG00000278828,ENSG00000070476,ENSG00000115239,ENSG00000120253,ENSG00000158941,ENSG00000163885,ENSG00000170035,ENSG00000171055,ENSG00000187678,ENSG00000213380,ENSG00000274750,ENSG00000070061,ENSG00000099864,ENSG00000119614,ENSG00000128272,ENSG00000165637,ENSG00000197153,ENSG00000277775,ENSG00000286522,ENSG00000287080,ENSG00000072415,ENSG00000076321,ENSG00000087250,ENSG00000101911,ENSG00000104413,ENSG00000123154,ENSG00000129103,ENSG00000132016,ENSG00000139372,ENSG00000140743,ENSG00000141030,ENSG00000142192,ENSG00000162852,ENSG00000165188,ENSG00000242247,ENSG00000264522,ENSG00000103154,ENSG00000106772,ENSG00000119537,ENSG00000122042,ENSG00000128609,ENSG00000167770,ENSG00000198959,ENSG00000275379,ENSG00000026025,ENSG00000149557,ENSG00000054611,ENSG00000105472,ENSG00000118271,ENSG00000153885,ENSG00000165898,ENSG00000273983,ENSG00000159459,ENSG00000163563,ENSG00000165171,ENSG00000166595,ENSG00000170004,ENSG00000187037,ENSG00000196220,ENSG00000204305,ENSG00000275714","NA"
"Annovera","Segesterone acetate, ethinyl estradiol","SEGESTERONEACETATE,ETHINYLESTRADIOL","CHEMBL691,CHEMBL3707377","TherapeuticsMD","Progestin and estrogen combined hormonal contraceptive","Other indication","Female contraception","contraception","EFO_0009520","Not serious","S","2018","CHEMBL3707377,CHEMBL691","ENSG00000091831,ENSG00000082175","ENSG00000029363,ENSG00000054793,ENSG00000074696,ENSG00000087510,ENSG00000089157,ENSG00000100316,ENSG00000100345,ENSG00000102054,ENSG00000104356,ENSG00000105939,ENSG00000109819,ENSG00000111875,ENSG00000115109,ENSG00000116251,ENSG00000116478,ENSG00000119231,ENSG00000125944,ENSG00000128487,ENSG00000131759,ENSG00000134419,ENSG00000135679,ENSG00000137497,ENSG00000137656,ENSG00000143575,ENSG00000145741,ENSG00000147604,ENSG00000165502,ENSG00000166986,ENSG00000173039,ENSG00000174748,ENSG00000178035,ENSG00000178175,ENSG00000231500,ENSG00000241343,ENSG00000280789,ENSG00000070756,ENSG00000075151,ENSG00000077097,ENSG00000089009,ENSG00000100320,ENSG00000111679,ENSG00000118520,ENSG00000123416,ENSG00000125931,ENSG00000129691,ENSG00000130254,ENSG00000130255,ENSG00000131747,ENSG00000132467,ENSG00000136146,ENSG00000137154,ENSG00000143546,ENSG00000145220,ENSG00000146112,ENSG00000163346,ENSG00000165795,ENSG00000167216,ENSG00000169813,ENSG00000171456,ENSG00000175110,ENSG00000178896,ENSG00000180530,ENSG00000183207,ENSG00000196586,ENSG00000197728,ENSG00000239306,ENSG00000239789,ENSG00000011485,ENSG00000061794,ENSG00000072110,ENSG00000072274,ENSG00000075624,ENSG00000087470,ENSG00000091831,ENSG00000095015,ENSG00000096063,ENSG00000100764,ENSG00000101306,ENSG00000106397,ENSG00000107874,ENSG00000115468,ENSG00000118689,ENSG00000128641,ENSG00000132300,ENSG00000133226,ENSG00000135372,ENSG00000140575,ENSG00000141367,ENSG00000142235,ENSG00000143621,ENSG00000147548,ENSG00000148303,ENSG00000155974,ENSG00000156030,ENSG00000156697,ENSG00000160208,ENSG00000163902,ENSG00000163938,ENSG00000169750,ENSG00000182944,ENSG00000196396,ENSG00000247077,ENSG00000265681,ENSG00000054118,ENSG00000082175,ENSG00000089280,ENSG00000105127,ENSG00000107625,ENSG00000110955,ENSG00000114391,ENSG00000122140,ENSG00000123268,ENSG00000126561,ENSG00000130193,ENSG00000131023,ENSG00000138756,ENSG00000141456,ENSG00000142541,ENSG00000148180,ENSG00000151893,ENSG00000160014,ENSG00000161960,ENSG00000164587,ENSG00000166619,ENSG00000170315,ENSG00000172977,ENSG00000176014,ENSG00000181163,ENSG00000185591,ENSG00000186468,ENSG00000197077,ENSG00000197879,ENSG00000215301,ENSG00000006125,ENSG00000008988,ENSG00000105193,ENSG00000106638,ENSG00000107223,ENSG00000108298,ENSG00000115875,ENSG00000118523,ENSG00000124151,ENSG00000127603,ENSG00000133315,ENSG00000134987,ENSG00000135387,ENSG00000135486,ENSG00000135829,ENSG00000140553,ENSG00000140988,ENSG00000142937,ENSG00000143799,ENSG00000143870,ENSG00000147140,ENSG00000164880,ENSG00000164934,ENSG00000168028,ENSG00000170776,ENSG00000187555,ENSG00000188846,ENSG00000196843,ENSG00000197535,ENSG00000198900,ENSG00000213553,ENSG00000215021,ENSG00000012048,ENSG00000052749,ENSG00000063177,ENSG00000084676,ENSG00000088205,ENSG00000092841,ENSG00000100393,ENSG00000104447,ENSG00000105640,ENSG00000107485,ENSG00000109606,ENSG00000112306,ENSG00000112592,ENSG00000113048,ENSG00000114867,ENSG00000115415,ENSG00000122779,ENSG00000124214,ENSG00000125686,ENSG00000130826,ENSG00000131051,ENSG00000132153,ENSG00000132382,ENSG00000138434,ENSG00000145675,ENSG00000149257,ENSG00000150907,ENSG00000161547,ENSG00000165119,ENSG00000167526,ENSG00000168610,ENSG00000171490,ENSG00000172845,ENSG00000173801,ENSG00000187624,ENSG00000187855,ENSG00000189266,ENSG00000196591,ENSG00000197756,ENSG00000005022,ENSG00000070495,ENSG00000099783,ENSG00000101361,ENSG00000107937,ENSG00000108312,ENSG00000109501,ENSG00000115053,ENSG00000117222,ENSG00000118705,ENSG00000134697,ENSG00000135624,ENSG00000145425,ENSG00000146648,ENSG00000147274,ENSG00000147403,ENSG00000160310,ENSG00000165732,ENSG00000167548,ENSG00000170144,ENSG00000172216,ENSG00000174444,ENSG00000196924,ENSG00000197122,ENSG00000197785,ENSG00000198431,ENSG00000042753,ENSG00000063244,ENSG00000084774,ENSG00000091513,ENSG00000092621,ENSG00000100201,ENSG00000100284,ENSG00000102738,ENSG00000105357,ENSG00000108592,ENSG00000108654,ENSG00000109320,ENSG00000109971,ENSG00000124228,ENSG00000130787,ENSG00000135250,ENSG00000136450,ENSG00000139675,ENSG00000140009,ENSG00000140396,ENSG00000143933,ENSG00000148773,ENSG00000153827,ENSG00000156802,ENSG00000158623,ENSG00000159251,ENSG00000166441,ENSG00000170889,ENSG00000186298,ENSG00000198034,ENSG00000198668,ENSG00000123064,ENSG00000161016,ENSG00000183495","NA"
"Anoro Ellipta","Umeclidinium, vilanterol","UMECLIDINIUM,VILANTEROL","CHEMBL1198857,CHEMBL1187833","GSK","Anticholinergic and a LABA","Other indication","Chronic obstructive pulmonary disease","chronic obstructive pulmonary disease","EFO_0000341","Serious","S","2013","CHEMBL1187833,CHEMBL1198857","ENSG00000169252,ENSG00000133019","ENSG00000130770,ENSG00000143001,ENSG00000111361,ENSG00000118985,ENSG00000212864,ENSG00000229715,ENSG00000106462,ENSG00000129173,ENSG00000183666,ENSG00000185658,ENSG00000197971,ENSG00000074416,ENSG00000100603,ENSG00000113369,ENSG00000184984,ENSG00000109062,ENSG00000111224,ENSG00000134758,ENSG00000163485,ENSG00000163749,ENSG00000081026,ENSG00000096070,ENSG00000165119,ENSG00000240021,ENSG00000077254,ENSG00000141480,ENSG00000171867,ENSG00000197122,ENSG00000169252","NA"
"Anthim","Obiltoxaximab","OBILTOXAXIMAB","CHEMBL3544926","Elusys Therapeutics","mAb against anthrax toxin","No human target","Anthrax","anthrax infection","EFO_0000778","Serious","S,O,F","2016","CHEMBL3544926","NA","NA","NA"
"Aptiom","Eslicarbazepine","ESLICARBAZEPINE","CHEMBL315985","Sunovion","MOA unknown, but thought to involve voltage-gated sodium channels","Other indication","Partial-onset seizures","Seizure","HP_0001250","Not concordant","S","2013","CHEMBL315985","ENSG00000136531,ENSG00000153253,ENSG00000196876,ENSG00000183873,ENSG00000185313,ENSG00000144285,ENSG00000169432,ENSG00000007314,ENSG00000136546,ENSG00000168356","ENSG00000015171,ENSG00000069869,ENSG00000105711,ENSG00000143933,ENSG00000160014,ENSG00000163060,ENSG00000172530,NA,ENSG00000102466,ENSG00000165724,ENSG00000185238,ENSG00000064999,ENSG00000100908,ENSG00000126457,ENSG00000137693,ENSG00000145349,ENSG00000198668,ENSG00000101460,ENSG00000172554,ENSG00000187555,ENSG00000070159,ENSG00000114279,ENSG00000151150","NA"
"Aristada","Aripiprazole lauroxil","ARIPIPRAZOLELAUROXIL","CHEMBL2219425","Alkermes","Extended release atypical antipsychotic","Other indication","Schizophrenia","schizophrenia","MONDO_0005090","Not concordant","S","2015","CHEMBL2219425","ENSG00000178394,ENSG00000149295,ENSG00000102468","ENSG00000077782,ENSG00000147955,ENSG00000166573,ENSG00000135914,ENSG00000149295,ENSG00000102468,ENSG00000162946,ENSG00000164082,ENSG00000118432,ENSG00000183840,ENSG00000128271,ENSG00000107186,ENSG00000147246,ENSG00000078369,ENSG00000142319","NA"
"Artesunate","Artesunate","ARTESUNATE","CHEMBL361497","Amivas","Artemisinin antimalarial","No human target","Serious malaria","malaria","EFO_0001068","Serious","P,O,B,F","2020","CHEMBL361497","NA","NA","NA"
"Asparlas","Calaspargase pegol","CALASPARGASEPEGOL","CHEMBL2108728","Servier","Asparagine specific enzyme","Oncology","ALL","acute lymphoblastic leukemia","EFO_0000220","Serious","S,O","2018","CHEMBL2108728","ENSG00000166183","ENSG00000086548,ENSG00000125409,ENSG00000064218,ENSG00000124237,ENSG00000126062,ENSG00000188011,ENSG00000131475,ENSG00000148082,ENSG00000036672,ENSG00000104518,ENSG00000164591","NA"
"Austedo","Deutetrabenazine","DUTETRABENAZINE","CHEMBL3137326","Teva","VMAT2 inhibitor","Other indication","Chorea associated with Huntington disease","chorea; Huntington disease","EFO_0004152,MONDO_0007739","Serious","S,O","2017","CHEMBL3137326","ENSG00000165646","ENSG00000182544,ENSG00000110108,ENSG00000214736,ENSG00000173250,ENSG00000180871,ENSG00000182685,ENSG00000139514,ENSG00000166091,ENSG00000105374,ENSG00000134389","NA"
"Avycaz","Avibactam, ceftazidime","AVIBACTAM,CEFTAZIDIME","CHEMBL1689063,CHEMBL44354","Allergan","A beta-lactamase inhibitor and a cephalosporin","No human target","Complicated intra-abdominal infections and complicated urinary tract infections","infection","EFO_0000544","Serious","P,F","2015","CHEMBL1689063,CHEMBL44354","NA","NA","Orphanet_169142"
"Axumin","Fluciclovine F-18","FLUCICLOVINEF-18","CHEMBL3707267","Blue Earth","Radioactive diagnostic","Other indication","Suspected prostate cancer recurrence","prostate cancer","MONDO_0008315","Serious","P","2016","CHEMBL3707267","ENSG00000105281,ENSG00000155465,ENSG00000165349","ENSG00000204308,NA,ENSG00000155755,ENSG00000100652,ENSG00000123560,ENSG00000128284","NA"
"Ayvakit","Avapritinib","AVAPRITINIB","CHEMBL4204794","Blueprint Medicines","PDGFRA, PDGFRA mutants and KIT kinase inhibitor","Oncology","GIST with PDGFRA exon 18 mutations","gastrointestinal stromal tumor","MONDO_0011719","Serious","P,O,B,F","2020","CHEMBL4204794","ENSG00000157404,ENSG00000134853","ENSG00000049130,ENSG00000097007,ENSG00000100351,ENSG00000101213,ENSG00000111077,ENSG00000136573,ENSG00000137936,ENSG00000145715,ENSG00000170677,ENSG00000197461,ENSG00000105647,ENSG00000171150,ENSG00000136205,ENSG00000161609,ENSG00000176105,ENSG00000179295,ENSG00000184557,ENSG00000196684,ENSG00000197943,ENSG00000074966,ENSG00000096063,ENSG00000117461,ENSG00000120833,ENSG00000143322,ENSG00000145431,ENSG00000160691,ENSG00000000938,ENSG00000027869,ENSG00000071051,ENSG00000095585,ENSG00000107338,ENSG00000111252,ENSG00000124181,ENSG00000134215,ENSG00000158092,ENSG00000198574,ENSG00000067225,ENSG00000115085,ENSG00000135605,ENSG00000145675,ENSG00000167193,ENSG00000197122,ENSG00000254087,ENSG00000035720,ENSG00000092108,ENSG00000095370,ENSG00000101082,ENSG00000101336,ENSG00000129946,ENSG00000141738,ENSG00000142192,ENSG00000149177,ENSG00000165025,ENSG00000177885,ENSG00000182511,ENSG00000183918,ENSG00000087266,ENSG00000099942,ENSG00000100311,ENSG00000113721,ENSG00000146648,ENSG00000148082,ENSG00000182866,ENSG00000185634,ENSG00000205808,ENSG00000079308","NA"
"Azstarys","Dexmethylphenidate, serdexmethylphenidate","Dexmethylphenidate,serdexmethylphenidate","CHEMBL827,CHEMBL4301162","Commave Therapeutics","CNS stimulant","Other indication","ADHD","attention deficit hyperactivity disorder","EFO_0003888","Not serious","S","2021","CHEMBL827,CHEMBL4301162","ENSG00000142319,ENSG00000103546","ENSG00000145335,ENSG00000100151,ENSG00000152214,ENSG00000170775,ENSG00000116729,ENSG00000149295","NA"
