drugId,yearApproval,brandDrugName,originalDrugName,drugName,targetIds,interactorIds,targetType,sponsor,properties,therapeuticArea,indication,diseaseName,diseaseIds,relatedIds,diseaseType,diseaseClass,reviewType,hasAnyGE,hasInteractorDiseasesGE,hasTargetRelatedGE,hasInteractorRelatedGE,hasTargetDiseaseGE
CHEMBL1743047,2015,Portrazza,Necitumumab,NECITUMUMAB,ENSG00000146648,"ENSG00000105976,ENSG00000141736,ENSG00000146648,ENSG00000157168,ENSG00000165731,ENSG00000178568,ENSG00000039068,ENSG00000044115,ENSG00000065361,ENSG00000080824,ENSG00000081237,ENSG00000091831,ENSG00000092820,ENSG00000096384,ENSG00000096968,ENSG00000097007,ENSG00000101213,ENSG00000110395,ENSG00000111252,ENSG00000111679,ENSG00000113263,ENSG00000124181,ENSG00000127329,ENSG00000132155,ENSG00000133124,ENSG00000134853,ENSG00000137193,ENSG00000138363,ENSG00000138698,ENSG00000141968,ENSG00000142208,ENSG00000143294,ENSG00000143322,ENSG00000144554,ENSG00000145675,ENSG00000153707,ENSG00000165025,ENSG00000168036,ENSG00000168610,ENSG00000179295,ENSG00000182511,ENSG00000185499,ENSG00000197122,ENSG00000198561,ENSG00000254087,ENSG00000160691,ENSG00000172757,ENSG00000177885,ENSG00000115904,ENSG00000044574,ENSG00000101336,ENSG00000110711,ENSG00000117450,ENSG00000126581,ENSG00000196154,ENSG00000136205,ENSG00000067182,ENSG00000115415,ENSG00000170581,ENSG00000000938,ENSG00000006125,ENSG00000011485,ENSG00000033327,ENSG00000043462,ENSG00000050748,ENSG00000069869,ENSG00000071051,ENSG00000071537,ENSG00000087586,ENSG00000088930,ENSG00000092758,ENSG00000099942,ENSG00000100324,ENSG00000100351,ENSG00000100485,ENSG00000101182,ENSG00000102606,ENSG00000103266,ENSG00000105401,ENSG00000105647,ENSG00000107263,ENSG00000107295,ENSG00000107643,ENSG00000109458,ENSG00000109971,ENSG00000113070,ENSG00000113580,ENSG00000115145,ENSG00000115325,ENSG00000117461,ENSG00000120694,ENSG00000123384,ENSG00000123908,ENSG00000124882,ENSG00000126561,ENSG00000127191,ENSG00000127824,ENSG00000127947,ENSG00000131746,ENSG00000136235,ENSG00000137076,ENSG00000137267,ENSG00000137462,ENSG00000137486,ENSG00000138798,ENSG00000140575,ENSG00000140600,ENSG00000141480,ENSG00000142192,ENSG00000142627,ENSG00000142949,ENSG00000144749,ENSG00000145715,ENSG00000146674,ENSG00000147010,ENSG00000149177,ENSG00000149269,ENSG00000149428,ENSG00000151834,ENSG00000154229,ENSG00000158092,ENSG00000158402,ENSG00000159352,ENSG00000161203,ENSG00000166313,ENSG00000166598,ENSG00000167552,ENSG00000169045,ENSG00000169047,ENSG00000169139,ENSG00000169398,ENSG00000170312,ENSG00000171132,ENSG00000174437,ENSG00000174808,ENSG00000176105,ENSG00000178078,ENSG00000183020,ENSG00000184144,ENSG00000188191,ENSG00000189043,ENSG00000196961,ENSG00000197943,ENSG00000198399,ENSG00000198668,ENSG00000213658,ENSG00000253729",Original,Eli Lilly,EGFR antagonist,Oncology,NSCLC,non-small cell lung carcinoma,EFO_0003060,NA,Original,Serious,"S,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3183409,2018,Erleada,Apalutamide,APALUTAMIDE,ENSG00000169083,"ENSG00000169083,ENSG00000005339,ENSG00000010671,ENSG00000084676,ENSG00000089280,ENSG00000097007,ENSG00000101213,ENSG00000106462,ENSG00000109685,ENSG00000110092,ENSG00000118058,ENSG00000124181,ENSG00000129514,ENSG00000136504,ENSG00000136826,ENSG00000140396,ENSG00000141027,ENSG00000141867,ENSG00000141968,ENSG00000143322,ENSG00000145675,ENSG00000157554,ENSG00000159388,ENSG00000165025,ENSG00000167548,ENSG00000168036,ENSG00000179295,ENSG00000182511,ENSG00000182866,ENSG00000184634,ENSG00000197122,ENSG00000204209,ENSG00000254087,ENSG00000125686,ENSG00000142515,ENSG00000145715,ENSG00000160691,ENSG00000266412",Original,Johnson & Johnson,Androgen receptor inhibitor,Oncology,Prostate cancer,prostate cancer,MONDO_0008315,NA,Original,Serious,"P,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3707290,2020,Sogroya,Somapacitan,SOMAPACITAN,ENSG00000112964,"ENSG00000112964,ENSG00000196396",Original,Novo Nordisk,Growth hormone analogue,Other indication,Growth hormone deficiency,short stature due to partial GHR deficiency,MONDO_0011420,NA,Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3833320,2020,Vyepti,Eptinezumab,EPTINEZUMAB,"ENSG00000110680,ENSG00000175868","ENSG00000157087,ENSG00000110680",Original,Lundbeck,CGRP-directed mAb,Other indication,Migraine,migraine disorder,MONDO_0005277,NA,Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297839,2022,Mounjaro,Tirzepatide,Tirzepatide,"ENSG00000010310,ENSG00000112164","NA,ENSG00000159224",Original,Eli Lilly,GIP receptor and GLP1 receptor agonist,Other indication,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,"HP_0003076,Orphanet_79161",Original,Not concordant,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3545184,2017,Parsabiv,Etelcalcetide,VELCALCETIDE,ENSG00000036828,ENSG00000036828,Original,Amgen/Kai Pharmaceuticals,Calcium-sensing receptor agonist,Other indication,Secondary hyperparathyroidism in patients with chronic kidney disease on haemodialysis,hyperparathyroidism,EFO_0008506,NA,Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297522,2020,Pemazyre,Pemigatinib,PEMIGATINIB,"ENSG00000066468,ENSG00000068078,ENSG00000077782","ENSG00000066468,ENSG00000065361,ENSG00000145675",Original,Incyte,FGFR1-3 kinase inhibitor,Oncology,Cholangiocarcinoma,cholangiocarcinoma,EFO_0005221,NA,Original,Serious,"P,O,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3402762,2021,Tepmetko,Tepotinib,Tepotinib,ENSG00000105976,"ENSG00000105976,ENSG00000146648,ENSG00000010671,ENSG00000081237,ENSG00000101213,ENSG00000110395,ENSG00000111252,ENSG00000113263,ENSG00000124181,ENSG00000127329,ENSG00000135605,ENSG00000140538,ENSG00000143322,ENSG00000145675,ENSG00000152894,ENSG00000165025,ENSG00000179295,ENSG00000182511,ENSG00000182866,ENSG00000185338,ENSG00000197122,ENSG00000254087,ENSG00000160691,ENSG00000177885,ENSG00000101336,ENSG00000136205,ENSG00000000938,ENSG00000007264,ENSG00000010017,ENSG00000019991,ENSG00000070159,ENSG00000071051,ENSG00000074966,ENSG00000105647,ENSG00000115290,ENSG00000117461,ENSG00000127947,ENSG00000131746,ENSG00000134215,ENSG00000141738,ENSG00000145715,ENSG00000149177,ENSG00000158092,ENSG00000160293,ENSG00000176105,ENSG00000197943,ENSG00000198753",Original,EMD Serono,MET kinase inhibitor,Oncology,NSCLC,non-small cell lung carcinoma,EFO_0003060,NA,Original,Serious,"P,O,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3545311,2017,Alunbrig,Brigatinib,BRIGATINIB,"ENSG00000171094,ENSG00000146648","ENSG00000105976,ENSG00000141736,ENSG00000146648,ENSG00000157168,ENSG00000165731,ENSG00000171094,ENSG00000178568,ENSG00000039068,ENSG00000044115,ENSG00000065361,ENSG00000080824,ENSG00000081237,ENSG00000091831,ENSG00000092820,ENSG00000096384,ENSG00000096968,ENSG00000097007,ENSG00000101213,ENSG00000110395,ENSG00000111252,ENSG00000111679,ENSG00000113263,ENSG00000124181,ENSG00000127329,ENSG00000132155,ENSG00000133124,ENSG00000134853,ENSG00000137193,ENSG00000138363,ENSG00000138698,ENSG00000141968,ENSG00000142208,ENSG00000143294,ENSG00000143322,ENSG00000144554,ENSG00000145675,ENSG00000153707,ENSG00000165025,ENSG00000168036,ENSG00000168610,ENSG00000179295,ENSG00000182511,ENSG00000185499,ENSG00000197122,ENSG00000198561,ENSG00000254087,ENSG00000160691,ENSG00000172757,ENSG00000177885,ENSG00000115904,ENSG00000044574,ENSG00000101336,ENSG00000110711,ENSG00000117450,ENSG00000126581,ENSG00000196154,ENSG00000136205,ENSG00000067182,ENSG00000115415,ENSG00000170581,ENSG00000000938,ENSG00000006125,ENSG00000011485,ENSG00000033327,ENSG00000043462,ENSG00000050748,ENSG00000069869,ENSG00000071051,ENSG00000071537,ENSG00000087586,ENSG00000088930,ENSG00000092758,ENSG00000099942,ENSG00000100324,ENSG00000100351,ENSG00000100485,ENSG00000101182,ENSG00000102606,ENSG00000103266,ENSG00000105401,ENSG00000105647,ENSG00000107263,ENSG00000107295,ENSG00000107643,ENSG00000109458,ENSG00000109971,ENSG00000113070,ENSG00000113580,ENSG00000115145,ENSG00000115325,ENSG00000117461,ENSG00000120694,ENSG00000123384,ENSG00000123908,ENSG00000124882,ENSG00000126561,ENSG00000127191,ENSG00000127824,ENSG00000127947,ENSG00000131746,ENSG00000136235,ENSG00000137076,ENSG00000137267,ENSG00000137462,ENSG00000137486,ENSG00000138798,ENSG00000140575,ENSG00000140600,ENSG00000141480,ENSG00000142192,ENSG00000142627,ENSG00000142949,ENSG00000144749,ENSG00000145715,ENSG00000146674,ENSG00000147010,ENSG00000149177,ENSG00000149269,ENSG00000149428,ENSG00000151834,ENSG00000154229,ENSG00000158092,ENSG00000158402,ENSG00000159352,ENSG00000161203,ENSG00000166313,ENSG00000166598,ENSG00000167552,ENSG00000169045,ENSG00000169047,ENSG00000169139,ENSG00000169398,ENSG00000170312,ENSG00000171132,ENSG00000174437,ENSG00000174808,ENSG00000176105,ENSG00000178078,ENSG00000183020,ENSG00000184144,ENSG00000188191,ENSG00000189043,ENSG00000196961,ENSG00000197943,ENSG00000198399,ENSG00000198668,ENSG00000213658,ENSG00000253729",Original,Ariad Pharmaceuticals/Takeda,ALK inhibitor,Oncology,ALK-positive NSCLC,non-small cell lung carcinoma,EFO_0003060,NA,Original,Serious,"P,O,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
"CHEMBL3237547,CHEMBL1201129",2020,Inqovi,"Cedazuridine, decitabine","CEDAZURIDINE,DECITABINE","ENSG00000158825,ENSG00000119772,ENSG00000130816","ENSG00000106462,ENSG00000119772,ENSG00000163041,ENSG00000109101,ENSG00000198945",Original,Otsuka,Cytidine deaminase inhibitor; nucleoside metabolic inhibitor,Other indication,Myelodysplastic syndromes,myelodysplastic syndrome,EFO_0000198,NA,Original,Serious,"P,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3707357,2019,Beovu,Brolucizumab,BROLUCIZUMAB,ENSG00000112715,"ENSG00000099250,ENSG00000112715",Original,Novartis,VEGF inhibitor,Other indication,Wet age-related macular degeneration,macular degeneration,EFO_0009606,NA,Original,Not concordant,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1089318,2020,Ongentys,Opicapone,OPICAPONE,ENSG00000093010,"ENSG00000103266,ENSG00000109501,ENSG00000099377",Original,Neurocrine,COMT inhibitor,Other indication,Parkinson disease,parkinson disease,MONDO_0005180,NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2105720,2015,Zurampic,Lesinurad,LESINURAD,ENSG00000197891,NA,Original,AstraZeneca,URAT1 inhibitor,Other indication,Gout,gout,EFO_0004274,NA,Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4298124,2021,Jemperli,Dostarlimab,Dostarlimab,ENSG00000188389,"ENSG00000120217,ENSG00000179295,ENSG00000197646,ENSG00000006125",Original,GlaxoSmithKline,PD1-targeted mAb,Oncology,Endometrial cancer,endometrial cancer,MONDO_0011962,NA,Original,Serious,"P,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1269025,2015,Savaysa,Edoxaban,EDOXABAN,ENSG00000126218,"ENSG00000117601,NA",Original,Daiichi Sankyo,Factor Xa inhibitor,Other indication,"Risk of stroke and systemic embolism in NVAF, and deep vein thrombosis",atrial fibrillation; deep vein thrombosis,"EFO_0000275,EFO_0003907",NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1743029,2018,Trogarzo,Ibalizumab,IBALIZUMAB,ENSG00000010610,ENSG00000160791,Interactor,TaiMed Biologics/Theratechnologies,CD4 antibody,Other indication,HIV,hiv infection,EFO_0000764,NA,Original,Serious,"P,O,B,F",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL2364639,2017,Ingrezza,Valbenazine,VALBENAZINE,ENSG00000165646,"ENSG00000173250,ENSG00000139514,ENSG00000180871,NA",Original,Neurocrine Biosciences,VMAT2 inhibitor,Other indication,Tardive dyskinesia,movement disorder,EFO_0004280,NA,Original,Not concordant,"P,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3989868,2020,Tukysa,Tucatinib,TUCATINIB,ENSG00000141736,"ENSG00000065361,ENSG00000072274,ENSG00000080824,ENSG00000081237,ENSG00000082898,ENSG00000085832,ENSG00000096384,ENSG00000097007,ENSG00000101213,ENSG00000111252,ENSG00000113263,ENSG00000123983,ENSG00000124181,ENSG00000127329,ENSG00000135605,ENSG00000141736,ENSG00000141968,ENSG00000143322,ENSG00000145675,ENSG00000146648,ENSG00000152894,ENSG00000153201,ENSG00000157168,ENSG00000162434,ENSG00000163399,ENSG00000165025,ENSG00000168610,ENSG00000178568,ENSG00000179295,ENSG00000197122",Original,Seagen,HER2 kinase inhibitor,Oncology,HER2-positive breast cancer,HER2 Positive Breast Carcinoma,EFO_1000294,NA,Original,Serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2108675,2017,Dupixent,Dupilumab,DUPILUMAB,ENSG00000077238,"ENSG00000077238,ENSG00000111679,ENSG00000113520,ENSG00000131724,ENSG00000166888",Original,Regeneron/Sanofi,IL-4Ralpha antagonist,Other indication,Atopic dermatitis,atopic eczema,EFO_0000274,"HP_0000964,MONDO_0002406",Original,Not serious,"P,B",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3545262,2020,Trodelvy,Sacituzumab govitecan,SACITUZUMABGOVITECAN,"ENSG00000198900,ENSG00000184292","ENSG00000091831,ENSG00000097007,ENSG00000122566,ENSG00000136997,ENSG00000147140,ENSG00000181163",Original,Immunomedics/Gilead,"TROP2-directed ADC, with topoisomerase inhibitor",Oncology,Triple-negative breast cancer (and advanced or metastatic urothelial cancer (mUC)*),triple-negative breast cancer; urothelial carcinoma,"EFO_0005537,EFO_0008528",NA,Original,Serious,"P,B,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3813873,2019,Turalio,Pexidartinib,PEXIDARTINIB,"ENSG00000182578,ENSG00000122025,ENSG00000157404",NA,Original,Daiichi Sankyo,"CSF1R, KIT and FLT3 inhibitor",Oncology,Tenosynovial giant cell tumour,Tenosynovial Giant Cell Tumor,EFO_1000562,MONDO_0002171,Related,Serious,"P,O,B",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3301610,2017,Verzenio,Abemaciclib,ABEMACICLIB,"ENSG00000105810,ENSG00000135446","ENSG00000110092,ENSG00000179750",Interactor,Eli Lilly,CDK4/6 inhibitor,Oncology,"HR-positive, HER2-negative breast cancer",HER2 negative breast carcinoma,EFO_0009780,EFO_0000305,Related,Serious,"P,B,F",TRUE,TRUE,TRUE,FALSE,FALSE
CHEMBL3353410,2015,Tagrisso,Osimertinib,OSIMERTINIB,ENSG00000146648,"ENSG00000105976,ENSG00000141736,ENSG00000146648,ENSG00000157168,ENSG00000165731,ENSG00000178568,ENSG00000039068,ENSG00000044115,ENSG00000065361,ENSG00000080824,ENSG00000081237,ENSG00000091831,ENSG00000092820,ENSG00000096384,ENSG00000096968,ENSG00000097007,ENSG00000101213,ENSG00000110395,ENSG00000111252,ENSG00000111679,ENSG00000113263,ENSG00000124181,ENSG00000127329,ENSG00000132155,ENSG00000133124,ENSG00000134853,ENSG00000137193,ENSG00000138363,ENSG00000138698,ENSG00000141968,ENSG00000142208,ENSG00000143294,ENSG00000143322,ENSG00000144554,ENSG00000145675,ENSG00000153707,ENSG00000165025,ENSG00000168036,ENSG00000168610,ENSG00000179295,ENSG00000182511,ENSG00000185499,ENSG00000197122,ENSG00000198561,ENSG00000254087,ENSG00000160691,ENSG00000172757,ENSG00000177885,ENSG00000115904,ENSG00000044574,ENSG00000101336,ENSG00000110711,ENSG00000117450,ENSG00000126581,ENSG00000196154,ENSG00000136205,ENSG00000067182,ENSG00000115415,ENSG00000170581,ENSG00000000938,ENSG00000006125,ENSG00000011485,ENSG00000033327,ENSG00000043462,ENSG00000050748,ENSG00000069869,ENSG00000071051,ENSG00000071537,ENSG00000087586,ENSG00000088930,ENSG00000092758,ENSG00000099942,ENSG00000100324,ENSG00000100351,ENSG00000100485,ENSG00000101182,ENSG00000102606,ENSG00000103266,ENSG00000105401,ENSG00000105647,ENSG00000107263,ENSG00000107295,ENSG00000107643,ENSG00000109458,ENSG00000109971,ENSG00000113070,ENSG00000113580,ENSG00000115145,ENSG00000115325,ENSG00000117461,ENSG00000120694,ENSG00000123384,ENSG00000123908,ENSG00000124882,ENSG00000126561,ENSG00000127191,ENSG00000127824,ENSG00000127947,ENSG00000131746,ENSG00000136235,ENSG00000137076,ENSG00000137267,ENSG00000137462,ENSG00000137486,ENSG00000138798,ENSG00000140575,ENSG00000140600,ENSG00000141480,ENSG00000142192,ENSG00000142627,ENSG00000142949,ENSG00000144749,ENSG00000145715,ENSG00000146674,ENSG00000147010,ENSG00000149177,ENSG00000149269,ENSG00000149428,ENSG00000151834,ENSG00000154229,ENSG00000158092,ENSG00000158402,ENSG00000159352,ENSG00000161203,ENSG00000166313,ENSG00000166598,ENSG00000167552,ENSG00000169045,ENSG00000169047,ENSG00000169139,ENSG00000169398,ENSG00000170312,ENSG00000171132,ENSG00000174437,ENSG00000174808,ENSG00000176105,ENSG00000178078,ENSG00000183020,ENSG00000184144,ENSG00000188191,ENSG00000189043,ENSG00000196961,ENSG00000197943,ENSG00000198399,ENSG00000198668,ENSG00000213658,ENSG00000253729",Original,AstraZeneca,EGFR inhibitor,Oncology,NSCLC with EGFRT790M mutations,non-small cell lung carcinoma,EFO_0003060,NA,Original,Serious,"P,O,B,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4585668,2021,Welireg,Belzutifan,Belzutifan,ENSG00000116016,ENSG00000134086,Interactor,Merck & Co.,HIF-2alpha inhibitor,Oncology,von Hippel-Lindau disease,von Hippel-Lindau disease,MONDO_0008667,EFO_0000681,Related,Serious,"P,O",TRUE,TRUE,TRUE,FALSE,FALSE
"CHEMBL426084,CHEMBL715",2021,Lybalvi,"Olanzapine, samidorphan","samidorphan,Olanzapine","ENSG00000112038,ENSG00000116329,ENSG00000082556,ENSG00000102468,ENSG00000147246,ENSG00000151577,ENSG00000069696,ENSG00000149295","ENSG00000162975,ENSG00000078369,ENSG00000102468,ENSG00000118432,ENSG00000128271,ENSG00000142192,ENSG00000142319,ENSG00000147246,ENSG00000147955,ENSG00000162946,ENSG00000164082,ENSG00000180720,ENSG00000103042,ENSG00000132965,ENSG00000174437,ENSG00000205279,ENSG00000134640,ENSG00000149295,NA",Original,Alkermes,Atypical antipsychotic and opioid antagonist,Other indication,Schizophrenia and bipolar I disorder,Schizophrenia; bipolar I disorder,"MONDO_0005090,EFO_0009963",NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL190461,2018,Epidiolex,Cannabidiol,CANNABIDIOL,ENSG00000118432,NA,Original,GW Pharmaceuticals,Cannabinoid,Other indication,Dravet syndrome and Lennox-Gastaut syndrome,Dravet syndrome; Lennox-Gastaut syndrome,"Orphanet_33069,MONDO_0016532",MONDO_0020072,Related,Serious,"P,O,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL4101807,2019,Oxbryta,Voxelotor,VOXELOTOR,"ENSG00000206172,ENSG00000244734,ENSG00000188536","ENSG00000244734,ENSG00000130656,ENSG00000169877,ENSG00000176155,ENSG00000188536,ENSG00000206172,ENSG00000196565,ENSG00000213931",Original,Global Blood Therapeutics,Haemoglobin S polymerization inhibitor,Other indication,SCD (sickle cell disease),sickle cell anemia,MONDO_0011382,NA,Original,Serious,"P,O,B,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2105719,2018,Vizimpro,Dacomitinib,DACOMITINIB,"ENSG00000178568,ENSG00000146648,ENSG00000141736","ENSG00000105976,ENSG00000141736,ENSG00000146648,ENSG00000157168,ENSG00000165731,ENSG00000178568,ENSG00000039068,ENSG00000044115,ENSG00000065361,ENSG00000072274,ENSG00000080824,ENSG00000081237,ENSG00000082898,ENSG00000085832,ENSG00000091831,ENSG00000092820,ENSG00000096384,ENSG00000096968,ENSG00000097007,ENSG00000101213,ENSG00000110395,ENSG00000111252,ENSG00000111679,ENSG00000113263,ENSG00000123983,ENSG00000124181,ENSG00000127329,ENSG00000132155,ENSG00000133124,ENSG00000134853,ENSG00000135605,ENSG00000137193,ENSG00000138363,ENSG00000138698,ENSG00000141968,ENSG00000142208,ENSG00000143294,ENSG00000143322,ENSG00000144554,ENSG00000145675,ENSG00000152894,ENSG00000153201,ENSG00000153707,ENSG00000162434,ENSG00000163399,ENSG00000165025,ENSG00000168036,ENSG00000168610,ENSG00000179295,ENSG00000182511,ENSG00000185338,ENSG00000185499,ENSG00000197122,ENSG00000198561,ENSG00000254087,ENSG00000075624,ENSG00000160691,ENSG00000172757,ENSG00000177885,ENSG00000115904,ENSG00000044574,ENSG00000101336,ENSG00000110711,ENSG00000117450,ENSG00000126581,ENSG00000196154,ENSG00000136205,ENSG00000067182,ENSG00000115415,ENSG00000170581,ENSG00000000938,ENSG00000006125,ENSG00000007264,ENSG00000010810,ENSG00000011485,ENSG00000033327,ENSG00000043462,ENSG00000050748,ENSG00000069869,ENSG00000070159,ENSG00000071051,ENSG00000071537,ENSG00000074966,ENSG00000078747,ENSG00000087586,ENSG00000088930,ENSG00000090776,ENSG00000092758,ENSG00000099942,ENSG00000100324,ENSG00000100351,ENSG00000100485,ENSG00000101182,ENSG00000102606,ENSG00000103266,ENSG00000105401,ENSG00000105647,ENSG00000107263,ENSG00000107295,ENSG00000107643,ENSG00000109458,ENSG00000109971,ENSG00000113070,ENSG00000113580,ENSG00000115145,ENSG00000115325,ENSG00000117461,ENSG00000120694,ENSG00000123384,ENSG00000123908,ENSG00000124882,ENSG00000126561,ENSG00000127191,ENSG00000127824,ENSG00000127947,ENSG00000131746,ENSG00000132535,ENSG00000134215,ENSG00000136235,ENSG00000137076,ENSG00000137267,ENSG00000137462,ENSG00000137486,ENSG00000138095,ENSG00000138798,ENSG00000140575,ENSG00000140600,ENSG00000141480,ENSG00000141738,ENSG00000142192,ENSG00000142627,ENSG00000142949,ENSG00000144749,ENSG00000145715,ENSG00000146674,ENSG00000147010,ENSG00000149177,ENSG00000149269,ENSG00000149428,ENSG00000151834,ENSG00000154229,ENSG00000158092,ENSG00000158402,ENSG00000159352,ENSG00000160293,ENSG00000161203,ENSG00000166313,ENSG00000166598,ENSG00000167552,ENSG00000169045,ENSG00000169047,ENSG00000169139,ENSG00000169398,ENSG00000170312,ENSG00000171132,ENSG00000173406,ENSG00000174437,ENSG00000174808,ENSG00000176105,ENSG00000178078,ENSG00000183020,ENSG00000184144,ENSG00000188191,ENSG00000189043,ENSG00000196961,ENSG00000197943,ENSG00000198399,ENSG00000198668,ENSG00000213658,ENSG00000253729",Original,Pfizer,EGFR inhibitor,Oncology,EGFR-mutated NSCLC,non-small cell lung carcinoma,EFO_0003060,NA,Original,Serious,"P,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2035187,2022,Vonjo,Pacritinib,Pacritinib,"ENSG00000096968,ENSG00000122025","ENSG00000096968,ENSG00000097007,ENSG00000117400,ENSG00000122025,ENSG00000179295",Original,CTI Biopharma,JAK2 inhibitor,Oncology,Myelofibrosis,myelofibrosis,MONDO_0044903,NA,Original,Serious,"P,O,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3894860,2021,Cosela,Trilaciclib,Trilaciclib,"ENSG00000135446,ENSG00000105810","ENSG00000096384,ENSG00000106462,ENSG00000110092,ENSG00000111087,ENSG00000111276,ENSG00000112576,ENSG00000118689,ENSG00000118971,ENSG00000119866,ENSG00000123080,ENSG00000124762,ENSG00000136754,ENSG00000136997,ENSG00000137497,ENSG00000139687,ENSG00000140464,ENSG00000143379,ENSG00000147130,ENSG00000147889,ENSG00000148516,ENSG00000159216,ENSG00000161405,ENSG00000161547,ENSG00000171843,ENSG00000065328,ENSG00000103479",Original,G1 Therapeutics,CDK4 and CDK6 kinase inhibitor,Oncology,Chemotherapy-induced myelosuppression,myelosuppression; small cell lung carcinoma,"EFO_0007053,EFO_0000702",NA,Original,Serious,"P,B",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4298047,2020,Monjuvi,Tafasitamab,TAFASITAMAB,ENSG00000177455,NA,Original,MorphoSys,CD19-directed mAb,Oncology,DLBCL,diffuse large b-cell lymphoma,EFO_0000403,EFO_1001938,Related,Serious,"P,O,B,A,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL2364655,2015,Repatha,Evolocumab,EVOLOCUMAB,ENSG00000169174,ENSG00000130164,Interactor,Amgen,PCSK9 inhibitor,Other indication,LDL lowering,LDL cholesterol change measurement,EFO_0007804,NA,Original,Not serious,"S,O",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL2105737,2015,Odomzo,Sonidegib,SONIDEGIB,ENSG00000128602,ENSG00000185920,Original,Novartis,Smoothened inhibitor,Oncology,Basal cell carcinoma,basal cell carcinoma,EFO_0004193,NA,Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL502835,2014,Ofev,Nintedanib,NINTEDANIB,"ENSG00000102755,ENSG00000037280,ENSG00000128052,ENSG00000066468,ENSG00000077782,ENSG00000160867,ENSG00000134853,ENSG00000113721,ENSG00000068078","ENSG00000102678,ENSG00000111679,ENSG00000125968,ENSG00000197461,ENSG00000140320",Interactor,Boehringer Ingelheim,"Kinase inhibitor against PDGFRs, FGFRs, VEGFRs and FLT3",Other indication,IPF (idiopathic pulmonary fibrosis),idiopathic pulmonary fibrosis,EFO_0000768,NA,Original,Serious,"P,O,B,F",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL3989986,2018,Ultomiris,Ravulizumab,RAVULIZUMAB,ENSG00000106804,ENSG00000244414,Interactor,Alexion,Complement inhibitor,Other indication,"Paroxysmal nocturnal haemoglobinuria, atypical hemolytic uremic syndrome (*), generalized myasthenia gravis AChR+ (*)","paroxysmal nocturnal hemoglobinuria, atypical hemolytic-uremic syndrome, Myasthenia gravis","MONDO_0100244,MONDO_0016244,EFO_0004991",NA,Related,Serious,"S,O",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL1743081,2021,Adbry,Tralokinumab,Tralokinumab,ENSG00000169194,"ENSG00000123496,ENSG00000131724,NA",Original,LEO Pharma,IL-13-targeted mAb,Other indication,Atopic dermatitis,atopic eczema,EFO_0000274,"HP_0000964,MONDO_0002406",Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297566,2021,Amondys 45,Casimersen,Casimersen,ENSG00000198947,"ENSG00000101400,NA",Original,Sarepta,Exon 45-skipping ASO,Other indication,DMD,Duchenne muscular dystrophy,MONDO_0010679,NA,Original,Serious,"P,O,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
