Brand_name,Drug_name_original,Drug_name,Sponsor,DrugId,Properties,Indication,Indication_EFO,DiseaseId,TA,Review_type,Year,targetIds,has_GE
Scemblix,Asciminib,Asciminib,Novartis,CHEMBL4208229,ABL/BCR-ABL1  kinase inhibitor,Ph+ CML,Blast Phase Chronic Myelogenous Leukemia; BCR-ABL1 Positive,EFO_1000131,Oncology,"P, O, B, A",2021,ENSG00000097007,TRUE
Besremi,Ropeginterferon alfa-2b,Ropeginterferon alfa-2b,Pharmaessentia,CHEMBL4297819,PEGylated interferon alpha-2b,Polycythaemia vera,polycythemia vera,EFO_0002429,Oncology,"S, O",2021,"ENSG00000142166, ENSG00000159110",TRUE
Voxzogo,Vosoritide,Vosoritide,Biomarin,CHEMBL3707276,CNP analogue,Achondroplasia,achondroplasia,MONDO_0007037,Other,"P, O, A",2021,ENSG00000159899,TRUE
Livtencity,Maribavir,Maribavir,Takeda,CHEMBL515408,CMV pUL97 kinase inhibitor,Post-transplant CMV infection,NA,NA,Infectious,"P, O, B",2021,NA,NA
Cytalux,Pafolacianine,Pafolacianine,On Target Labs,CHEMBL4297412,Fluorescent FR imaging agent,Ovarian cancer imaging,ovarian carcinoma,EFO_0001075,Imaging,"P, O",2021,ENSG00000110195,FALSE
Vyvgart,Efgartigimod alfa,Efgartigimod alfa,Argenx,CHEMBL4297551,FcRn-binding Fc fragment,Myasthenia gravis,NA,EFO_0004991,Other,"S, O",2021,ENSG00000104870,FALSE
Tezspire,Tezepelumab,Tezepelumab,Astrazeneca/Amgen,CHEMBL3707229,TSLP-targeted mAb,Severe asthma,asthma,MONDO_0004979,Respiratory,P,2021,ENSG00000145777,TRUE
Leqvio,Inclisiran,Inclisiran,Novartis/Alnylam,CHEMBL3990033,PCSK9-targeted siRNA,HeFH or ASCVD,coronary atherosclerosis,MONDO_0021661,Cardiovascular,S,2021,ENSG00000169174,TRUE
Adbry,Tralokinumab,Tralokinumab,LEO Pharma,CHEMBL1743081,IL-13-targeted mAb,Atopic dermatitis,atopic eczema,EFO_0000274,Dermatology,S,2021,ENSG00000169194,TRUE
Cibinqo,Abrocitinib,Abrocitinib,Pfizer,CHEMBL3655081,JAK inhibitor,Atopic dermatitis,"atopic eczema, Eczema",EFO_0000274; HP_0000964,Dermatology,"P, B",2022,"ENSG00000162434, ENSG00000166888",TRUE
Krazati,Adagrasib,Adagrasib,Mirati,CHEMBL4594350,KRAS-G12C inhibitor,KRASG12C-mutated NSCLC,non-small cell lung carcinoma,EFO_0003060,Oncology,"S, O, B, A",2022,ENSG00000133703,TRUE
NexoBrid,Anacaulase,Anacaulase,Mediwound,NA,Proteolytic enzymes from pineapple plants,Eschar removal after thermal burns,NA,NA,Other,"S, O",2022,NA,NA
Quviviq,Daridorexant,Daridorexant,Idorsia,CHEMBL4297590,Orexin receptor antagonist,Insomnia,insomnia,EFO_0004698,Other,S,2022,"ENSG00000137252, ENSG00000121764",TRUE
Daxxify,DaxibotulinumtoxinA,DaxibotulinumtoxinA,Revance,CHEMBL3707359,Botulinum toxin,Glabellar lines,Facial wrinkling,HP_0009762,Other,S,2022,ENSG00000132639,FALSE
Sotyktu,Deucravacitinib,Deucravacitinib,Bristol Myers Squibb,CHEMBL4435170,TYK2 inhibitor,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,Dermatology,S,2022,ENSG00000105397,TRUE
Rolvedon,Eflapegrastim,Eflapegrastim,Spectrum,CHEMBL3833384,Leukocyte growth factor,"Incidence of infection in non-myeloid malignancies, with myelosuppressive drugs",infection,EFO_0000544,Infectious,S,2022,ENSG00000119535,TRUE
Vabysmo,Faricimab,Faricimab,Roche/Genentech,CHEMBL4297750,VEGF _ ANG2 bispecific antibody,nAMD and DME,age-related macular degeneration,EFO_0001365,Ophthalmology,S,2022,"ENSG00000112715, ENSG00000091879",TRUE
Lytgobi,Futibatinib,Futibatinib,Taiho Oncology,CHEMBL3701238,FGFR kinase inhibitor,FGFR2-aberrant intrahepatic cholangiocarcinoma,intrahepatic cholangiocarcinoma,EFO_1001961,Oncology,"P, O, B, A",2022,"ENSG00000068078, ENSG00000077782, ENSG00000160867, ENSG00000066468",TRUE
Elucirem,Gadopiclenol,Gadopiclenol,Guerbet,CHEMBL4297634,Gadolinium-based contrast agent,Lesions with abnormal vascularity,NA,NA,Imaging,P,2022,NA,NA
Ztalmy,Ganaxolone,Ganaxolone,Marinus,CHEMBL1568698,GABAA receptor positive allosteric modulator,Seizures associated with CDD,Epileptic encephalopathy,HP_0200134,Other,"P, O",2022,"ENSG00000094755, ENSG00000163288, ENSG00000102287, ENSG00000166206, ENSG00000145863, ENSG00000022355, ENSG00000113327, ENSG00000187730, ENSG00000011677, ENSG00000268089, ENSG00000145864, ENSG00000151834, ENSG00000186297, ENSG00000182256, ENSG00000109158, ENSG00000163285",TRUE
Sunlenca,Lenacapavir,Lenacapavir,Gilead,CHEMBL4594438,HIV-1 capsid inhibitor,HIV-1 infection,HIV-1 infection,EFO_0000180,Infectious,"P, B",2022,NA,NA
Pluvicto,Lutetium Lu-177 vipivotide tetraxetan,Lutetium Lu-177 vipivotide tetraxetan,Novartis,CHEMBL4594406,PSMA-binding radioligand therapeutic agent,PSMA-positive prostate cancer,prostate carcinoma,EFO_0001663,Oncology,"P, B",2022,ENSG00000142515,TRUE
Camzyos,Mavacamten,Mavacamten,Bristol Myers Squibb,CHEMBL4297517,Cardiac myosin inhibitor,Classes of obstructive HCM (Hypertrophic Obstructive Cardiomyopathy),hypertrophic cardiomyopathy,EFO_0000538,Cardiovascular,"S, O, B",2022,ENSG00000092054,TRUE
Elahere,Mirvetuximab soravtansine,Mirvetuximab soravtansine,ImmunoGen,CHEMBL3545132,FR_-targeted antibody-drug conjugate,Ovarian cancer,ovarian carcinoma,EFO_0001075,Oncology,"P, O, A",2022,"ENSG00000110195, ENSG00000127824, ENSG00000152086, ENSG00000261456, ENSG00000101162, ENSG00000188229, ENSG00000104833, ENSG00000258947, ENSG00000123416, ENSG00000198033, ENSG00000167553, ENSG00000137285, ENSG00000167552, ENSG00000176014, ENSG00000137267, ENSG00000196230",TRUE
Pyrukynd,Mitapivat,Mitapivat,Agios,CHEMBL4299940,Pyruvate kinase activator,Haemolytic anaemia due to PK deficiency,hemolytic anemia,EFO_0005558,Other,"P, O",2022,ENSG00000143627,TRUE
Lunsumio,Mosunetuzumab,Mosunetuzumab,Roche/Genentech,CHEMBL4297788,CD20 _ CD3 bispecific antibody,Follicular lymphoma,follicular lymphoma,MONDO_0018906,Oncology,"P, O, B, A",2022,"ENSG00000167286, ENSG00000156738, ENSG00000198851, ENSG00000160654",TRUE
Xenpozyme,Olipudase alfa,Olipudase alfa,Sanofi/Genzyme,CHEMBL3707358,Acid sphingomyelinase ERT,Acid sphingomyelinase deficiency,acid sphingomyelinase deficiency,MONDO_0100464,Other,"P, O, B",2022,ENSG00000166311,TRUE
Rezlidhia,Olutasidenib,Olutasidenib,Rigel/Forma,CHEMBL4297610,IDH1 inhibitor,IDH1-mutated AML,acute myeloid leukemia,EFO_0000222,Oncology,"S, O",2022,ENSG00000138413,TRUE
Omlonti,Omidenepag isopropyl,Omidenepag isopropyl,Santen,CHEMBL4297666,Prostaglandin E2 receptor agonist,Intraocular pressure in open-angle glaucoma or ocular hypertension,"ocular hypertension, open-angle glaucoma",EFO_1001069; EFO_0004190,Ophthalmology,S,2022,ENSG00000125384,FALSE
Vivjoa,Oteseconazole,Oteseconazole,Mycovia,CHEMBL3311228,Azole antifungal,Vulvovaginal candidiasis,vulvovaginal candidiasis,EFO_0007543,Infectious,P,2022,NA,NA
Vonjo,Pacritinib,Pacritinib,CTI Biopharma,CHEMBL2035187,JAK2 inhibitor,Myelofibrosis,myelofibrosis,MONDO_0044903,Oncology,"P, O, A",2022,"ENSG00000096968, ENSG00000122025",TRUE
Opdualag,Relatlimab; nivolumab,Relatlimab,Bristol Myers Squibb,CHEMBL3990044,LAG3-targeted mAb plus PD1-targeted mAb,Melanoma,melanoma,EFO_0000756,Oncology,"P, O",2022,ENSG00000089692,TRUE
Opdualag,Relatlimab; nivolumab,nivolumab,Bristol Myers Squibb,CHEMBL2108738,LAG3-targeted mAb plus PD1-targeted mAb,Melanoma,melanoma,EFO_0000756,Oncology,"P, O",2022,"ENSG00000188389, ENSG00000120217",TRUE
Relyvrio,Sodium phenylbutyrate; taurursodiol,Sodium phenylbutyrate,Amylyx,CHEMBL1746,Mechanism unknown,Amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,MONDO_0004976,Other,"P, O",2022,NA,NA
Relyvrio,Sodium phenylbutyrate; taurursodiol,taurursodiol,Amylyx,CHEMBL272427,Mechanism unknown,Amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,MONDO_0004976,Other,"P, O",2022,NA,NA
Spevigo,Spesolimab,Spesolimab,Boehringer Ingelheim,CHEMBL4297911,IL-36R-targeted mAb,Generalized pustular psoriasis flares,"psoriasis 14, pustular",MONDO_0013626,Dermatology,"P, O, B",2022,"ENSG00000115598, ENSG00000196083, ENSG00000136695",TRUE
Enjaymo,Sutimlimab,Sutimlimab,Bioverativ,CHEMBL4297832,C1s-targeted mAb,RBC transfusion due to haemolysis in CAD (cold agglutinin disease),"Anemia, Hemolytic, Autoimmune",EFO_1001264,Autoimmune,"P, O, B",2022,ENSG00000182326,FALSE
Vtama,Tapinarof,Tapinarof,Dermavant,CHEMBL259571,Aryl hydrocarbon receptor agonist,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,Dermatology,S,2022,ENSG00000106546,TRUE
Kimmtrak,Tebentafusp,Tebentafusp,Immunocore,CHEMBL4297990,gp100 peptide HLA _ CD3 bispecific T-cell engager,Uveal melanoma,Uveal Melanoma,EFO_1000616,Oncology,"P, O, B",2022,ENSG00000185664,FALSE
Tecvayli,Teclistamab,Teclistamab,J&J,CHEMBL4594505,BCMA _ CD3 bispecific antibody,Multiple myeloma,multiple myeloma,EFO_0001378,Oncology,"P, O, B, A",2022,"ENSG00000048462, ENSG00000160654, ENSG00000198851, ENSG00000167286",TRUE
Tzield,Teplizumab,Teplizumab,Provention Bio,CHEMBL1743078,CD3-targeted antibody,Delay onset of type 1 diabetes,type 1 diabetes mellitus,MONDO_0005147,Autoimmune,"P, B",2022,"ENSG00000198851, ENSG00000081237, ENSG00000198821",TRUE
Terlivaz,Terlipressin,Terlipressin,Mallinckrodt,CHEMBL2135460,Vasopressin receptor agonist,Kidney function in hepatorenal syndrome,Hepatorenal syndrome,MONDO_0001382,Other,"P, O",2022,ENSG00000166148,FALSE
Mounjaro,Tirzepatide,Tirzepatide,Eli Lilly,CHEMBL4297839,GIP receptor and GLP1 receptor agonist,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,Autoimmune,S,2022,"ENSG00000010310, ENSG00000112164",TRUE
Imjudo,Tremelimumab,Tremelimumab,AstraZeneca,CHEMBL2108658,CTLA4-targeted mAb,Hepatocellular carcinoma,hepatocellular carcinoma,EFO_0000182,Oncology,"S, O",2022,ENSG00000163599,TRUE
Briumvi,Ublituximab,Ublituximab,TG Therapeutics,CHEMBL2108354,CD20-targeted mAb,Relapsing forms of multiple sclerosis,relapsing-remitting multiple sclerosis,EFO_0003929,Other,S,2022,ENSG00000156738,FALSE
Voquezna Triple Pak,Vonoprazan; amoxicillin; clarithromycin,Vonoprazan,Phathom,CHEMBL2079130,Potassium-competitive acid blocker plus a penicillin class antibacterial plus a macrolide antimicrobial,Helicobacter pylori infection,Helicobacter pylori infectious disease,EFO_1000961,Infectious,P,2022,"ENSG00000186009, ENSG00000105675",NA
Voquezna Triple Pak,Vonoprazan; amoxicillin; clarithromycin,amoxicillin,Phathom,CHEMBL1082,Potassium-competitive acid blocker plus a penicillin class antibacterial plus a macrolide antimicrobial,Helicobacter pylori infection,Helicobacter pylori infectious disease,EFO_1000961,Infectious,P,2022,NA,NA
Voquezna Triple Pak,Vonoprazan; amoxicillin; clarithromycin,clarithromycin,Phathom,CHEMBL1741,Potassium-competitive acid blocker plus a penicillin class antibacterial plus a macrolide antimicrobial,Helicobacter pylori infection,Helicobacter pylori infectious disease,EFO_1000961,Infectious,P,2022,NA,NA
Amvuttra,Vutrisiran,Vutrisiran,Alnylam,CHEMBL4594511,TTR-targeted siRNA,Polyneuropathy of hereditary TTR-mediated amyloidosis,familial amyloid neuropathy,EFO_0004129,Other,"S, O",2022,ENSG00000118271,TRUE
Xenoview,Xenon Xe 129 hyperpolarized,Xenon Xe 129 hyperpolarized,Polarean,CHEMBL4594411,Hyperpolarized contrast agent,MRI-evaluation of lung ventilation,NA,NA,Imaging,S,2022,NA,NA
Trulance,Plecanatide,PLECANATIDE,Synergy Pharmaceuticals,CHEMBL2103867,Guanylate cyclase C agonist,Chronic idiopathic constipation,Chronic constipation,HP_0012450,Gastrointestinal,S,2017,ENSG00000070019,FALSE
Parsabiv,Etelcalcetide,VELCALCETIDE,Amgen/Kai Pharmaceuticals,CHEMBL3545184,Calcium-sensing receptor agonist,Secondary hyperparathyroidism in patients with chronic kidney disease on haemodialysis,hyperparathyroidism,EFO_0008506,Nephrology,S,2017,ENSG00000036828,TRUE
Emflaza,Deflazacort,DEFLAZACORT,PTC Therapeutics,CHEMBL1201891,Corticosteroid,Duchenne muscular dystrophy,Duchenne muscular dystrophy,MONDO_0010679,Neurological,"P, O",2017,ENSG00000113580,FALSE
Siliq,Brodalumab,BRODALUMAB,Valeant Pharmaceuticals,CHEMBL1742996,IL-17RA antagonist,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,Dermatology,S,2017,ENSG00000177663,TRUE
Xermelo,Telotristat etiprate,TELOTRISTAT ETIPRATE,Lexicon Pharmaceuticals,CHEMBL3348963,Tryptophan hydroxylase inhibitor,Carcinoid syndrome diarrhoea,carcinoid syndrome; Diarrhea,EFO_1000852; HP_0002014,Gastrointestinal,"P, O",2017,"ENSG00000129167, ENSG00000139287",FALSE
Kisqali,Ribociclib,RIBOCICLIB,Novartis,CHEMBL3545110,CDK4/6 inhibitor,"HR-positive, HER2-negative breast cancer",HER2 negative breast carcinoma,EFO_0009780,Oncology,"P, B",2017,"ENSG00000105810, ENSG00000135446",TRUE
Xadago,Safinamide,SAFINAMIDE,US WorldMeds,CHEMBL396778,MAO-B inhibitor,Parkinson disease,Parkinson disease,MONDO_0005180,Neurological,S,2017,ENSG00000069535,TRUE
Symproic,Naldemedine,NALDEMEDINE,Shionogi,CHEMBL2105755,Opioid antagonist,Opioid-induced constipation,Constipation,HP_0002019,Gastrointestinal,S,2017,ENSG00000112038,FALSE
Bavencio,Avelumab,AVELUMAB,Merck KGaA/Pfizer,CHEMBL3833373,PDL1-blocking antibody,Merkel cell carcinoma,Merkel cell skin cancer,EFO_1001471,Oncology,"P, O, B, A",2017,ENSG00000120217,TRUE
Zejula,Niraparib,NIRAPARIB,Tesaro,CHEMBL1094636,PARP inhibitor,"Epithelial ovarian, fallopian tube or primary peritoneal cancer",fallopian tube cancer; ovarian epithelial tumor; primary peritoneal carcinoma,MONDO_0002158; MONDO_0002229; MONDO_0015686,Oncology,"P, O, B",2017,"ENSG00000129484, ENSG00000143799",TRUE
Ocrevus,Ocrelizumab,OCRELIZUMAB,Roche/Genentech,CHEMBL2108041,CD20-directed cytolytic antibody,Relapsing or primary progressive forms of multiple sclerosis,chronic progressive multiple sclerosis,EFO_0003840,Neurological,"P, B",2017,ENSG00000156738,FALSE
Dupixent,Dupilumab,DUPILUMAB,Regeneron/Sanofi,CHEMBL2108675,IL-4Ralpha antagonist,Atopic dermatitis,atopic eczema,EFO_0000274,Dermatology,"P, B",2017,ENSG00000077238,TRUE
Austedo,Deutetrabenazine,DUTETRABENAZINE,Teva,CHEMBL3137326,VMAT2 inhibitor,Chorea associated with Huntington disease,chorea; Huntington disease,EFO_0004152; MONDO_0007739,Neurological,"S, O",2017,ENSG00000165646,TRUE
Ingrezza,Valbenazine,VALBENAZINE,Neurocrine Biosciences,CHEMBL2364639,VMAT2 inhibitor,Tardive dyskinesia,movement disorder,EFO_0004280,Neurological/Psychiatric,"P, B",2017,ENSG00000165646,TRUE
Brineura,Cerliponase alfa,CERLIPONASE ALFA,BioMarin Pharmaceutical,CHEMBL3544921,Tripeptidyl peptidase,Tripeptidyl peptidase 1 deficiency (neuronal ceroid lipofuscinosis type 2*),neuronal ceroid lipofuscinosis 2,MONDO_0008769,Neurological,"P, O, B",2017,ENSG00000166340,TRUE
Rydapt,Midostaurin,MIDOSTAURIN,Novartis,CHEMBL608533,FLT3 inhibitor,FLT3-positive AML,"acute myeloid leukemia, FLT3 internal tandem duplication",MONDO_0100415,Oncology,"P, O, B",2017,"ENSG00000163932, ENSG00000115825, ENSG00000166501, ENSG00000171132, ENSG00000163558, ENSG00000184304, ENSG00000065675, ENSG00000126583, ENSG00000027075, ENSG00000067606, ENSG00000154229, ENSG00000128052, ENSG00000122025, ENSG00000157404, ENSG00000134853, ENSG00000113721",TRUE
Tymlos,Abaloparatide,ABALOPARATIDE,Radius Health,CHEMBL3301581,Parathyroid hormone-related protein,Osteoporosis,osteoporosis,EFO_0003882,Endocrine,S,2017,ENSG00000160801,TRUE
Alunbrig,Brigatinib,BRIGATINIB,Ariad Pharmaceuticals/Takeda,CHEMBL3545311,ALK inhibitor,ALK-positive NSCLC,non-small cell lung carcinoma,EFO_0003060,Oncology,"P, O, B, A",2017,"ENSG00000171094, ENSG00000146648",TRUE
Imfinzi,Durvalumab,DURVALUMAB,AstraZeneca,CHEMBL3301587,PDL1-blocking antibody,Urothelial carcinoma,urothelial carcinoma,EFO_0008528,Oncology,"P, B, A",2017,ENSG00000120217,TRUE
Radicava,Edaravone,EDARAVONE,Mitsubishi Tanabe,CHEMBL290916,Unknown (radical scavenger),ALS (amyotrophic lateral sclerosis),amyotrophic lateral sclerosis,MONDO_0004976,Neurological,"S, O",2017,NA,NA
Kevzara,Sarilumab,SARILUMAB,Sanofi/Regeneron,CHEMBL2108730,IL-6 receptor antagonist,Rheumatoid arthritis,rheumatoid arthritis,EFO_0000685,Autoimmune,S,2017,ENSG00000160712,TRUE
Baxdela,Delafloxacin,DELAFLOXACIN,Melinta Therapeutics,CHEMBL2105637,Fluoroquinolone antibacterial,Acute bacterial skin and skin structure infections,staphylococcal skin infections,EFO_1001849,Infectious,P,2017,NA,NA
Bevyxxa,Betrixaban,BETRIXABAN,Portola Pharmaceuticals,CHEMBL512351,FXa inhibitor,Prophylaxis of venous thromboembolism,venous thromboembolism,EFO_0004286,Cardiovascular,P,2017,ENSG00000126218,TRUE
Tremfya,Guselkumab,GUSELKUMAB,Janssen/Johnson & Johnson,CHEMBL2364648,IL-23 blocker,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,Dermatology,P,2017,"ENSG00000113302, ENSG00000110944",TRUE
Nerlynx,Neratinib,NERATINIB,Puma Biotechnology,CHEMBL180022,"EGFR, HER2 and HER4 irreversible kinase inhibitor",HER2-overexpressed breast cancer,HER2 Positive Breast Carcinoma,EFO_1000294,Oncology,S,2017,"ENSG00000178568, ENSG00000146648, ENSG00000141736",TRUE
Vosevi,Sofosbuvir; velpatasvir; voxilaprevir,SOFOSBUVIR,Gilead Sciences,CHEMBL1259059,Nucleotide analogue NS5B polymerase inhibitor plus an NS5A inhibitor plus an NS3/4A protease inhibitor,HCV,hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2017,NA,NA
Vosevi,Sofosbuvir; velpatasvir; voxilaprevir,VELPATASVIR,Gilead Sciences,CHEMBL3545062,Nucleotide analogue NS5B polymerase inhibitor plus an NS5A inhibitor plus an NS3/4A protease inhibitor,HCV,hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2017,NA,NA
Vosevi,Sofosbuvir; velpatasvir; voxilaprevir,VOXILAPREVIR,Gilead Sciences,CHEMBL3707372,Nucleotide analogue NS5B polymerase inhibitor plus an NS5A inhibitor plus an NS3/4A protease inhibitor,HCV,hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2017,NA,NA
Idhifa,Enasidenib mesylate,ENASIDENIB MESYLATE,Celgene/Agios,CHEMBL3989931,IDH2 inhibitor,IDH2-mutated AML,acute myeloid leukemia,EFO_0000222,Oncology,"P, O",2017,ENSG00000182054,TRUE
Mavyret,Glecaprevir; pibrentasvir,GLECAPREVIR,AbbVie,CHEMBL3545363,NS3/4A protease inhibitor plus a NS5A inhibitor,HCV,hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2017,NA,NA
Mavyret,Glecaprevir; pibrentasvir,PIBRENTASVIR,AbbVie,CHEMBL3545123,NS3/4A protease inhibitor plus a NS5A inhibitor,HCV,hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2017,NA,NA
Besponsa,Inotuzumab ozogamicin,INOTUZUMAB OZOGAMICIN,Pfizer,CHEMBL2108611,CD22-directed antibody‚Äìdrug conjugate,B cell precursor ALL,precursor B-cell acute lymphoblastic leukemia,MONDO_0020511,Oncology,"P, O, B",2017,ENSG00000012124,TRUE
Benznidazole,Benznidazole,BENZNIDAZOLE,Chemo Research,CHEMBL110,Nitroimidazole antimicrobial,Chagas disease,Chagas disease,MONDO_0001444,Infectious,"P, O, A",2017,NA,NA
Vabomere,Meropenem; vaborbactam,MEROPENEM,The Medicines Company/Rempex Pharmaceuticals,CHEMBL127,Carbapenem antimicrobial plus a Œ≤-lactamase inhibitor,Complicated urinary tract infections,urinary tract infection,EFO_0003103,Infectious,P,2017,NA,NA
Vabomere,Meropenem; vaborbactam,VABORBACTAM,The Medicines Company/Rempex Pharmaceuticals,CHEMBL3317857,Carbapenem antimicrobial plus a Œ≤-lactamase inhibitor,Complicated urinary tract infections,urinary tract infection,EFO_0003103,Infectious,P,2017,NA,NA
Aliqopa,Copanlisib dihydrochloride,COPANLISIB,Bayer,CHEMBL3218576,PI3Kalpha/Œ¥ inhibitor,Follicular lymphoma,follicular lymphoma,MONDO_0018906,Oncology,"P, O, A",2017,"ENSG00000171608, ENSG00000121879",TRUE
Solosec,Secnidazole,SECNIDAZOLE,Lupin,CHEMBL498847,Nitroimidazole antimicrobial,Bacterial vaginosis,bacterial vaginosis,EFO_0003932,Infectious,P,2017,NA,NA
Verzenio,Abemaciclib,ABEMACICLIB,Eli Lilly,CHEMBL3301610,CDK4/6 inhibitor,"HR-positive, HER2-negative breast cancer",HER2 negative breast carcinoma,EFO_0009780,Oncology,"P, B",2017,"ENSG00000105810, ENSG00000135446",TRUE
Calquence,Acalabrutinib,ACALABRUTINIB,AstraZeneca/Acerta Pharma,CHEMBL3707348,BTK inhibitor,Mantle cell lymphoma,Mantle cell lymphoma,EFO_1001469,Oncology,"P, O, B, A",2017,ENSG00000010671,TRUE
Vyzulta,Latanoprostene bunod,LATANOPROSTENE BUNOD,Bausch and Lomb/Valeant Pharmaceuticals,CHEMBL2364612,Prostaglandin analogue,Intraocular pressure,intraocular pressure measurement,EFO_0004695,Ophthalmology,S,2017,ENSG00000122420,FALSE
Prevymis,Letermovir,LETERMOVIR,Merck & Co.,CHEMBL1241951,CMV DNA terminase complex inhibitor,Prophylaxis of CMV (cytomegalovirus),cytomegalovirus infection,EFO_0001062,Infectious,"P, O, B",2017,NA,NA
Fasenra,Benralizumab,BENRALIZUMAB,AstraZeneca,CHEMBL1742991,IL-5Ralpha-directed monoclonal antibody,Severe asthma,Status Asthmaticus,EFO_0008590,Respiratory,S,2017,ENSG00000091181,FALSE
Mepsevii,Vestronidase alfa,VESTRONIDASE ALFA,Ultragenyx,CHEMBL3707382,Recombinant human lysosomal Œ≤-glucuronidase,Mucopolysaccharidosis VII,mucopolysaccharidosis type 7,MONDO_0009662,Metabolic,"P, O",2017,ENSG00000169919,TRUE
Hemlibra,Emicizumab,EMICIZUMAB,Roche/Genentech,CHEMBL3833393,Bispecific FIX and FX-directed antibody,Haemophilia A,hemophilia A,MONDO_0010602,Hematology,"P, O, B",2017,"ENSG00000126218, ENSG00000101981",TRUE
Ozempic,Semaglutide,SEMAGLUTIDE,Novo Nordisk,CHEMBL2108724,GLP1 receptor agonist,Type 2 diabetes mellitus,type 2 diabetes mellitus,MONDO_0005148,Endocrine,S,2017,ENSG00000112164,TRUE
Xepi,Ozenoxacin,OZENOXACIN,Ferrer Internacional,CHEMBL3990047,Quinolone antimicrobial,Impetigo due to Staphylococcus aureus or Streptococcus pyogenes,impetigo,EFO_1000714,Infectious,S,2017,NA,NA
Rhopressa,Netarsudil,NETARSUDIL,Aerie Pharmaceuticals,CHEMBL4594250,RHO kinase inhibitor,Open-angle glaucoma or ocular hypertension,open-angle glaucoma; ocular hypertension,EFO_0004190; EFO_1001069,Ophthalmology,P,2017,"ENSG00000134318, ENSG00000067900",FALSE
Steglatro,Ertugliflozin,ERTUGLIFLOZIN,Merck & Co./Pfizer,CHEMBL1770248,SGLT2 inhibitor,Type 2 diabetes mellitus,type 2 diabetes mellitus,MONDO_0005148,Endocrine,S,2017,ENSG00000140675,TRUE
Macrilen,Macimorelin,MACIMORELIN,Aeterna Zentaris,CHEMBL278623,Growth hormone secretagogue receptor agonist,Diagnosis of adult growth hormone deficiency,short stature due to GHSR deficiency,MONDO_0014403,Endocrine,"S, O",2017,ENSG00000121853,TRUE
Giapreza,Angiotensin II,ANGIOTENSIN II,La Jolla Pharmaceutical Company,CHEMBL408403,Synthetic human angiotensin,Blood pressure in adults with septic or other distributive shock,septic shock; blood pressure,EFO_0006834; EFO_0004325,Cardiovascular,P,2017,ENSG00000144891,TRUE
Zepatier,Elbasvir; grazoprevir,ELBASVIR,Merck & Co.,CHEMBL3039514,NS5A inhibitor plus NS3/4A protease inhibitor,HCV genotypes 1 and 4,hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2016,NA,NA
Zepatier,Elbasvir; grazoprevir,GRAZOPREVIR,Merck & Co.,CHEMBL2063090,NS5A inhibitor plus NS3/4A protease inhibitor,HCV genotypes 1 and 4,hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2016,NA,NA
Briviact,Brivaracetam,BRIVARACETAM,UCB,CHEMBL607400,"Anticonvulsant with unknown MOA, binds to SV2A",Partial-onset seizures,Focal-onset seizure,HP_0007359,Neurological,S,2016,"ENSG00000159164, ENSG00000144285",TRUE
Anthim,Obiltoxaximab,OBILTOXAXIMAB,Elusys Therapeutics,CHEMBL3544926,mAb against anthrax toxin,Anthrax,anthrax infection,EFO_0000778,Infectious,"S, O",2016,NA,NA
Taltz,Ixekizumab,IXEKIZUMAB,Eli Lilly,CHEMBL1743034,IL-17A antagonist,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,Dermatology,S,2016,ENSG00000112115,FALSE
Cinqair,Reslizumab,RESLIZUMAB,Teva,CHEMBL2107884,IL-5 antagonist,Severe asthma,Status Asthmaticus,EFO_0008590,Respiratory,S,2016,ENSG00000113525,TRUE
Defitelio,Defibrotide sodium,DEFIBROTIDE SODIUM,Gentium,CHEMBL3707226,Profibrinolytic,Hepatic veno-occlusive disease,hepatic veno-occlusive disease,MONDO_0019514,Other,"P, O",2016,ENSG00000122194,TRUE
Venclexta,Venetoclax,VENETOCLAX,AbbVie,CHEMBL3137309,BCL-2 inhibitor,Chronic lymphocytic leukaemia,chronic lymphocytic leukemia,EFO_0000095,Oncology,"P, O, B, A",2016,ENSG00000171791,TRUE
Nuplazid,Pimavanserin,PIMAVANSERIN,Acadia Pharmaceuticals,CHEMBL2111101,Atypical antipsychotic,Hallucinations and delusions associated with Parkinson disease psychosis,Parkinson disease; psychosis,MONDO_0005180; EFO_0005407,Neurological,"P, B",2016,ENSG00000102468,TRUE
